joint,x,y,z,jointname,voiceover
12,164.34708,-346.20935,3275.6099,RIGHT_KNEE,
13,-154.96727,-746.8441,3277.2966,LEFT_FOOT,
14,261.8267,-706.45575,3290.2825,RIGHT_FOOT,
0,-151.27368,598.6668,3317.367,HEAD,
1,-115.74408,345.1185,3304.3645,NECK,
2,-241.45842,319.86227,3308.3052,LEFT_SHOULDER,
3,9.970264,370.37473,3300.4238,RIGHT_SHOULDER,
4,-246.703,92.26697,3358.3914,LEFT_ELBOW,
5,119.24512,183.06003,3403.4282,RIGHT_ELBOW,
6,-264.45947,-202.01105,3292.4502,LEFT_HAND,
7,284.2731,-0.85289,3397.7593,RIGHT_HAND,
8,-82.107605,177.3788,3302.3625,TORSO,
9,-133.09262,-7.361511,3303.0132,LEFT_HIP,
10,36.150356,26.63971,3297.708,RIGHT_HIP,
11,-142.7991,-402.5761,3283.7776,LEFT_KNEE,
12,165.04865,-344.1636,3274.44,RIGHT_KNEE,
13,-155.04305,-749.6561,3277.2236,LEFT_FOOT,
14,257.6282,-700.9802,3298.6875,RIGHT_FOOT,
0,-157.15532,598.11597,3319.997,HEAD,
1,-116.41637,348.21967,3303.8115,NECK,
2,-239.17836,322.5323,3306.2236,LEFT_SHOULDER,
3,6.3456154,373.90704,3301.3994,RIGHT_SHOULDER,
4,-254.31224,113.39197,3383.699,LEFT_ELBOW,
5,118.09488,185.4979,3398.1465,RIGHT_ELBOW,
6,-263.71152,-205.08295,3288.816,LEFT_HAND,
7,304.9718,-16.200134,3369.8389,RIGHT_HAND,
8,-81.00803,178.80026,3301.678,TORSO,
9,-130.22838,-8.327301,3301.2073,LEFT_HIP,
10,39.028996,27.08902,3297.8816,RIGHT_HIP,
11,-144.18234,-406.31012,3285.139,LEFT_KNEE,
12,163.6534,-342.7412,3276.5264,RIGHT_KNEE,
13,-155.54881,-753.7105,3276.0842,LEFT_FOOT,
14,254.52214,-699.49713,3307.29,RIGHT_FOOT,
0,-168.7715,597.60767,3332.1194,HEAD,
1,-117.86654,348.07245,3305.2373,NECK,
2,-242.62813,322.23468,3305.507,LEFT_SHOULDER,
3,6.89505,373.91022,3304.9675,RIGHT_SHOULDER,
4,-256.83243,114.766846,3395.8682,LEFT_ELBOW,
5,119.13296,182.24837,3401.4966,RIGHT_ELBOW,
6,-276.75873,-195.21234,3291.8457,LEFT_HAND,
7,238.3087,21.786087,3357.3152,RIGHT_HAND,
8,-82.78121,178.65007,3304.5117,TORSO,
9,-132.03757,-8.239212,3303.9685,LEFT_HIP,
10,36.64579,26.694626,3303.6038,RIGHT_HIP,
11,-147.12073,-406.3875,3286.5564,LEFT_KNEE,
12,162.44362,-342.78552,3277.3535,RIGHT_KNEE,
13,-156.62617,-753.91766,3277.1533,LEFT_FOOT,
14,254.25702,-700.49866,3310.3538,RIGHT_FOOT,
0,-170.8219,596.2292,3335.8472,HEAD,
1,-116.56026,347.9635,3307.1465,NECK,
2,-242.26958,321.71698,3314.3044,LEFT_SHOULDER,
3,9.149075,374.21002,3299.9885,RIGHT_SHOULDER,
4,-263.53934,110.18439,3415.1804,LEFT_ELBOW,
5,120.53162,179.49435,3394.9465,RIGHT_ELBOW,
6,-298.30884,-197.3852,3274.499,LEFT_HAND,
7,264.30136,-7.6752625,3378.6003,RIGHT_HAND,
8,-80.566536,176.54315,3310.7173,TORSO,
9,-128.37283,-12.373566,3319.0598,LEFT_HIP,
10,39.227184,22.619171,3309.5164,RIGHT_HIP,
11,-145.68005,-402.51263,3279.5183,LEFT_KNEE,
12,159.9395,-346.7771,3285.8271,RIGHT_KNEE,
13,-156.95276,-751.505,3270.5403,LEFT_FOOT,
14,253.17967,-707.4752,3317.4275,RIGHT_FOOT,
0,-170.615,595.98096,3341.4165,HEAD,
1,-104.587715,354.27942,3319.2864,NECK,
2,-221.0586,334.27637,3331.0315,LEFT_SHOULDER,
3,11.883173,374.28247,3307.5413,RIGHT_SHOULDER,
4,-265.57654,112.64734,3410.866,LEFT_ELBOW,
5,122.74968,177.9324,3404.8318,RIGHT_ELBOW,
6,-322.38068,-172.40027,3309.0356,LEFT_HAND,
7,264.892,-8.008057,3334.4492,RIGHT_HAND,
8,-75.14854,180.56772,3315.3733,TORSO,
9,-131.87221,-7.9418335,3320.1492,LEFT_HIP,
10,40.45349,21.6539,3302.7712,RIGHT_HIP,
11,-147.8604,-400.75888,3285.0852,LEFT_KNEE,
12,158.38025,-350.00555,3279.9631,RIGHT_KNEE,
13,-158.45549,-750.80414,3276.8809,LEFT_FOOT,
14,250.39705,-718.0054,3317.2483,RIGHT_FOOT,
0,-166.38055,594.87866,3343.0105,HEAD,
1,-99.0193,358.51074,3329.3018,NECK,
2,-217.18015,339.87405,3342.029,LEFT_SHOULDER,
3,19.141531,377.1474,3316.5745,RIGHT_SHOULDER,
4,-271.7265,110.75958,3416.007,LEFT_ELBOW,
5,125.86211,180.52315,3409.2688,RIGHT_ELBOW,
6,-340.83957,-162.5373,3290.639,LEFT_HAND,
7,274.95813,-11.706223,3327.197,RIGHT_HAND,
8,-72.2563,183.04836,3320.8398,TORSO,
9,-131.6229,-5.9986267,3321.655,LEFT_HIP,
10,40.636284,21.170593,3303.1008,RIGHT_HIP,
11,-146.96402,-402.02524,3287.2512,LEFT_KNEE,
12,159.15385,-352.37473,3278.2478,RIGHT_KNEE,
13,-159.24097,-752.80444,3280.1501,LEFT_FOOT,
14,244.87943,-727.04956,3335.962,RIGHT_FOOT,
0,-151.47313,589.7206,3348.4343,HEAD,
1,-94.48253,358.31244,3332.2664,NECK,
2,-213.10237,340.56842,3345.186,LEFT_SHOULDER,
3,24.137302,376.05646,3319.3467,RIGHT_SHOULDER,
4,-271.0991,111.56445,3415.5938,LEFT_ELBOW,
5,128.12737,181.53351,3412.5994,RIGHT_ELBOW,
6,-357.98584,-141.80869,3295.6057,LEFT_HAND,
7,261.08673,6.0457916,3308.7605,RIGHT_HAND,
8,-69.28107,182.92995,3322.777,TORSO,
9,-129.23402,-5.1905823,3322.5625,LEFT_HIP,
10,41.07481,20.285461,3304.0132,RIGHT_HIP,
11,-144.17982,-405.1676,3290.587,LEFT_KNEE,
12,160.05066,-354.0407,3278.3281,RIGHT_KNEE,
13,-159.51567,-755.18384,3282.402,LEFT_FOOT,
14,237.07217,-732.8737,3341.5015,RIGHT_FOOT,
0,-143.29843,589.0668,3351.601,HEAD,
1,-88.976364,353.0885,3338.0122,NECK,
2,-209.77359,332.7159,3347.322,LEFT_SHOULDER,
3,31.820873,373.46106,3328.7024,RIGHT_SHOULDER,
4,-269.3532,104.56174,3411.022,LEFT_ELBOW,
5,128.29721,163.0649,3423.1965,RIGHT_ELBOW,
6,-373.56787,-161.68695,3250.7253,LEFT_HAND,
7,233.39746,34.16832,3335.8135,RIGHT_HAND,
8,-59.465405,175.33806,3331.9546,TORSO,
9,-122.28963,-17.984802,3333.0132,LEFT_HIP,
10,62.380733,13.160065,3318.7808,RIGHT_HIP,
11,-141.98395,-417.61948,3296.9224,LEFT_KNEE,
12,157.17793,-349.5374,3278.098,RIGHT_KNEE,
13,-159.7097,-764.677,3287.6704,LEFT_FOOT,
14,231.60692,-724.9231,3338.4873,RIGHT_FOOT,
0,-130.23785,587.40234,3353.0457,HEAD,
1,-86.58391,353.15973,3339.8481,NECK,
2,-205.76909,333.64645,3352.2593,LEFT_SHOULDER,
3,32.601265,372.673,3327.437,RIGHT_SHOULDER,
4,-268.7502,106.47803,3413.4836,LEFT_ELBOW,
5,134.99994,168.65501,3420.6184,RIGHT_ELBOW,
6,-420.93164,-197.85764,3256.7444,LEFT_HAND,
7,229.0791,33.183197,3324.4795,RIGHT_HAND,
8,-58.386803,176.91281,3333.5247,TORSO,
9,-117.81202,-13.67984,3336.3254,LEFT_HIP,
10,57.432632,15.011627,3318.077,RIGHT_HIP,
11,-140.08627,-413.59552,3297.1729,LEFT_KNEE,
12,156.80893,-354.42548,3279.8708,RIGHT_KNEE,
13,-158.87914,-761.28577,3287.973,LEFT_FOOT,
14,227.31502,-730.9874,3341.527,RIGHT_FOOT,
0,-110.79714,581.24835,3353.931,HEAD,
1,-80.4758,350.07642,3343.5505,NECK,
2,-196.38945,330.58002,3357.6,LEFT_SHOULDER,
3,35.43785,369.57288,3329.501,RIGHT_SHOULDER,
4,-267.614,108.05556,3414.2058,LEFT_ELBOW,
5,183.4002,162.75499,3386.0964,RIGHT_ELBOW,
6,-389.16928,-131.49413,3278.7896,LEFT_HAND,
7,220.77414,31.383255,3325.052,RIGHT_HAND,
8,-52.140244,176.56645,3336.5503,TORSO,
9,-108.56023,-11.199234,3339.823,LEFT_HIP,
10,60.95086,17.31218,3319.277,RIGHT_HIP,
11,-129.67305,-413.88727,3308.257,LEFT_KNEE,
12,156.05441,-356.0542,3279.1318,RIGHT_KNEE,
13,-174.61763,-779.36536,3314.9587,LEFT_FOOT,
14,218.27785,-733.73914,3342.9153,RIGHT_FOOT,
0,-92.02864,576.6792,3354.8481,HEAD,
1,-57.75727,352.11407,3366.7078,NECK,
2,-176.78656,335.9331,3382.3625,LEFT_SHOULDER,
3,61.272022,368.29504,3351.053,RIGHT_SHOULDER,
4,-266.65848,111.09837,3417.0574,LEFT_ELBOW,
5,180.42676,164.6121,3398.0198,RIGHT_ELBOW,
6,-398.3086,-111.43359,3290.7043,LEFT_HAND,
7,243.25267,-13.787323,3276.6118,RIGHT_HAND,
8,-36.662807,179.15068,3348.32,TORSO,
9,-101.844345,-5.541153,3341.2795,LEFT_HIP,
10,70.707664,17.915756,3318.5852,RIGHT_HIP,
11,-125.131805,-408.85632,3310.5378,LEFT_KNEE,
12,157.36838,-364.84088,3279.7654,RIGHT_KNEE,
13,-167.52179,-769.7615,3312.741,LEFT_FOOT,
14,211.12422,-744.85364,3362.387,RIGHT_FOOT,
0,-74.02568,581.15027,3359.6726,HEAD,
1,-35.23104,346.15448,3360.3616,NECK,
2,-158.03752,334.61298,3378.7031,LEFT_SHOULDER,
3,87.57544,357.69598,3342.02,RIGHT_SHOULDER,
4,-263.5558,117.893616,3424.2761,LEFT_ELBOW,
5,194.61163,144.68806,3436.1492,RIGHT_ELBOW,
6,-394.99152,-98.548294,3273.8704,LEFT_HAND,
7,246.71025,-21.571518,3272.2634,RIGHT_HAND,
8,-21.322485,176.2448,3346.5706,TORSO,
9,-93.25069,-1.7319183,3345.5996,LEFT_HIP,
10,78.42282,14.402145,3319.9595,RIGHT_HIP,
11,-128.89745,-402.21356,3303.851,LEFT_KNEE,
12,158.10196,-370.71777,3281.9038,RIGHT_KNEE,
13,-165.42822,-762.7769,3307.5188,LEFT_FOOT,
14,208.8148,-752.52155,3373.262,RIGHT_FOOT,
0,-62.84604,581.79785,3360.4421,HEAD,
1,-31.153915,347.86548,3363.376,NECK,
2,-152.4329,333.33392,3384.0295,LEFT_SHOULDER,
3,90.125084,362.39706,3342.7224,RIGHT_SHOULDER,
4,-229.81212,114.67926,3444.9482,LEFT_ELBOW,
5,194.37494,157.45215,3426.602,RIGHT_ELBOW,
6,-386.54584,-96.55299,3295.0884,LEFT_HAND,
7,239.1842,-30.26056,3232.975,RIGHT_HAND,
8,-13.308908,176.32646,3347.4702,TORSO,
9,-81.24936,-5.491333,3346.1736,LEFT_HIP,
10,90.32156,15.066193,3316.9553,RIGHT_HIP,
11,-121.29614,-405.36795,3306.5532,LEFT_KNEE,
12,158.75403,-372.27527,3286.4834,RIGHT_KNEE,
13,-162.05765,-765.886,3306.1052,LEFT_FOOT,
14,206.22795,-753.6636,3382.1924,RIGHT_FOOT,
0,-34.68481,589.0217,3370.805,HEAD,
1,-13.967528,352.51788,3369.9187,NECK,
2,-129.54312,341.46634,3394.83,LEFT_SHOULDER,
3,101.60806,363.56946,3345.0073,RIGHT_SHOULDER,
4,-215.81207,115.94121,3451.6155,LEFT_ELBOW,
5,205.08902,160.26456,3418.432,RIGHT_ELBOW,
6,-373.99863,-79.227554,3323.765,LEFT_HAND,
7,254.63571,-14.522842,3255.7732,RIGHT_HAND,
8,-1.3793403,178.26785,3351.0176,TORSO,
9,-74.21649,-4.1507263,3350.529,LEFT_HIP,
10,96.634186,12.18634,3313.7039,RIGHT_HIP,
11,-104.49658,-395.57672,3314.1794,LEFT_KNEE,
12,164.96255,-377.72455,3302.5771,RIGHT_KNEE,
13,-159.46722,-765.09686,3309.491,LEFT_FOOT,
14,204.9979,-750.78577,3379.706,RIGHT_FOOT,
0,-18.426958,585.0077,3371.6416,HEAD,
1,0.81350136,351.21588,3373.88,NECK,
2,-118.22945,339.60504,3406.6704,LEFT_SHOULDER,
3,119.85645,362.82666,3341.0894,RIGHT_SHOULDER,
4,-207.56186,113.51669,3457.268,LEFT_ELBOW,
5,219.02806,161.4888,3402.2227,RIGHT_ELBOW,
6,-352.78583,-85.91655,3339.6143,LEFT_HAND,
7,263.57147,-29.608063,3239.9968,RIGHT_HAND,
8,13.334078,175.0959,3356.9722,TORSO,
9,-53.79901,-8.79306,3362.0051,LEFT_HIP,
10,105.508316,6.744934,3318.1238,RIGHT_HIP,
11,-94.156555,-391.39066,3311.03,LEFT_KNEE,
12,172.58258,-383.78986,3326.4658,RIGHT_KNEE,
13,-157.7796,-759.4069,3302.5422,LEFT_FOOT,
14,206.69168,-751.6769,3384.42,RIGHT_FOOT,
0,14.881029,579.83307,3375.2957,HEAD,
1,16.331783,343.13275,3375.462,NECK,
2,-106.446655,332.7815,3412.8606,LEFT_SHOULDER,
3,139.11023,353.484,3338.0632,RIGHT_SHOULDER,
4,-202.45087,111.010635,3461.8545,LEFT_ELBOW,
5,246.16547,154.69872,3415.547,RIGHT_ELBOW,
6,-333.35864,-96.18266,3338.216,LEFT_HAND,
7,252.09138,-26.980804,3265.1082,RIGHT_HAND,
8,26.20089,169.13385,3359.7021,TORSO,
9,-39.176777,-11.209,3366.8628,LEFT_HIP,
10,111.316765,1.4788971,3321.022,RIGHT_HIP,
11,-94.04666,-391.7536,3307.5845,LEFT_KNEE,
12,175.40201,-385.23816,3335.9692,RIGHT_KNEE,
13,-154.61536,-755.29895,3307.805,LEFT_FOOT,
14,208.55394,-750.32336,3385.6467,RIGHT_FOOT,
0,30.030176,577.7272,3374.0776,HEAD,
1,30.49815,337.5354,3376.0266,NECK,
2,-87.83181,329.46887,3416.17,LEFT_SHOULDER,
3,148.8281,345.60193,3335.8833,RIGHT_SHOULDER,
4,-195.31915,105.58093,3463.055,LEFT_ELBOW,
5,261.71027,146.06436,3413.196,RIGHT_ELBOW,
6,-303.17294,-98.19208,3360.3289,LEFT_HAND,
7,284.5808,-54.49234,3242.5596,RIGHT_HAND,
8,38.255726,164.55893,3364.135,TORSO,
9,-26.119068,-13.334778,3376.714,LEFT_HIP,
10,118.14567,-3.5003052,3327.7727,RIGHT_HIP,
11,-86.75964,-388.11118,3302.1538,LEFT_KNEE,
12,177.09021,-390.3474,3335.791,RIGHT_KNEE,
13,-153.0537,-751.9258,3308.849,LEFT_FOOT,
14,210.62254,-753.44415,3387.9302,RIGHT_FOOT,
0,40.189022,579.9541,3370.3298,HEAD,
1,35.037403,339.8808,3377.7231,NECK,
2,-77.50991,331.94543,3420.9578,LEFT_SHOULDER,
3,147.58472,347.81616,3334.4885,RIGHT_SHOULDER,
4,-158.05516,107.08087,3476.9148,LEFT_ELBOW,
5,267.94965,147.25745,3399.5872,RIGHT_ELBOW,
6,-300.89978,-100.12309,3387.1853,LEFT_HAND,
7,294.91962,-56.46196,3242.522,RIGHT_HAND,
8,44.714836,165.8204,3370.9678,TORSO,
9,-18.992146,-13.414093,3392.4026,LEFT_HIP,
10,127.77669,-3.0658875,3336.0222,RIGHT_HIP,
11,-86.06932,-386.91296,3297.8713,LEFT_KNEE,
12,183.02829,-392.95355,3346.7336,RIGHT_KNEE,
13,-149.80638,-747.6283,3302.6714,LEFT_FOOT,
14,212.94547,-754.1282,3397.2837,RIGHT_FOOT,
0,55.514053,584.0149,3358.6191,HEAD,
1,53.63019,337.87048,3385.693,NECK,
2,-66.003044,334.02612,3426.4521,LEFT_SHOULDER,
3,173.26343,341.71478,3344.934,RIGHT_SHOULDER,
4,-137.74942,103.6384,3488.965,LEFT_ELBOW,
5,268.4879,143.35345,3400.6362,RIGHT_ELBOW,
6,-260.6545,-101.54344,3392.1453,LEFT_HAND,
7,298.72833,-66.16664,3264.1868,RIGHT_HAND,
8,57.258656,166.14128,3380.1458,TORSO,
9,-15.705629,-8.049164,3400.6936,LEFT_HIP,
10,137.47987,-3.126648,3348.5032,RIGHT_HIP,
11,-80.83891,-377.90045,3284.814,LEFT_KNEE,
12,187.63474,-397.59048,3355.3032,RIGHT_KNEE,
13,-152.29239,-741.91394,3298.2026,LEFT_FOOT,
14,217.40363,-763.1028,3419.978,RIGHT_FOOT,
0,65.81861,574.87103,3347.7063,HEAD,
1,62.985756,335.91998,3390.144,NECK,
2,-63.833138,333.81528,3430.204,LEFT_SHOULDER,
3,189.80464,338.0247,3350.084,RIGHT_SHOULDER,
4,-120.70592,97.27052,3500.7483,LEFT_ELBOW,
5,269.72784,138.23837,3401.445,RIGHT_ELBOW,
6,-208.3322,-126.81856,3375.312,LEFT_HAND,
7,338.9802,-89.51993,3260.3098,RIGHT_HAND,
8,63.570255,165.32623,3383.0315,TORSO,
9,-13.575676,-6.557541,3400.4727,LEFT_HIP,
10,141.8852,-3.9774933,3351.3652,RIGHT_HIP,
11,-85.68061,-378.8838,3280.9045,LEFT_KNEE,
12,192.3958,-398.29456,3362.979,RIGHT_KNEE,
13,-156.50351,-741.8374,3292.3367,LEFT_FOOT,
14,222.53806,-766.30444,3435.3235,RIGHT_FOOT,
0,72.92989,570.8693,3343.9402,HEAD,
1,67.83228,334.26013,3392.821,NECK,
2,-62.75318,332.27307,3430.4436,LEFT_SHOULDER,
3,198.41774,336.2472,3355.1985,RIGHT_SHOULDER,
4,-112.70618,93.07956,3501.7485,LEFT_ELBOW,
5,276.8295,131.33588,3412.2966,RIGHT_ELBOW,
6,-186.24274,-124.48201,3395.4934,LEFT_HAND,
7,346.03027,-87.07968,3263.5366,RIGHT_HAND,
8,69.00537,164.33641,3387.9182,TORSO,
9,-10.444534,-6.814102,3406.2434,LEFT_HIP,
10,150.80145,-4.360489,3359.7874,RIGHT_HIP,
11,-85.701294,-380.6728,3281.5837,LEFT_KNEE,
