joint,x,y,z,jointname
11,-19.354324,-473.7182,1629.8765,LEFT_KNEE
12,143.7464,-465.09897,1547.2023,RIGHT_KNEE
13,1.0178127,-805.2622,1553.0852,LEFT_FOOT
14,180.62584,-800.99756,1516.4471,RIGHT_FOOT
0,85.605675,463.68335,1571.0564,HEAD
1,74.01284,251.00409,1612.2177,NECK
2,-54.794167,254.66586,1635.9856,LEFT_SHOULDER
3,202.81985,247.34233,1588.4497,RIGHT_SHOULDER
4,-99.29911,33.568054,1722.2513,LEFT_ELBOW
5,218.77592,21.326279,1581.2391,RIGHT_ELBOW
6,-45.47063,-17.916904,1411.7007,LEFT_HAND
7,124.58037,-139.30884,1364.7894,RIGHT_HAND
8,68.372086,66.70663,1610.0419,TORSO
9,-13.718142,-115.41752,1621.9729,LEFT_HIP
10,139.1808,-119.76417,1593.7593,RIGHT_HIP
11,-21.165154,-468.64682,1642.2653,LEFT_KNEE
12,141.23207,-454.20596,1580.3177,RIGHT_KNEE
13,0.9014797,-802.2357,1574.2145,LEFT_FOOT
14,180.60245,-809.4662,1529.2168,RIGHT_FOOT
0,83.65011,469.00873,1589.0718,HEAD
1,71.909996,253.37491,1632.2935,NECK
2,-57.467052,255.87773,1653.2267,LEFT_SHOULDER
3,201.28703,250.8721,1611.3602,RIGHT_SHOULDER
4,-101.0197,38.975464,1738.311,LEFT_ELBOW
5,221.4773,19.970871,1600.4783,RIGHT_ELBOW
6,-50.86661,-14.214699,1427.2825,LEFT_HAND
7,126.35131,-138.8567,1383.2463,RIGHT_HAND
8,67.97943,69.275,1630.0121,TORSO
9,-11.895146,-113.35577,1640.0184,LEFT_HIP
10,139.99289,-116.29406,1615.443,RIGHT_HIP
11,-21.924322,-464.34958,1655.8391,LEFT_KNEE
12,142.87354,-454.9183,1586.4797,RIGHT_KNEE
13,0.57460403,-803.1143,1593.0282,LEFT_FOOT
14,173.66948,-811.1072,1539.8511,RIGHT_FOOT
0,81.16136,471.5545,1601.1497,HEAD
1,68.48129,254.6415,1643.5887,NECK
2,-61.1196,256.76178,1661.7986,LEFT_SHOULDER
3,198.08218,252.5212,1625.3789,RIGHT_SHOULDER
4,-102.903854,43.842087,1753.4188,LEFT_ELBOW
5,221.7196,18.14418,1609.9816,RIGHT_ELBOW
6,-60.761154,-21.643547,1442.4374,LEFT_HAND
7,127.52848,-135.5335,1398.3123,RIGHT_HAND
8,65.420876,70.2113,1643.282,TORSO
9,-11.7322235,-113.006714,1653.3857,LEFT_HIP
10,136.45312,-115.43106,1632.5647,RIGHT_HIP
11,-30.68779,-465.935,1684.8243,LEFT_KNEE
12,143.06258,-455.20398,1591.4513,RIGHT_KNEE
13,1.3149452,-806.99976,1616.9784,LEFT_FOOT
14,169.02037,-811.49054,1555.9305,RIGHT_FOOT
0,78.14992,473.50568,1614.6345,HEAD
1,61.128887,255.04471,1657.9918,NECK
2,-69.728806,255.53113,1679.4763,LEFT_SHOULDER
3,191.98659,254.55829,1636.5073,RIGHT_SHOULDER
4,-104.50129,41.725525,1763.1635,LEFT_ELBOW
5,221.22568,19.332336,1617.7537,RIGHT_ELBOW
6,-64.82445,-21.276924,1455.8364,LEFT_HAND
7,135.9055,-127.74388,1414.3097,RIGHT_HAND
8,60.3542,70.867226,1657.4432,TORSO
9,-14.143613,-113.036224,1668.9987,LEFT_HIP
10,133.30263,-113.584305,1644.7906,RIGHT_HIP
11,-33.89764,-462.81284,1700.6501,LEFT_KNEE
12,142.44118,-453.4964,1599.1051,RIGHT_KNEE
13,-0.2327919,-810.7822,1637.7916,LEFT_FOOT
14,166.09282,-809.6206,1572.0189,RIGHT_FOOT
0,74.94558,473.85034,1628.8934,HEAD
1,57.12917,254.86127,1670.5787,NECK
2,-73.33979,255.38623,1698.0818,LEFT_SHOULDER
3,187.59813,254.3363,1643.0757,RIGHT_SHOULDER
4,-105.87387,41.35704,1767.8269,LEFT_ELBOW
5,219.02481,16.812454,1637.3724,RIGHT_ELBOW
6,-70.2428,-21.085243,1479.5281,LEFT_HAND
7,143.40985,-118.0966,1422.0192,RIGHT_HAND
8,56.02366,70.57924,1668.8519,TORSO
9,-20.376127,-113.399826,1682.9973,LEFT_HIP
10,130.21242,-114.00575,1651.2529,RIGHT_HIP
11,-35.7636,-465.37164,1709.9088,LEFT_KNEE
12,140.96068,-453.30835,1605.2607,RIGHT_KNEE
13,-1.8558273,-811.8507,1657.3693,LEFT_FOOT
14,161.57979,-811.2826,1591.3967,RIGHT_FOOT
0,70.49568,476.9356,1649.0822,HEAD
1,55.161774,253.86572,1680.2631,NECK
2,-73.47067,255.29059,1710.4384,LEFT_SHOULDER
3,183.79422,252.44086,1650.0878,RIGHT_SHOULDER
4,-108.59506,40.626694,1780.7753,LEFT_ELBOW
5,221.6664,11.584625,1672.1719,RIGHT_ELBOW
6,-82.71191,-15.867783,1493.3856,LEFT_HAND
7,161.19618,-109.70527,1426.2947,RIGHT_HAND
8,52.621758,68.83291,1678.1726,TORSO
9,-26.171598,-115.35524,1693.9701,LEFT_HIP
10,126.335075,-117.044556,1658.1942,RIGHT_HIP
11,-39.145313,-463.9535,1719.4307,LEFT_KNEE
12,124.146645,-457.7174,1621.018,RIGHT_KNEE
13,-3.4660645,-813.1862,1673.9458,LEFT_FOOT
14,158.41295,-811.0491,1606.3928,RIGHT_FOOT
0,67.09946,478.27344,1660.7401,HEAD
1,54.590237,253.02698,1693.0944,NECK
2,-73.47261,254.6846,1720.9829,LEFT_SHOULDER
3,182.65309,251.36935,1665.2058,RIGHT_SHOULDER
4,-110.37898,40.12668,1789.0857,LEFT_ELBOW
5,223.48048,16.830261,1689.3092,RIGHT_ELBOW
6,-95.092804,-11.293018,1515.4532,LEFT_HAND
7,174.68156,-95.34137,1432.8374,RIGHT_HAND
8,51.096382,68.11789,1688.0413,TORSO
9,-29.983442,-115.78694,1699.8843,LEFT_HIP
10,125.188484,-117.795456,1666.092,RIGHT_HIP
11,-41.28229,-458.87213,1732.8002,LEFT_KNEE
12,116.82468,-460.4124,1633.0186,RIGHT_KNEE
13,-4.9528275,-814.21454,1688.135,LEFT_FOOT
14,155.0246,-812.10254,1624.1927,RIGHT_FOOT
0,65.33982,477.43646,1668.291,HEAD
1,54.236187,252.53514,1705.3131,NECK
2,-72.86304,254.37892,1735.2715,LEFT_SHOULDER
3,181.33542,250.69136,1675.3547,RIGHT_SHOULDER
4,-114.93543,42.347107,1802.7831,LEFT_ELBOW
5,225.67311,22.12201,1698.3167,RIGHT_ELBOW
6,-102.92841,-10.120636,1532.9874,LEFT_HAND
7,189.55148,-78.05811,1441.7428,RIGHT_HAND
8,49.858162,67.49461,1698.1276,TORSO
9,-32.548656,-116.41398,1709.3341,LEFT_HIP
10,123.50893,-118.67785,1672.5499,RIGHT_HIP
11,-40.933224,-457.59927,1731.8292,LEFT_KNEE
12,117.93019,-460.34982,1641.702,RIGHT_KNEE
13,-5.0535355,-814.0421,1702.4299,LEFT_FOOT
14,151.8272,-813.0856,1638.6415,RIGHT_FOOT
0,63.470222,475.45673,1677.5408,HEAD
1,52.872055,251.44788,1712.9827,NECK
2,-73.213455,253.29474,1745.176,LEFT_SHOULDER
3,178.95755,249.60101,1680.7893,RIGHT_SHOULDER
4,-115.71544,39.833878,1804.1769,LEFT_ELBOW
5,225.71516,29.45404,1706.244,RIGHT_ELBOW
6,-113.23905,-2.8914375,1543.0564,LEFT_HAND
7,208.59677,-67.270706,1434.1311,RIGHT_HAND
8,48.217678,66.42636,1705.3682,TORSO
9,-34.906036,-117.445755,1717.7892,LEFT_HIP
10,122.03264,-119.74455,1677.7181,RIGHT_HIP
11,-42.21981,-459.80353,1734.019,LEFT_KNEE
12,115.85193,-458.89996,1648.723,RIGHT_KNEE
13,-4.7689056,-813.5039,1714.2716,LEFT_FOOT
14,148.79591,-812.20764,1655.2596,RIGHT_FOOT
0,62.772186,474.83224,1684.514,HEAD
1,51.89384,250.18964,1723.6658,NECK
2,-74.00369,251.9383,1757.9774,LEFT_SHOULDER
3,177.79138,248.44098,1689.3541,RIGHT_SHOULDER
4,-119.615875,37.707077,1810.9094,LEFT_ELBOW
5,227.36232,31.72902,1713.5958,RIGHT_ELBOW
6,-126.25228,8.628988,1548.1946,LEFT_HAND
7,228.62157,-40.46177,1445.5022,RIGHT_HAND
8,47.194313,66.25019,1715.7964,TORSO
9,-34.757595,-116.616264,1728.9811,LEFT_HIP
10,119.74716,-118.76226,1686.8729,RIGHT_HIP
11,-41.71135,-462.3021,1738.3009,LEFT_KNEE
12,114.7368,-457.49655,1653.2688,RIGHT_KNEE
13,-3.4716797,-814.13,1727.0602,LEFT_FOOT
14,145.6469,-812.0486,1665.2986,RIGHT_FOOT
0,62.30647,473.9339,1699.4639,HEAD
1,51.09984,248.86823,1737.0428,NECK
2,-74.92685,250.52429,1766.3915,LEFT_SHOULDER
3,177.12653,247.21216,1707.6942,RIGHT_SHOULDER
4,-124.166336,34.386612,1819.3672,LEFT_ELBOW
5,232.91492,37.237183,1730.2888,RIGHT_ELBOW
6,-146.99472,14.86281,1559.0364,LEFT_HAND
7,242.78477,-35.417038,1447.4062,RIGHT_HAND
8,47.003998,66.11261,1729.7673,TORSO
9,-32.516083,-115.65188,1740.0564,LEFT_HIP
10,118.3324,-117.63413,1704.9272,RIGHT_HIP
11,-40.481544,-461.98605,1748.093,LEFT_KNEE
12,113.76259,-454.1243,1667.8252,RIGHT_KNEE
13,-1.8133583,-812.9128,1739.0825,LEFT_FOOT
14,142.04256,-813.01196,1673.9425,RIGHT_FOOT
0,62.93056,474.1733,1713.1332,HEAD
1,52.66779,247.57141,1756.8254,NECK
2,-73.49426,248.45284,1786.5454,LEFT_SHOULDER
3,178.82985,246.68997,1727.1055,RIGHT_SHOULDER
4,-131.45346,32.624176,1831.4377,LEFT_ELBOW
5,238.85223,36.438797,1738.6536,RIGHT_ELBOW
6,-158.23726,20.723862,1571.5513,LEFT_HAND
7,247.08627,-30.163086,1454.697,RIGHT_HAND
8,49.93151,64.96607,1750.6256,TORSO
9,-27.546375,-117.11708,1762.0327,LEFT_HIP
10,121.93684,-118.16144,1726.8188,RIGHT_HIP
11,-41.227802,-460.60394,1753.5646,LEFT_KNEE
12,120.55226,-451.44843,1686.4327,RIGHT_KNEE
13,-0.52545166,-812.391,1750.6824,LEFT_FOOT
14,139.0534,-813.3766,1680.67,RIGHT_FOOT
0,62.162964,472.17554,1726.7875,HEAD
1,53.86049,244.94733,1772.6528,NECK
2,-73.264565,245.69455,1803.8461,LEFT_SHOULDER
3,180.98553,244.2001,1741.4596,RIGHT_SHOULDER
4,-137.90714,29.50055,1840.7433,LEFT_ELBOW
5,243.4207,33.068466,1746.1924,RIGHT_ELBOW
6,-160.04709,32.255234,1586.9543,LEFT_HAND
7,256.42072,-20.216965,1466.7236,RIGHT_HAND
8,52.26375,60.791412,1770.5569,TORSO
9,-25.627455,-122.91605,1787.1816,LEFT_HIP
10,126.96147,-123.81295,1749.7402,RIGHT_HIP
11,-41.260998,-460.38058,1761.36,LEFT_KNEE
12,120.63994,-461.52164,1732.261,RIGHT_KNEE
13,-0.83789444,-814.3458,1769.1609,LEFT_FOOT
14,138.55493,-817.1459,1696.7281,RIGHT_FOOT
0,63.112442,468.26065,1740.4734,HEAD
1,55.39005,243.9768,1781.8721,NECK
2,-73.14756,245.12495,1811.7513,LEFT_SHOULDER
3,183.92766,242.82864,1751.9928,RIGHT_SHOULDER
4,-142.30148,27.341095,1848.4438,LEFT_ELBOW
5,251.44728,28.493256,1765.3276,RIGHT_ELBOW
6,-165.74644,44.09588,1592.0782,LEFT_HAND
7,254.96512,-15.220131,1473.742,RIGHT_HAND
8,53.3218,59.98112,1780.045,TORSO
9,-24.621822,-123.33681,1795.8557,LEFT_HIP
10,127.12892,-124.69231,1760.5803,RIGHT_HIP
11,-39.53295,-460.61267,1781.2958,LEFT_KNEE
12,121.55577,-459.2287,1748.6228,RIGHT_KNEE
13,0.9526367,-815.094,1787.3381,LEFT_FOOT
14,137.297,-818.5709,1707.9049,RIGHT_FOOT
0,65.44491,465.92743,1760.5542,HEAD
1,55.730576,243.80557,1790.8351,NECK
2,-72.91887,245.75534,1825.2433,LEFT_SHOULDER
3,184.38002,241.8558,1756.4269,RIGHT_SHOULDER
4,-142.09637,27.435913,1851.4796,LEFT_ELBOW
5,254.2828,27.27124,1768.8566,RIGHT_ELBOW
6,-185.5922,49.650776,1608.4148,LEFT_HAND
7,261.8493,-3.7774658,1478.7665,RIGHT_HAND
8,53.49917,59.42219,1792.9403,TORSO
9,-24.634789,-123.81084,1815.3462,LEFT_HIP
10,127.17031,-126.11154,1774.7449,RIGHT_HIP
11,-32.194466,-460.60156,1806.5222,LEFT_KNEE
12,121.93595,-458.67108,1759.0555,RIGHT_KNEE
13,1.289917,-815.29254,1797.5767,LEFT_FOOT
14,136.26907,-818.91095,1719.7189,RIGHT_FOOT
0,65.00175,465.21182,1773.8942,HEAD
1,57.028187,243.04182,1802.7,NECK
2,-72.01214,245.32298,1837.9636,LEFT_SHOULDER
3,186.06853,240.76067,1767.4363,RIGHT_SHOULDER
4,-144.27722,24.43869,1860.1,LEFT_ELBOW
5,254.7395,27.775589,1772.2054,RIGHT_ELBOW
6,-194.79285,53.210426,1626.4939,LEFT_HAND
7,262.27258,-4.3988075,1485.0713,RIGHT_HAND
8,54.302258,58.56627,1804.6584,TORSO
9,-23.865604,-124.57564,1827.2334,LEFT_HIP
10,127.01826,-127.242935,1786.0005,RIGHT_HIP
11,-31.22716,-461.89252,1812.6257,LEFT_KNEE
12,120.84259,-455.42676,1757.9385,RIGHT_KNEE
13,1.0521412,-818.0698,1808.9341,LEFT_FOOT
14,132.90509,-817.417,1726.584,RIGHT_FOOT
0,64.07143,465.7684,1786.9814,HEAD
1,56.784958,241.48242,1814.0399,NECK
2,-72.98915,243.06624,1851.8883,LEFT_SHOULDER
3,186.55907,239.89862,1776.1915,RIGHT_SHOULDER
4,-148.24226,24.13736,1881.5422,LEFT_ELBOW
5,254.30096,26.145996,1774.1862,RIGHT_ELBOW
6,-191.24193,52.116714,1646.2361,LEFT_HAND
7,263.8493,-5.649679,1494.2161,RIGHT_HAND
8,55.10418,56.876213,1816.002,TORSO
9,-22.8021,-126.79973,1840.1951,LEFT_HIP
10,129.64891,-128.66028,1795.7329,RIGHT_HIP
11,-32.317207,-463.162,1823.737,LEFT_KNEE
12,121.23364,-453.1833,1757.0673,RIGHT_KNEE
13,-0.5637951,-824.1627,1817.3635,LEFT_FOOT
14,129.31544,-813.59216,1732.4945,RIGHT_FOOT
0,63.8139,466.0367,1794.8645,HEAD
1,57.008846,239.12183,1828.1478,NECK
2,-72.38404,239.26375,1865.7565,LEFT_SHOULDER
3,186.40173,238.9799,1790.5392,RIGHT_SHOULDER
4,-131.16281,25.030197,1914.9285,LEFT_ELBOW
5,253.01839,23.344513,1775.4932,RIGHT_ELBOW
6,-199.43555,51.033142,1665.8103,LEFT_HAND
7,269.02704,-6.3429947,1494.619,RIGHT_HAND
8,55.37503,55.1521,1823.221,TORSO
9,-22.70612,-128.73378,1840.5138,LEFT_HIP
10,130.18854,-128.90147,1796.0743,RIGHT_HIP
11,-30.357845,-458.81104,1843.9719,LEFT_KNEE
12,123.61187,-452.60608,1761.671,RIGHT_KNEE
13,-2.5474873,-827.5101,1823.5995,LEFT_FOOT
14,128.20995,-812.33167,1741.9159,RIGHT_FOOT
0,63.330784,465.33698,1799.9069,HEAD
1,56.66631,238.02759,1838.5079,NECK
2,-71.64831,237.53381,1877.3654,LEFT_SHOULDER
3,184.98094,238.52136,1799.6505,RIGHT_SHOULDER
4,-127.999596,22.144943,1929.8226,LEFT_ELBOW
5,252.43654,22.753494,1776.4227,RIGHT_ELBOW
6,-205.91618,57.907036,1677.1444,LEFT_HAND
7,276.33478,3.7171402,1506.0032,RIGHT_HAND
8,54.788235,52.99966,1829.955,TORSO
9,-22.277088,-132.3176,1844.1709,LEFT_HIP
10,128.0974,-131.73894,1798.633,RIGHT_HIP
11,-44.88775,-431.2589,1834.0201,LEFT_KNEE
12,122.57311,-453.68457,1764.5406,RIGHT_KNEE
13,-4.326828,-830.9562,1830.169,LEFT_FOOT
14,125.31445,-815.99194,1749.535,RIGHT_FOOT
0,61.543594,464.51602,1806.9438,HEAD
1,55.220783,238.68378,1844.2811,NECK
2,-72.300705,237.34538,1884.853,LEFT_SHOULDER
3,182.74226,240.02219,1803.7092,RIGHT_SHOULDER
4,-129.14333,20.808609,1940.7576,LEFT_ELBOW
5,252.32141,22.967804,1779.2196,RIGHT_ELBOW
6,-213.14563,62.327793,1683.2384,LEFT_HAND
7,282.0614,13.857771,1514.3198,RIGHT_HAND
8,53.56313,52.988194,1832.9452,TORSO
9,-23.032385,-133.4939,1845.4513,LEFT_HIP
10,126.84334,-131.92088,1797.7672,RIGHT_HIP
11,-44.480125,-432.75323,1837.4067,LEFT_KNEE
12,121.601105,-463.64496,1772.9198,RIGHT_KNEE
13,-8.051014,-832.61035,1834.2667,LEFT_FOOT
14,123.50767,-821.4256,1758.4309,RIGHT_FOOT
0,59.094486,463.25858,1816.4863,HEAD
1,53.504734,241.02814,1859.8076,NECK
2,-71.57851,239.11633,1895.424,LEFT_SHOULDER
3,178.58798,242.93996,1824.1913,RIGHT_SHOULDER
4,-135.62415,21.911407,1955.2173,LEFT_ELBOW
5,246.40297,24.710724,1792.8744,RIGHT_ELBOW
6,-217.5374,62.94244,1699.2245,LEFT_HAND
7,282.03076,25.83969,1533.1873,RIGHT_HAND
8,51.872078,53.00864,1843.9813,TORSO
9,-25.889454,-136.17444,1849.832,LEFT_HIP
10,126.36829,-133.84729,1806.478,RIGHT_HIP
11,-43.244137,-456.98328,1869.4714,LEFT_KNEE
12,120.13055,-483.91797,1789.2501,RIGHT_KNEE
13,-14.467772,-833.984,1834.2333,LEFT_FOOT
14,123.07009,-826.48035,1772.1842,RIGHT_FOOT
0,57.932316,463.33606,1823.1725,HEAD
1,50.655544,242.08255,1869.4178,NECK
2,-72.80648,239.2543,1903.2448,LEFT_SHOULDER
3,174.11757,244.91083,1835.591,RIGHT_SHOULDER
4,-142.22702,23.483536,1966.1813,LEFT_ELBOW
5,243.69186,34.722275,1828.7615,RIGHT_ELBOW
6,-224.04544,75.059875,1704.8436,LEFT_HAND
7,271.85992,38.64144,1550.8622,RIGHT_HAND
8,50.111546,53.133263,1851.6344,TORSO
9,-27.213377,-137.57492,1854.888,LEFT_HIP
10,126.34847,-134.05714,1812.814,RIGHT_HIP
11,-46.148163,-470.05606,1882.905,LEFT_KNEE
12,122.52154,-483.15466,1789.3392,RIGHT_KNEE
13,-22.039413,-835.6226,1841.0533,LEFT_FOOT
14,122.5136,-829.0005,1781.2974,RIGHT_FOOT
0,54.75121,462.44592,1834.6798,HEAD
1,48.653435,240.69118,1876.3575,NECK
2,-74.52177,237.21634,1909.8864,LEFT_SHOULDER
3,171.82863,244.16603,1842.8287,RIGHT_SHOULDER
4,-146.87122,22.854935,1970.6486,LEFT_ELBOW
5,248.03987,38.76001,1851.3925,RIGHT_ELBOW
6,-231.7368,79.27933,1712.8801,LEFT_HAND
7,245.08704,15.406824,1584.0973,RIGHT_HAND
8,48.672497,51.6749,1856.8384,TORSO
9,-27.741402,-139.4976,1858.1245,LEFT_HIP
10,125.12452,-135.18517,1816.5139,RIGHT_HIP
11,-46.36058,-472.51556,1885.145,LEFT_KNEE
12,123.084694,-483.25598,1785.7557,RIGHT_KNEE
13,-33.676758,-841.8121,1853.7434,LEFT_FOOT
14,121.04807,-831.7749,1787.085,RIGHT_FOOT
0,52.04027,460.21542,1844.1987,HEAD
1,45.609276,240.13715,1882.1777,NECK
2,-79.00193,236.79773,1913.5566,LEFT_SHOULDER
3,170.22049,243.47655,1850.7991,RIGHT_SHOULDER
4,-147.45145,22.77893,1968.6401,LEFT_ELBOW
5,250.01663,39.57086,1865.93,RIGHT_ELBOW
6,-240.37494,86.339386,1717.406,LEFT_HAND
7,297.54846,56.37924,1585.796,RIGHT_HAND
8,45.806095,50.532066,1862.7811,TORSO
9,-28.30056,-141.06424,1862.095,LEFT_HIP
10,120.30639,-137.08177,1824.6738,RIGHT_HIP
11,-46.250824,-472.22726,1889.2076,LEFT_KNEE
12,121.23614,-491.34436,1778.4893,RIGHT_KNEE
13,-40.244766,-839.1013,1870.6493,LEFT_FOOT
14,118.69893,-834.6141,1789.2676,RIGHT_FOOT
0,48.687115,461.06323,1852.8318,HEAD
1,42.423866,241.04488,1885.7931,NECK
2,-82.81764,237.83751,1915.6881,LEFT_SHOULDER
3,167.66539,244.25223,1855.8981,RIGHT_SHOULDER
4,-151.7687,25.084595,1972.6038,LEFT_ELBOW
5,241.71474,39.7453,1880.3289,RIGHT_ELBOW
6,-250.47047,92.49244,1726.7418,LEFT_HAND
7,292.46857,62.713608,1607.8577,RIGHT_HAND
8,42.73666,51.157207,1866.731,TORSO
9,-30.45552,-140.61288,1865.2144,LEFT_HIP
10,116.55443,-136.84804,1830.1233,RIGHT_HIP
11,-47.36373,-472.2356,1891.6863,LEFT_KNEE
12,118.38653,-493.3545,1777.8313,RIGHT_KNEE
13,-46.83954,-835.8279,1883.3956,LEFT_FOOT
14,117.47438,-837.04156,1794.331,RIGHT_FOOT
0,44.31911,460.312,1862.0203,HEAD
1,32.86271,241.81464,1891.5793,NECK
2,-94.969666,239.45041,1921.6523,LEFT_SHOULDER
3,160.69507,244.17885,1861.5063,RIGHT_SHOULDER
4,-155.08061,24.342209,1977.0946,LEFT_ELBOW
5,224.85077,37.990646,1891.2472,RIGHT_ELBOW
6,-259.13763,98.17793,1734.0759,LEFT_HAND
7,294.38556,69.0414,1633.6631,RIGHT_HAND
8,32.204563,52.243416,1873.8784,TORSO
9,-46.934578,-138.77928,1874.6404,LEFT_HIP
10,110.02742,-135.87631,1837.7146,RIGHT_HIP
11,-48.906967,-473.2553,1892.1874,LEFT_KNEE
12,105.201164,-486.52686,1784.5555,RIGHT_KNEE
13,-53.932663,-834.06494,1892.5269,LEFT_FOOT
14,115.84875,-837.79474,1804.5546,RIGHT_FOOT
0,38.03554,461.7072,1873.0872,HEAD
1,25.57024,244.37091,1896.7225,NECK
2,-102.02333,243.26706,1926.7316,LEFT_SHOULDER
3,153.1638,245.47476,1866.7135,RIGHT_SHOULDER
4,-158.80449,27.012192,1984.5697,LEFT_ELBOW
5,216.75505,37.126633,1898.4908,RIGHT_ELBOW
6,-275.91843,115.61791,1728.106,LEFT_HAND
7,293.73413,76.082726,1634.8185,RIGHT_HAND
8,23.266651,54.86292,1879.9572,TORSO
9,-57.526867,-135.32413,1881.652,LEFT_HIP
10,99.45299,-133.96603,1844.7316,RIGHT_HIP
11,-76.508865,-471.75546,1876.1919,LEFT_KNEE
12,97.96498,-481.98734,1788.3806,RIGHT_KNEE
13,-59.743908,-831.9035,1899.7013,LEFT_FOOT
14,113.40066,-840.8833,1816.7771,RIGHT_FOOT
0,33.517105,462.2764,1880.2039,HEAD
1,21.337101,244.11499,1900.3208,NECK
2,-106.20483,244.34781,1929.9855,LEFT_SHOULDER
3,148.87903,243.88219,1870.6561,RIGHT_SHOULDER
4,-162.60538,26.983353,1989.8096,LEFT_ELBOW
5,209.84482,30.468948,1908.2213,RIGHT_ELBOW
6,-287.0016,121.05908,1735.129,LEFT_HAND
7,293.5691,82.52142,1653.4678,RIGHT_HAND
8,17.27595,53.46085,1884.3563,TORSO
9,-69.28522,-137.04271,1887.5803,LEFT_HIP
10,95.71481,-137.34389,1849.2034,RIGHT_HIP
11,-80.37108,-472.94452,1883.6658,LEFT_KNEE
12,93.52237,-484.80432,1791.7755,RIGHT_KNEE
13,-66.002815,-833.0825,1912.9763,LEFT_FOOT
14,111.22927,-843.1113,1829.8992,RIGHT_FOOT
0,28.389032,459.94092,1886.5271,HEAD
1,13.412123,241.16037,1907.7101,NECK
2,-114.74492,242.0794,1935.7407,LEFT_SHOULDER
3,141.56915,240.24133,1879.6794,RIGHT_SHOULDER
4,-185.68408,13.45343,1981.1104,LEFT_ELBOW
5,197.59315,20.070969,1924.837,RIGHT_ELBOW
6,-289.0644,128.26236,1746.4589,LEFT_HAND
7,291.81094,81.80483,1663.7576,RIGHT_HAND
8,8.456733,50.81724,1891.2947,TORSO
9,-81.2929,-138.91782,1893.4255,LEFT_HIP
10,88.295586,-140.13396,1856.333,RIGHT_HIP
11,-83.34207,-477.20685,1888.1638,LEFT_KNEE
12,92.30624,-505.24884,1803.982,RIGHT_KNEE
13,-72.986046,-834.00476,1923.5664,LEFT_FOOT
14,109.59618,-846.74744,1844.6274,RIGHT_FOOT
0,23.663185,456.99698,1889.3851,HEAD
1,6.849352,235.58344,1914.0004,NECK
2,-120.644356,238.02147,1941.4742,LEFT_SHOULDER
3,134.34306,233.14542,1886.5265,RIGHT_SHOULDER
4,-201.62558,11.4340515,1984.2377,LEFT_ELBOW
5,189.22414,14.122787,1930.3859,RIGHT_ELBOW
6,-296.966,131.83984,1757.6311,LEFT_HAND
7,292.85278,85.50818,1669.5875,RIGHT_HAND
8,0.28220385,44.758095,1900.459,TORSO
9,-92.46831,-144.41919,1905.4894,LEFT_HIP
10,79.89842,-147.71532,1868.3458,RIGHT_HIP
11,-94.56665,-489.11716,1904.2183,LEFT_KNEE
12,77.064804,-507.8166,1825.7428,RIGHT_KNEE
13,-80.353584,-834.464,1932.1906,LEFT_FOOT
14,106.98016,-852.2947,1855.0083,RIGHT_FOOT
