joint,x,y,z,jointname,voiceover
2,-333.7706,330.8369,3480.8296,LEFT_SHOULDER,
3,-75.2483,354.77216,3452.5146,RIGHT_SHOULDER,
4,-387.78867,96.60509,3507.379,LEFT_ELBOW,
5,-29.575302,113.35347,3496.8542,RIGHT_ELBOW,
6,-361.66147,-125.69496,3302.8396,LEFT_HAND,
7,-24.08278,-124.87108,3350.2754,RIGHT_HAND,
8,-191.00223,167.44643,3441.7617,TORSO,
9,-262.4538,-15.777588,3426.1565,LEFT_HIP,
10,-92.5362,-0.045776367,3407.5461,RIGHT_HIP,
11,-281.46866,-422.03018,3426.0562,LEFT_KNEE,
12,-52.401733,-386.71008,3373.8982,RIGHT_KNEE,
13,-284.8085,-796.38025,3501.4148,LEFT_FOOT,
14,-29.422169,-745.48267,3458.5474,RIGHT_FOOT,
0,-178.07204,576.6843,3519.6145,HEAD,
1,-205.84541,340.59268,3477.799,NECK,
2,-334.34024,329.4798,3483.6934,LEFT_SHOULDER,
3,-77.350555,351.70557,3471.9048,RIGHT_SHOULDER,
4,-387.37604,94.01924,3510.4763,LEFT_ELBOW,
5,-35.008812,111.62422,3505.8914,RIGHT_ELBOW,
6,-360.64188,-136.44194,3337.2378,LEFT_HAND,
7,-24.746544,-121.37933,3363.0984,RIGHT_HAND,
8,-192.11179,165.82625,3447.6926,TORSO,
9,-263.3757,-16.291183,3421.485,LEFT_HIP,
10,-93.38062,-1.5891876,3413.6873,RIGHT_HIP,
11,-282.44208,-420.12915,3424.3923,LEFT_KNEE,
12,-51.407104,-389.07623,3379.768,RIGHT_KNEE,
13,-285.00226,-796.36896,3498.7869,LEFT_FOOT,
14,-27.204193,-750.2451,3463.8245,RIGHT_FOOT,
0,-178.23505,579.6398,3521.675,HEAD,
1,-206.66776,339.84784,3482.7576,NECK,
2,-333.98978,329.0965,3484.9421,LEFT_SHOULDER,
3,-79.34572,350.59912,3480.573,RIGHT_SHOULDER,
4,-388.68112,93.77934,3511.7253,LEFT_ELBOW,
5,-38.446587,106.94646,3505.6814,RIGHT_ELBOW,
6,-371.0005,-145.38924,3344.884,LEFT_HAND,
7,-37.192173,-144.29,3344.8103,RIGHT_HAND,
8,-192.52766,165.98515,3451.2158,TORSO,
9,-266.25427,-15.29715,3421.1816,LEFT_HIP,
10,-90.520905,-0.45788574,3418.1665,RIGHT_HIP,
11,-281.22028,-420.0556,3418.2183,LEFT_KNEE,
12,-54.287598,-389.15997,3382.6204,RIGHT_KNEE,
13,-284.27713,-794.7292,3493.7734,LEFT_FOOT,
14,-34.561203,-751.1658,3462.605,RIGHT_FOOT,
0,-181.9679,582.16046,3523.1145,HEAD,
1,-207.63927,340.71246,3477.9949,NECK,
2,-335.3732,330.4264,3481.2288,LEFT_SHOULDER,
3,-79.905304,350.9986,3474.761,RIGHT_SHOULDER,
4,-388.03348,94.08327,3510.8308,LEFT_ELBOW,
5,-37.569782,105.13275,3506.18,RIGHT_ELBOW,
6,-358.3523,-153.29198,3354.7498,LEFT_HAND,
7,-33.102367,-135.67159,3347.7317,RIGHT_HAND,
8,-194.31375,166.0033,3448.6323,TORSO,
9,-267.5139,-15.673584,3421.4604,LEFT_HIP,
10,-94.462616,-1.7381897,3417.079,RIGHT_HIP,
11,-281.3322,-416.27567,3421.4822,LEFT_KNEE,
12,-56.249023,-391.6028,3382.484,RIGHT_KNEE,
13,-283.34903,-790.12604,3494.3882,LEFT_FOOT,
14,-51.93833,-767.7302,3453.769,RIGHT_FOOT,
0,-183.9398,583.9153,3522.4539,HEAD,
1,-207.01611,337.23273,3474.0918,NECK,
2,-337.10388,327.7399,3479.013,LEFT_SHOULDER,
3,-76.92833,346.7256,3469.1707,RIGHT_SHOULDER,
4,-387.54385,94.381424,3512.2107,LEFT_ELBOW,
5,-37.542255,99.90697,3505.53,RIGHT_ELBOW,
6,-358.66296,-140.76828,3354.1821,LEFT_HAND,
7,-32.31123,-127.27577,3352.2917,RIGHT_HAND,
8,-195.38312,164.0715,3447.5774,TORSO,
9,-270.03366,-15.386078,3424.3271,LEFT_HIP,
10,-97.466576,-2.793396,3417.7988,RIGHT_HIP,
11,-282.43515,-414.47116,3421.3447,LEFT_KNEE,
12,-57.455658,-394.21655,3385.4001,RIGHT_KNEE,
13,-279.73117,-785.68225,3495.4045,LEFT_FOOT,
14,-53.07095,-771.53796,3455.298,RIGHT_FOOT,
0,-184.74197,585.4425,3522.6394,HEAD,
1,-207.60593,336.91083,3473.7478,NECK,
2,-337.6901,327.8085,3477.9968,LEFT_SHOULDER,
3,-77.521774,346.01312,3469.4988,RIGHT_SHOULDER,
4,-387.1008,94.555435,3513.1873,LEFT_ELBOW,
5,-36.62349,96.45236,3505.8904,RIGHT_ELBOW,
6,-355.45602,-140.40508,3359.7844,LEFT_HAND,
7,-44.704906,-141.85892,3324.3992,RIGHT_HAND,
8,-196.36269,163.64558,3446.7888,TORSO,
9,-270.60324,-15.601166,3422.622,LEFT_HIP,
10,-99.63562,-3.6381226,3417.0376,RIGHT_HIP,
11,-282.86404,-413.88937,3421.8435,LEFT_KNEE,
12,-64.699585,-395.07205,3387.2747,RIGHT_KNEE,
13,-278.1411,-783.62805,3493.2693,LEFT_FOOT,
14,-55.111572,-768.64655,3456.5156,RIGHT_FOOT,
0,-184.78444,587.1886,3522.8003,HEAD,
1,-206.76663,338.22778,3474.8674,NECK,
2,-337.34894,329.52875,3477.6416,LEFT_SHOULDER,
3,-76.18432,346.92682,3472.0933,RIGHT_SHOULDER,
4,-390.03467,98.634125,3514.711,LEFT_ELBOW,
5,-20.637074,124.00691,3480.7673,RIGHT_ELBOW,
6,-366.15283,-64.85036,3376.5933,LEFT_HAND,
7,-57.428577,-133.70168,3319.912,RIGHT_HAND,
8,-195.77084,164.37108,3447.2803,TORSO,
9,-270.40695,-15.19017,3421.5122,LEFT_HIP,
10,-99.14315,-3.7810516,3417.874,RIGHT_HIP,
11,-283.29645,-413.50964,3422.8486,LEFT_KNEE,
12,-68.651215,-395.82025,3391.1382,RIGHT_KNEE,
13,-278.2362,-784.30023,3490.1614,LEFT_FOOT,
14,-56.56043,-767.71985,3457.8818,RIGHT_FOOT,
0,-182.42174,588.027,3522.4475,HEAD,
1,-205.41888,338.68625,3473.3904,NECK,
2,-334.8369,330.2342,3477.4001,LEFT_SHOULDER,
3,-76.00086,347.1383,3469.3806,RIGHT_SHOULDER,
4,-392.31818,101.46677,3515.0154,LEFT_ELBOW,
5,25.308067,164.64941,3463.4182,RIGHT_ELBOW,
6,-360.67184,-63.526825,3350.6924,LEFT_HAND,
7,-69.32436,-109.61359,3309.7292,RIGHT_HAND,
8,-194.9086,165.27856,3447.0964,TORSO,
9,-270.22113,-13.73407,3423.4617,LEFT_HIP,
10,-98.5755,-2.52417,3418.1433,RIGHT_HIP,
11,-281.54474,-414.74933,3422.4192,LEFT_KNEE,
12,-73.291565,-398.43286,3399.6172,RIGHT_KNEE,
13,-278.10922,-785.6522,3488.4255,LEFT_FOOT,
14,-54.721657,-766.5745,3458.6235,RIGHT_FOOT,
0,-182.19577,588.79407,3522.2688,HEAD,
1,-203.17453,355.18555,3460.049,NECK,
2,-324.4132,347.0752,3471.6028,LEFT_SHOULDER,
3,-81.93583,363.2959,3448.4954,RIGHT_SHOULDER,
4,-418.92282,150.8954,3476.409,LEFT_ELBOW,
5,31.739998,175.806,3466.6648,RIGHT_ELBOW,
6,-342.3542,-14.20578,3325.774,LEFT_HAND,
7,-64.682335,-90.89679,3310.6624,RIGHT_HAND,
8,-193.08214,175.80815,3440.0361,TORSO,
9,-264.25366,-9.005432,3427.7673,LEFT_HIP,
10,-101.72585,1.8669739,3412.279,RIGHT_HIP,
11,-279.68982,-418.49063,3427.0107,LEFT_KNEE,
12,-72.95212,-394.26956,3395.298,RIGHT_KNEE,
13,-276.9803,-789.7727,3490.5874,LEFT_FOOT,
14,-49.900047,-762.22546,3457.172,RIGHT_FOOT,
0,-185.55438,591.09973,3521.607,HEAD,
1,-204.45007,355.53998,3473.2205,NECK,
2,-330.10196,345.1582,3485.5615,LEFT_SHOULDER,
3,-78.7982,365.92175,3460.8794,RIGHT_SHOULDER,
4,-444.95355,150.49113,3482.2986,LEFT_ELBOW,
5,59.718338,236.66539,3459.733,RIGHT_ELBOW,
6,-350.9253,44.133354,3264.5923,LEFT_HAND,
7,-63.16121,-82.43083,3313.7258,RIGHT_HAND,
8,-192.3541,176.5522,3445.8057,TORSO,
9,-258.81708,-8.926376,3426.1067,LEFT_HIP,
10,-101.69915,4.0552216,3410.675,RIGHT_HIP,
11,-278.12277,-421.36334,3428.4832,LEFT_KNEE,
12,-73.73579,-395.33228,3403.7476,RIGHT_KNEE,
13,-277.73785,-792.6206,3493.9473,LEFT_FOOT,
14,-49.29456,-778.1881,3470.139,RIGHT_FOOT,
0,-185.46991,590.6793,3521.2273,HEAD,
1,-196.65865,350.14807,3490.339,NECK,
2,-318.9042,340.44348,3511.5586,LEFT_SHOULDER,
3,-74.41307,359.85266,3469.1196,RIGHT_SHOULDER,
4,-447.64502,159.75621,3441.2004,LEFT_ELBOW,
5,52.651886,224.3856,3440.861,RIGHT_ELBOW,
6,-348.05515,121.26944,3213.1724,LEFT_HAND,
7,-58.80356,-57.722336,3318.3286,RIGHT_HAND,
8,-188.85298,172.91626,3454.252,TORSO,
9,-260.70285,-10.639099,3431.9915,LEFT_HIP,
10,-101.39179,2.007965,3404.3381,RIGHT_HIP,
11,-275.13007,-421.03528,3433.856,LEFT_KNEE,
12,-71.78836,-400.9093,3406.207,RIGHT_KNEE,
13,-276.28256,-792.88184,3500.1467,LEFT_FOOT,
14,-54.38054,-774.2456,3463.1897,RIGHT_FOOT,
0,-186.10313,591.0631,3521.962,HEAD,
1,-195.22243,350.75043,3490.8853,NECK,
2,-319.22208,341.50986,3511.358,LEFT_SHOULDER,
3,-71.2228,359.99103,3470.4126,RIGHT_SHOULDER,
4,-443.25015,159.16177,3446.926,LEFT_ELBOW,
5,50.89984,218.34692,3421.0684,RIGHT_ELBOW,
6,-346.63947,176.77458,3213.7568,LEFT_HAND,
7,-21.439804,198.59166,3173.8782,RIGHT_HAND,
8,-187.96829,173.23744,3454.7,TORSO,
9,-261.4776,-10.294128,3431.8489,LEFT_HIP,
10,-99.95069,1.7430115,3405.1804,RIGHT_HIP,
11,-274.57343,-419.63382,3434.0325,LEFT_KNEE,
12,-70.91344,-400.86038,3404.671,RIGHT_KNEE,
13,-268.70636,-793.2371,3466.27,LEFT_FOOT,
14,-53.76156,-770.0284,3457.0793,RIGHT_FOOT,
0,-185.20868,592.3626,3523.1711,HEAD,
1,-192.1045,353.51172,3485.758,NECK,
2,-315.45197,346.37323,3502.637,LEFT_SHOULDER,
3,-68.757065,360.6502,3468.8792,RIGHT_SHOULDER,
4,-441.60583,162.39282,3446.0674,LEFT_ELBOW,
5,52.694176,219.20721,3418.7556,RIGHT_ELBOW,
6,-363.36203,247.74059,3162.4604,LEFT_HAND,
7,0.747818,262.75116,3161.527,RIGHT_HAND,
8,-186.36569,174.41682,3451.9531,TORSO,
9,-260.78235,-9.316895,3429.1167,LEFT_HIP,
10,-100.471375,-0.039245605,3407.1797,RIGHT_HIP,
11,-274.1333,-417.08304,3432.629,LEFT_KNEE,
12,-69.08619,-402.45465,3410.4553,RIGHT_KNEE,
13,-268.84283,-793.3866,3453.9395,LEFT_FOOT,
14,-53.120308,-770.5875,3454.7498,RIGHT_FOOT,
0,-182.31558,591.5266,3525.0864,HEAD,
1,-168.6437,353.8461,3478.0383,NECK,
2,-283.65717,357.0409,3480.7317,LEFT_SHOULDER,
3,-53.63024,350.6513,3475.345,RIGHT_SHOULDER,
4,-388.9845,262.72684,3357.0679,LEFT_ELBOW,
5,61.053925,226.3468,3379.8152,RIGHT_ELBOW,
6,-349.3798,306.0103,3127.6328,LEFT_HAND,
7,2.776966,299.74518,3100.9739,RIGHT_HAND,
8,-174.3141,174.86052,3448.2058,TORSO,
9,-256.83475,-1.9903564,3420.173,LEFT_HIP,
10,-103.13427,-6.2597656,3416.5735,RIGHT_HIP,
11,-274.85318,-412.05753,3426.701,LEFT_KNEE,
12,-67.248116,-405.53635,3418.851,RIGHT_KNEE,
13,-274.852,-790.66064,3457.6843,LEFT_FOOT,
14,-51.337124,-774.5722,3460.0068,RIGHT_FOOT,
0,-181.40448,589.7917,3525.7122,HEAD,
1,-169.27185,353.4635,3481.9062,NECK,
2,-292.21304,356.28546,3485.0942,LEFT_SHOULDER,
3,-46.330685,350.64157,3478.7183,RIGHT_SHOULDER,
4,-421.37787,279.51657,3348.4407,LEFT_ELBOW,
5,82.115265,245.21066,3346.503,RIGHT_ELBOW,
6,-353.14807,352.72647,3099.0413,LEFT_HAND,
7,-10.5217285,340.69373,3092.4458,RIGHT_HAND,
8,-174.20222,175.52597,3449.2803,TORSO,
9,-252.63705,-0.7243805,3418.5603,LEFT_HIP,
10,-105.628136,-4.09877,3414.7483,RIGHT_HIP,
11,-274.0788,-412.1819,3427.07,LEFT_KNEE,
12,-66.24006,-401.70642,3414.1182,RIGHT_KNEE,
13,-276.9366,-792.6887,3464.5828,LEFT_FOOT,
14,-50.280018,-774.6145,3464.1348,RIGHT_FOOT,
0,-174.823,587.7703,3536.2432,HEAD,
1,-171.22702,353.1753,3474.0195,NECK,
2,-291.32373,354.89203,3476.6626,LEFT_SHOULDER,
3,-51.130333,351.45856,3471.3765,RIGHT_SHOULDER,
4,-426.34366,281.6943,3314.42,LEFT_ELBOW,
5,-42.68812,312.15717,3326.7244,RIGHT_ELBOW,
6,-348.22287,384.42392,3076.0293,LEFT_HAND,
7,-24.251389,369.231,3035.6492,RIGHT_HAND,
8,-174.39601,175.78038,3445.2483,TORSO,
9,-249.79012,-0.5820923,3418.0667,LEFT_HIP,
10,-105.33989,-2.6469421,3414.8875,RIGHT_HIP,
11,-273.6292,-411.90338,3426.86,LEFT_KNEE,
12,-66.62454,-400.9182,3416.2178,RIGHT_KNEE,
13,-277.06766,-792.8021,3454.0789,LEFT_FOOT,
14,-51.601715,-775.2318,3465.169,RIGHT_FOOT,
0,-179.92207,587.2438,3534.7688,HEAD,
1,-180.71103,352.85666,3469.84,NECK,
2,-308.867,350.30048,3472.0625,LEFT_SHOULDER,
3,-52.55502,355.41284,3467.6177,RIGHT_SHOULDER,
4,-426.0737,275.14862,3294.314,LEFT_ELBOW,
5,-34.922802,316.5171,3321.7832,RIGHT_ELBOW,
6,-347.26044,403.62915,3030.9548,LEFT_HAND,
7,-23.43264,408.64722,3041.1392,RIGHT_HAND,
8,-177.63533,175.34276,3443.0273,TORSO,
9,-244.91275,-3.5743866,3417.4346,LEFT_HIP,
10,-104.20652,-0.76789856,3414.9946,RIGHT_HIP,
11,-273.35522,-413.7096,3425.7368,LEFT_KNEE,
12,-67.380745,-397.6692,3418.231,RIGHT_KNEE,
13,-278.11127,-793.4392,3458.6323,LEFT_FOOT,
14,-52.801342,-772.0194,3466.1565,RIGHT_FOOT,
0,-182.11734,587.80133,3531.8518,HEAD,
1,-176.45216,352.07562,3470.8162,NECK,
2,-304.507,350.4852,3475.0032,LEFT_SHOULDER,
3,-48.397354,353.66605,3466.6292,RIGHT_SHOULDER,
4,-405.7256,277.30414,3296.9702,LEFT_ELBOW,
5,-24.503931,310.86124,3313.0454,RIGHT_ELBOW,
6,-354.51385,414.05722,3039.4714,LEFT_HAND,
7,-24.969294,413.76398,3019.6416,RIGHT_HAND,
8,-175.13586,174.39792,3443.5828,TORSO,
9,-244.48628,-4.1574554,3418.66,LEFT_HIP,
10,-103.152855,-2.4021149,3414.0388,RIGHT_HIP,
11,-272.43167,-414.73895,3427.9924,LEFT_KNEE,
12,-67.546036,-397.34686,3419.0059,RIGHT_KNEE,
13,-280.32788,-793.68933,3462.1218,LEFT_FOOT,
14,-53.240417,-771.0897,3466.4907,RIGHT_FOOT,
0,-182.18295,587.1697,3531.4028,HEAD,
1,-179.13994,332.94092,3469.1758,NECK,
2,-303.9246,330.1488,3471.882,LEFT_SHOULDER,
3,-54.35527,335.73303,3466.4695,RIGHT_SHOULDER,
4,-400.01382,264.27368,3289.4465,LEFT_ELBOW,
5,45.920868,300.6931,3248.5815,RIGHT_ELBOW,
6,-347.1155,399.3963,3008.7556,LEFT_HAND,
7,-23.575836,413.5558,3020.912,RIGHT_HAND,
8,-175.94337,164.28917,3442.5654,TORSO,
9,-242.61588,-5.925934,3417.4705,LEFT_HIP,
10,-102.87775,-2.7992249,3414.4397,RIGHT_HIP,
11,-272.39432,-416.37418,3429.2732,LEFT_KNEE,
12,-67.00876,-395.45926,3421.1782,RIGHT_KNEE,
13,-280.9199,-795.5768,3462.6428,LEFT_FOOT,
14,-53.257126,-769.1842,3465.8647,RIGHT_FOOT,
0,-179.093,584.99384,3535.6296,HEAD,
1,-174.09514,332.2328,3468.9055,NECK,
2,-300.46484,329.03473,3471.978,LEFT_SHOULDER,
3,-47.725426,335.43082,3465.833,RIGHT_SHOULDER,
4,-389.75955,272.82986,3267.602,LEFT_ELBOW,
5,31.047981,333.7419,3248.009,RIGHT_ELBOW,
6,-346.29593,398.58896,3000.969,LEFT_HAND,
7,-12.035061,415.44907,3047.2017,RIGHT_HAND,
8,-170.29878,163.16515,3449.0708,TORSO,
9,-243.70169,-7.8561707,3431.113,LEFT_HIP,
10,-89.30316,-3.9487915,3427.3591,RIGHT_HIP,
11,-272.7012,-418.063,3442.9924,LEFT_KNEE,
12,-65.69484,-392.48557,3409.3376,RIGHT_KNEE,
13,-283.1752,-796.51294,3475.6162,LEFT_FOOT,
14,-52.30904,-766.46826,3452.4045,RIGHT_FOOT,
0,-176.49763,584.3034,3538.6453,HEAD,
1,-171.91643,332.02283,3470.5247,NECK,
2,-303.59473,328.4501,3488.13,LEFT_SHOULDER,
3,-40.238136,335.59552,3452.9194,RIGHT_SHOULDER,
4,-385.46146,274.3769,3267.4624,LEFT_ELBOW,
5,32.37702,349.74866,3245.1538,RIGHT_ELBOW,
6,-337.2687,389.7207,2998.4573,LEFT_HAND,
7,-5.879757,409.57068,3054.1953,RIGHT_HAND,
8,-170.3568,163.0874,3447.907,TORSO,
9,-242.59863,-7.850403,3435.1565,LEFT_HIP,
10,-94.99571,-3.8456116,3415.422,RIGHT_HIP,
11,-270.29047,-417.61954,3445.5535,LEFT_KNEE,
12,-66.40225,-392.53412,3405.3933,RIGHT_KNEE,
13,-282.28333,-794.50745,3473.9182,LEFT_FOOT,
14,-53.742016,-766.50134,3450.299,RIGHT_FOOT,
0,-174.34528,583.0521,3539.8887,HEAD,
1,-172.71971,336.59424,3466.815,NECK,
2,-302.87402,333.11987,3481.661,LEFT_SHOULDER,
3,-42.56542,340.06863,3451.969,RIGHT_SHOULDER,
4,-380.81085,290.50198,3298.7695,LEFT_ELBOW,
5,9.384632,352.3965,3220.2483,RIGHT_ELBOW,
6,-329.39578,389.02612,3006.0293,LEFT_HAND,
7,-13.921993,413.39822,3039.229,RIGHT_HAND,
8,-170.65025,165.31618,3444.874,TORSO,
9,-241.25255,-7.901825,3431.2224,LEFT_HIP,
10,-95.90904,-4.0219727,3414.6438,RIGHT_HIP,
11,-269.68262,-417.62094,3441.729,LEFT_KNEE,
12,-65.68974,-392.878,3408.0396,RIGHT_KNEE,
13,-282.7777,-794.24365,3472.6348,LEFT_FOOT,
14,-53.598984,-766.58716,3453.971,RIGHT_FOOT,
0,-172.04533,582.636,3540.123,HEAD,
1,-173.50677,339.84637,3465.862,NECK,
2,-303.11008,336.02185,3479.0312,LEFT_SHOULDER,
3,-43.903496,343.6709,3452.6929,RIGHT_SHOULDER,
4,-373.0412,294.34616,3299.196,LEFT_ELBOW,
5,5.983734,322.12854,3242.853,RIGHT_ELBOW,
6,-321.54337,363.90436,3094.6772,LEFT_HAND,
7,-22.500834,419.75253,3034.0374,RIGHT_HAND,
8,-170.65335,167.0484,3443.7607,TORSO,
9,-240.05994,-7.8819275,3429.0017,LEFT_HIP,
10,-95.5399,-3.617218,3414.3171,RIGHT_HIP,
11,-269.24353,-417.46402,3440.4675,LEFT_KNEE,
12,-64.827484,-392.67484,3408.9526,RIGHT_KNEE,
13,-283.81256,-794.99304,3473.2988,LEFT_FOOT,
14,-53.29139,-766.35425,3456.1628,RIGHT_FOOT,
0,-170.63855,582.02856,3541.4407,HEAD,
1,-172.65372,338.5511,3466.148,NECK,
2,-302.6568,334.46027,3476.5044,LEFT_SHOULDER,
3,-42.650616,342.64194,3455.7915,RIGHT_SHOULDER,
4,-370.55,298.19925,3295.9087,LEFT_ELBOW,
5,7.2876472,314.36847,3244.3188,RIGHT_ELBOW,
6,-337.14868,394.01797,3012.5935,LEFT_HAND,
7,-2.4945993,400.98428,3080.249,RIGHT_HAND,
8,-168.9069,166.0161,3445.029,TORSO,
9,-239.35329,-8.853561,3429.8206,LEFT_HIP,
10,-90.966896,-4.18425,3417.9998,RIGHT_HIP,
11,-268.6322,-417.36414,3442.474,LEFT_KNEE,
12,-62.25594,-391.7069,3408.8625,RIGHT_KNEE,
13,-284.12897,-794.62726,3478.068,LEFT_FOOT,
14,-52.748604,-766.50354,3456.3755,RIGHT_FOOT,
0,-169.54785,581.7296,3542.666,HEAD,
1,-171.74942,336.44662,3482.243,NECK,
2,-299.18005,334.57355,3480.2876,LEFT_SHOULDER,
3,-44.3188,338.3197,3484.1982,RIGHT_SHOULDER,
4,-361.3551,301.77878,3289.0984,LEFT_ELBOW,
5,5.5200615,307.7146,3240.6755,RIGHT_ELBOW,
6,-365.61737,353.57834,3063.09,LEFT_HAND,
7,-21.357328,407.10883,3051.0928,RIGHT_HAND,
8,-168.77498,164.47285,3453.1343,TORSO,
9,-239.18988,-8.579636,3422.8994,LEFT_HIP,
10,-92.41116,-6.4221954,3425.1519,RIGHT_HIP,
11,-267.08737,-415.2376,3435.0713,LEFT_KNEE,
12,-58.184517,-395.39008,3419.013,RIGHT_KNEE,
13,-284.51965,-792.4896,3472.1755,LEFT_FOOT,
14,-49.84717,-781.8687,3477.4412,RIGHT_FOOT,
0,-165.33633,583.5197,3547.2986,HEAD,
1,-165.48022,337.09088,3474.1135,NECK,
2,-294.36932,338.21027,3468.3623,LEFT_SHOULDER,
3,-36.591118,335.97153,3479.8647,RIGHT_SHOULDER,
4,-357.31073,303.1674,3285.536,LEFT_ELBOW,
5,7.600189,298.6515,3239.857,RIGHT_ELBOW,
6,-329.91113,397.1672,3024.382,LEFT_HAND,
7,-20.909492,409.55753,3044.0625,RIGHT_HAND,
8,-165.85513,164.22195,3448.8699,TORSO,
9,-239.91077,-8.007095,3420.3384,LEFT_HIP,
10,-92.549324,-9.2868805,3426.914,RIGHT_HIP,
11,-265.73022,-414.78528,3430.9666,LEFT_KNEE,
12,-56.789284,-398.35785,3424.6455,RIGHT_KNEE,
13,-283.0424,-791.38135,3470.0872,LEFT_FOOT,
14,-51.139896,-778.14215,3475.8398,RIGHT_FOOT,
0,-163.46571,585.5846,3551.9065,HEAD,
1,-163.76701,337.961,3480.5764,NECK,
2,-296.98477,340.38428,3474.3086,LEFT_SHOULDER,
3,-30.54925,335.53778,3486.8442,RIGHT_SHOULDER,
4,-358.35202,305.70575,3310.4866,LEFT_ELBOW,
5,-2.3869514,295.0888,3235.8665,RIGHT_ELBOW,
6,-343.79315,408.34326,3022.4329,LEFT_HAND,
7,-24.219284,419.94177,3037.363,RIGHT_HAND,
8,-165.55296,164.66463,3451.5364,TORSO,
9,-240.01407,-7.309784,3419.077,LEFT_HIP,
10,-94.66376,-9.953735,3425.9158,RIGHT_HIP,
11,-264.78912,-413.9821,3429.4084,LEFT_KNEE,
12,-58.3156,-400.623,3425.676,RIGHT_KNEE,
13,-281.95053,-790.38605,3469.3853,LEFT_FOOT,
14,-51.544106,-776.25073,3478.2275,RIGHT_FOOT,
0,-162.45784,587.172,3555.9854,HEAD,
1,-157.34018,343.65506,3484.8877,NECK,
2,-281.2561,348.1938,3478.286,LEFT_SHOULDER,
3,-33.424248,339.11633,3491.4895,RIGHT_SHOULDER,
4,-356.24838,283.66437,3305.6016,LEFT_ELBOW,
