joint,x,y,z,jointname
14,236.70041,-794.1358,3515.57,RIGHT_FOOT
0,174.36458,542.0354,3588.0867,HEAD
1,142.33295,322.21225,3554.5254,NECK
2,26.649672,317.09772,3571.3018,LEFT_SHOULDER
3,258.0162,327.32678,3537.749,RIGHT_SHOULDER
4,-172.8668,414.95212,3636.6594,LEFT_ELBOW
5,356.52673,120.84985,3549.1797,RIGHT_ELBOW
6,-340.8012,703.34955,3550.9531,LEFT_HAND
7,506.84692,-94.26967,3450.0735,RIGHT_HAND
8,146.1631,136.5419,3524.3325,TORSO
9,84.50685,-52.023697,3503.6365,LEFT_HIP
10,215.47966,-46.2332,3484.6428,RIGHT_HIP
11,91.86896,-392.52094,3241.2192,LEFT_KNEE
12,255.04587,-440.99402,3404.983,RIGHT_KNEE
13,-13.902672,-747.5467,3321.32,LEFT_FOOT
14,241.5519,-788.8219,3511.7449,RIGHT_FOOT
0,150.44197,548.58325,3590.514,HEAD
1,139.29205,328.1618,3540.3008,NECK
2,25.253971,325.40015,3563.6323,LEFT_SHOULDER
3,253.33014,330.92346,3516.9692,RIGHT_SHOULDER
4,-195.4027,389.9274,3641.1318,LEFT_ELBOW
5,344.6407,123.089264,3533.949,RIGHT_ELBOW
6,-354.6936,669.7682,3549.9482,LEFT_HAND
7,491.19885,-84.76979,3430.481,RIGHT_HAND
8,140.37053,141.90044,3523.5251,TORSO
9,72.17101,-46.03865,3520.9233,LEFT_HIP
10,210.72699,-42.683243,3492.5757,RIGHT_HIP
11,55.6488,-378.52637,3233.7148,LEFT_KNEE
12,250.30968,-434.00043,3423.9844,RIGHT_KNEE
13,-101.80762,-729.1734,3300.2954,LEFT_FOOT
14,255.17586,-780.9154,3509.5305,RIGHT_FOOT
0,137.83414,552.06256,3584.2104,HEAD
1,118.087036,335.94336,3542.8018,NECK
2,1.8631614,332.51385,3578.3516,LEFT_SHOULDER
3,234.31091,339.37286,3507.252,RIGHT_SHOULDER
4,-229.46571,367.93097,3648.3271,LEFT_ELBOW
5,328.46707,130.69041,3535.267,RIGHT_ELBOW
6,-364.6803,637.2204,3517.8613,LEFT_HAND
7,478.64697,-90.35623,3431.7844,RIGHT_HAND
8,119.732666,151.50766,3530.3892,TORSO
9,43.84679,-35.215836,3541.6914,LEFT_HIP
10,198.90979,-30.640274,3494.2617,RIGHT_HIP
11,25.028671,-361.76526,3236.987,LEFT_KNEE
12,248.92416,-423.49207,3431.7808,RIGHT_KNEE
13,-173.91461,-731.44995,3325.5374,LEFT_FOOT
14,260.50952,-770.4165,3506.6638,RIGHT_FOOT
0,122.49215,556.0234,3574.4155,HEAD
1,101.689,344.22992,3547.8396,NECK
2,-19.319286,342.6021,3573.1401,LEFT_SHOULDER
3,222.6973,345.85773,3522.539,RIGHT_SHOULDER
4,-274.98755,355.71484,3626.1565,LEFT_ELBOW
5,297.04123,147.90288,3565.304,RIGHT_ELBOW
6,-388.13718,627.2412,3488.8115,LEFT_HAND
7,456.58716,-88.90387,3466.6438,RIGHT_HAND
8,100.11204,158.78406,3528.3657,TORSO
9,17.873974,-27.746841,3525.7566,LEFT_HIP
10,179.19617,-25.576736,3492.027,RIGHT_HIP
11,-32.683563,-382.28412,3329.349,LEFT_KNEE
12,227.41483,-420.37006,3430.4932,RIGHT_KNEE
13,-193.98193,-731.44543,3337.7515,LEFT_FOOT
14,254.6917,-774.8196,3493.5493,RIGHT_FOOT
0,100.5803,560.7186,3572.4197,HEAD
1,74.028984,334.45856,3547.3574,NECK
2,-45.343082,327.71954,3561.308,LEFT_SHOULDER
3,193.40106,341.19763,3533.4067,RIGHT_SHOULDER
4,-293.45035,343.554,3610.8877,LEFT_ELBOW
5,289.2613,144.91248,3576.3535,RIGHT_ELBOW
6,-402.31555,589.329,3434.2822,LEFT_HAND
7,441.557,-102.48012,3491.964,RIGHT_HAND
8,81.85124,158.29395,3529.192,TORSO
9,14.493582,-22.114899,3519.8125,LEFT_HIP
10,164.85341,-13.626465,3502.2402,RIGHT_HIP
11,-63.834297,-395.60074,3344.4565,LEFT_KNEE
12,219.45187,-390.4378,3428.4385,RIGHT_KNEE
13,-238.87964,-760.28253,3339.099,LEFT_FOOT
14,249.52147,-750.1291,3483.3857,RIGHT_FOOT
0,81.39234,556.20184,3577.2808,HEAD
1,57.18334,326.54852,3546.741,NECK
2,-60.971523,324.47992,3558.1372,LEFT_SHOULDER
3,175.3382,328.61713,3535.3447,RIGHT_SHOULDER
4,-316.62674,319.1986,3582.1536,LEFT_ELBOW
5,277.76794,129.71666,3583.0798,RIGHT_ELBOW
6,-423.32666,553.6591,3399.088,LEFT_HAND
7,416.41724,-114.13475,3498.0388,RIGHT_HAND
8,57.61383,149.9867,3519.1553,TORSO
9,-20.21834,-27.945328,3499.1182,LEFT_HIP
10,136.30699,-25.20494,3484.021,RIGHT_HIP
11,-142.06985,-440.06927,3396.646,LEFT_KNEE
12,208.39047,-399.52167,3424.6199,RIGHT_KNEE
13,-240.5539,-771.4169,3355.309,LEFT_FOOT
14,250.3298,-766.4655,3483.0176,RIGHT_FOOT
0,70.25874,552.70917,3577.6897,HEAD
1,31.568996,322.48962,3545.3152,NECK
2,-79.81897,318.45166,3552.586,LEFT_SHOULDER
3,142.95697,326.52753,3538.0444,RIGHT_SHOULDER
4,-346.79993,282.6648,3555.242,LEFT_ELBOW
5,248.14842,123.4996,3598.1008,RIGHT_ELBOW
6,-443.90295,496.41583,3338.2664,LEFT_HAND
7,391.69586,-115.42992,3518.719,RIGHT_HAND
8,36.11517,143.26595,3515.4282,TORSO
9,-35.367306,-38.713837,3490.5042,LEFT_HIP
10,116.68999,-33.2016,3480.5784,RIGHT_HIP
11,-146.5302,-442.12302,3397.878,LEFT_KNEE
12,203.68117,-391.41965,3416.622,RIGHT_KNEE
13,-250.51889,-783.27454,3367.3433,LEFT_FOOT
14,246.60358,-753.81903,3488.1711,RIGHT_FOOT
0,60.08184,548.3468,3574.7598,HEAD
1,4.8372574,317.81213,3537.5212,NECK
2,-114.287735,313.95633,3534.1426,LEFT_SHOULDER
3,123.962234,321.66797,3540.9,RIGHT_SHOULDER
4,-368.5173,254.55801,3524.2214,LEFT_ELBOW
5,208.07745,119.1779,3619.747,RIGHT_ELBOW
6,-462.43753,439.39807,3285.9304,LEFT_HAND
7,355.3681,-122.621445,3550.917,RIGHT_HAND
8,11.323261,142.93259,3508.4148,TORSO
9,-72.90283,-34.883133,3476.7356,LEFT_HIP
10,108.52136,-29.010818,3481.881,RIGHT_HIP
11,-160.02988,-438.15808,3395.6943,LEFT_KNEE
12,182.37155,-382.8714,3424.137,RIGHT_KNEE
13,-257.00623,-793.0906,3375.4075,LEFT_FOOT
14,245.78719,-740.3957,3490.7405,RIGHT_FOOT
0,22.07901,545.8296,3580.2422,HEAD
1,-29.95435,314.05127,3529.5493,NECK
2,-148.79713,307.36508,3532.2278,LEFT_SHOULDER
3,88.888435,320.73743,3526.8708,RIGHT_SHOULDER
4,-385.62314,230.58406,3521.1418,LEFT_ELBOW
5,164.2963,109.45334,3611.1846,RIGHT_ELBOW
6,-488.36636,371.28748,3260.548,LEFT_HAND
7,321.91882,-134.68199,3555.1,RIGHT_HAND
8,-20.464254,136.32481,3506.9702,TORSO
9,-93.87903,-46.065903,3486.2598,LEFT_HIP
10,71.93071,-36.73735,3482.5225,RIGHT_HIP
11,-161.51717,-411.87817,3390.369,LEFT_KNEE
12,163.66852,-407.33905,3430.2356,RIGHT_KNEE
13,-275.2531,-729.4739,3407.23,LEFT_FOOT
14,241.42564,-783.3677,3511.0947,RIGHT_FOOT
0,2.9251518,543.3638,3579.5576,HEAD
1,-56.640003,308.14905,3513.1533,NECK
2,-165.33398,300.85535,3522.435,LEFT_SHOULDER
3,52.05398,315.44275,3503.8716,RIGHT_SHOULDER
4,-394.5223,213.61018,3515.9346,LEFT_ELBOW
5,141.95172,108.46266,3605.2837,RIGHT_ELBOW
6,-499.1923,285.1472,3207.5645,LEFT_HAND
7,280.05847,-163.11159,3575.6086,RIGHT_HAND
8,-46.092545,129.0314,3495.917,TORSO
9,-110.90747,-55.143288,3485.1162,LEFT_HIP
10,39.817303,-45.029205,3472.245,RIGHT_HIP
11,-170.68065,-405.3477,3387.9487,LEFT_KNEE
12,141.03926,-405.4908,3403.2896,RIGHT_KNEE
13,-273.1056,-756.0148,3419.975,LEFT_FOOT
14,239.53981,-774.71387,3502.379,RIGHT_FOOT
0,-43.60322,541.09595,3570.7346,HEAD
1,-78.58154,302.42914,3512.6387,NECK
2,-201.25366,298.60376,3500.2625,LEFT_SHOULDER
3,44.09056,306.25452,3525.015,RIGHT_SHOULDER
4,-397.87305,187.3887,3511.5676,LEFT_ELBOW
5,118.907326,105.9556,3620.6392,RIGHT_ELBOW
6,-497.3939,215.78642,3196.3315,LEFT_HAND
7,227.14645,-111.316635,3596.2454,RIGHT_HAND
8,-70.438545,130.00748,3485.2197,TORSO
9,-140.27896,-44.846016,3449.933,LEFT_HIP
10,15.687859,-39.982376,3465.6685,RIGHT_HIP
11,-194.46335,-412.37955,3394.4785,LEFT_KNEE
12,112.10751,-398.3628,3358.8672,RIGHT_KNEE
13,-279.48245,-767.72797,3431.109,LEFT_FOOT
14,233.92249,-760.1913,3470.08,RIGHT_FOOT
0,-64.9427,542.7013,3571.1145,HEAD
1,-100.4088,306.74506,3516.4094,NECK
2,-219.29694,302.39352,3502.7578,LEFT_SHOULDER
3,18.479342,311.09662,3530.061,RIGHT_SHOULDER
4,-379.8089,172.15169,3514.63,LEFT_ELBOW
5,80.781555,99.704315,3615.2761,RIGHT_ELBOW
6,-470.98956,146.3382,3230.156,LEFT_HAND
7,207.42407,-153.25606,3608.4333,RIGHT_HAND
8,-90.955025,137.33658,3488.0796,TORSO
9,-162.1427,-35.02356,3450.4897,LEFT_HIP
10,-0.8598194,-29.12027,3469.0098,RIGHT_HIP
11,-215.51234,-427.17468,3390.0916,LEFT_KNEE
12,90.69581,-381.3013,3322.6306,RIGHT_KNEE
13,-281.54974,-780.79956,3426.87,LEFT_FOOT
14,221.10266,-734.1941,3453.2788,RIGHT_FOOT
0,-76.13722,546.51465,3574.3604,HEAD
1,-116.63595,310.22925,3518.507,NECK
2,-238.28378,305.19653,3503.5566,LEFT_SHOULDER
3,5.0118866,315.262,3533.4575,RIGHT_SHOULDER
4,-384.55795,162.70491,3521.0225,LEFT_ELBOW
5,65.47088,99.57535,3613.16,RIGHT_ELBOW
6,-445.2716,92.91271,3236.752,LEFT_HAND
7,177.42474,-148.42741,3594.3284,RIGHT_HAND
8,-106.1207,142.09972,3489.5444,TORSO
9,-179.02118,-29.48085,3450.33,LEFT_HIP
10,-12.18972,-22.578812,3470.8335,RIGHT_HIP
11,-230.04506,-425.22388,3391.6565,LEFT_KNEE
12,61.817238,-364.97357,3307.6245,RIGHT_KNEE
13,-282.13092,-787.2499,3420.8945,LEFT_FOOT
14,197.01657,-719.37976,3423.2026,RIGHT_FOOT
0,-104.4937,553.0673,3590.4875,HEAD
1,-133.0045,306.96234,3528.9995,NECK
2,-249.24496,305.16638,3507.0095,LEFT_SHOULDER
3,-16.764051,308.7583,3550.9895,RIGHT_SHOULDER
4,-379.08246,130.80374,3515.8955,LEFT_ELBOW
5,54.443558,98.2923,3614.4802,RIGHT_ELBOW
6,-420.24017,38.611763,3212.2578,LEFT_HAND
7,151.47949,-128.26634,3604.1985,RIGHT_HAND
8,-125.20722,135.12408,3501.817,TORSO
9,-196.81526,-37.94101,3459.6125,LEFT_HIP
10,-38.00461,-35.487335,3489.656,RIGHT_HIP
11,-238.75839,-418.4761,3396.1934,LEFT_KNEE
12,39.522293,-355.29614,3285.527,RIGHT_KNEE
13,-289.251,-748.1107,3408.1572,LEFT_FOOT
14,165.09106,-716.6078,3389.243,RIGHT_FOOT
0,-125.41624,554.5323,3595.258,HEAD
1,-148.41742,304.99207,3532.9846,NECK
2,-264.235,304.97144,3505.9998,LEFT_SHOULDER
3,-32.599876,305.0127,3559.9695,RIGHT_SHOULDER
4,-389.24078,94.89679,3496.2551,LEFT_ELBOW
5,42.73407,97.47069,3626.635,RIGHT_ELBOW
6,-379.28967,25.43209,3255.967,LEFT_HAND
7,150.5903,-130.71509,3607.715,RIGHT_HAND
8,-140.62431,133.55899,3499.6682,TORSO
9,-219.32327,-37.889496,3446.1997,LEFT_HIP
10,-46.33914,-37.858673,3486.504,RIGHT_HIP
11,-255.17326,-425.78082,3405.365,LEFT_KNEE
12,14.711536,-356.4155,3263.462,RIGHT_KNEE
13,-287.31308,-753.2511,3410.2659,LEFT_FOOT
14,78.7323,-742.47327,3307.5193,RIGHT_FOOT
0,-145.50844,560.1518,3591.3933,HEAD
1,-157.60394,320.7652,3535.1218,NECK
2,-274.35034,323.15973,3505.1501,LEFT_SHOULDER
3,-40.85756,318.37067,3565.0935,RIGHT_SHOULDER
4,-368.61984,108.64021,3493.5415,LEFT_ELBOW
5,32.42399,113.19563,3634.9795,RIGHT_ELBOW
6,-357.69177,-26.233551,3246.6562,LEFT_HAND
7,144.57242,-103.56413,3626.5967,RIGHT_HAND
8,-151.32072,145.61565,3496.654,TORSO
9,-229.12984,-27.809113,3436.5977,LEFT_HIP
10,-60.945168,-31.258667,3479.775,RIGHT_HIP
11,-265.17657,-425.83075,3405.8252,LEFT_KNEE
12,-2.4852562,-355.22324,3250.8215,RIGHT_KNEE
13,-285.47006,-758.1764,3410.4832,LEFT_FOOT
14,50.37634,-728.3462,3310.558,RIGHT_FOOT
0,-157.22601,563.04016,3587.6406,HEAD
1,-179.90637,311.92676,3543.1348,NECK
2,-303.08118,312.57654,3509.527,LEFT_SHOULDER
3,-56.73153,311.27698,3576.7424,RIGHT_SHOULDER
4,-356.82352,94.72879,3480.9136,LEFT_ELBOW
