joint,x,y,z,jointname
12,528.5156,-438.20316,1273.8848,RIGHT_KNEE
13,393.60727,-784.06396,1482.4662,LEFT_FOOT
14,544.8931,-773.2245,1380.161,RIGHT_FOOT
0,425.8362,415.80035,1369.3984,HEAD
1,434.36185,280.42322,1360.5991,NECK
2,305.12607,271.82764,1418.429,LEFT_SHOULDER
3,563.5976,289.0188,1302.7693,RIGHT_SHOULDER
4,238.52975,46.72975,1432.4395,LEFT_ELBOW
5,628.63983,61.887268,1349.1517,RIGHT_ELBOW
6,167.86844,11.385975,1132.9524,LEFT_HAND
7,670.6141,-156.04282,1278.2513,RIGHT_HAND
8,439.187,101.29452,1344.7571,TORSO
9,366.03705,-83.02038,1363.807,LEFT_HIP
10,521.98737,-72.648,1294.0231,RIGHT_HIP
11,348.32324,-462.8041,1390.7673,LEFT_KNEE
12,520.9676,-438.759,1279.148,RIGHT_KNEE
13,394.1028,-783.00354,1490.7599,LEFT_FOOT
14,543.72314,-775.0266,1381.7966,RIGHT_FOOT
0,418.72897,415.4049,1369.4033,HEAD
1,433.5607,280.2016,1360.5491,NECK
2,305.11523,272.24585,1418.0042,LEFT_SHOULDER
3,562.00616,288.15735,1303.094,RIGHT_SHOULDER
4,235.22589,47.625458,1435.465,LEFT_ELBOW
5,623.5509,63.093903,1353.1274,RIGHT_ELBOW
6,149.039,32.381927,1136.1882,LEFT_HAND
7,664.475,-161.56918,1274.3046,RIGHT_HAND
8,437.76334,101.27698,1345.1686,TORSO
9,363.97934,-82.47805,1364.6724,LEFT_HIP
10,519.95264,-72.81724,1294.9038,RIGHT_HIP
11,346.83063,-461.40668,1393.6791,LEFT_KNEE
12,516.93115,-439.6464,1296.036,RIGHT_KNEE
13,393.72437,-781.12317,1499.3324,LEFT_FOOT
14,542.3229,-780.2063,1384.3282,RIGHT_FOOT
0,414.4071,415.9007,1368.6735,HEAD
1,430.73157,280.17548,1361.5144,NECK
2,302.00885,272.41733,1417.9148,LEFT_SHOULDER
3,559.4543,287.93362,1305.114,RIGHT_SHOULDER
4,221.97751,53.286697,1443.6425,LEFT_ELBOW
5,617.76764,67.20714,1362.4838,RIGHT_ELBOW
6,125.61926,51.58771,1142.2935,LEFT_HAND
7,658.2507,-152.85725,1282.3949,RIGHT_HAND
8,434.47858,101.1868,1345.4453,TORSO
9,359.69788,-82.53476,1363.7834,LEFT_HIP
10,516.7533,-73.069,1294.969,RIGHT_HIP
11,343.71408,-462.27975,1395.424,LEFT_KNEE
12,515.1939,-440.28415,1295.5249,RIGHT_KNEE
13,390.6489,-784.9842,1500.2004,LEFT_FOOT
14,540.39087,-780.8101,1385.4323,RIGHT_FOOT
0,405.50763,417.58746,1371.0314,HEAD
1,427.42148,281.1289,1363.8844,NECK
2,297.8805,272.82083,1419.3934,LEFT_SHOULDER
3,556.96246,289.437,1308.3754,RIGHT_SHOULDER
4,216.27219,55.59413,1445.3971,LEFT_ELBOW
5,610.0826,78.602844,1377.252,RIGHT_ELBOW
6,102.188065,65.89754,1150.158,LEFT_HAND
7,657.4204,-156.34438,1276.1692,RIGHT_HAND
8,431.45883,101.926544,1346.4847,TORSO
9,356.80447,-82.322716,1362.8049,LEFT_HIP
10,514.18787,-72.22895,1295.3652,RIGHT_HIP
11,340.3284,-464.31583,1395.1774,LEFT_KNEE
12,513.9778,-444.3553,1308.5132,RIGHT_KNEE
13,388.823,-787.7339,1501.648,LEFT_FOOT
14,539.02045,-788.7344,1388.2435,RIGHT_FOOT
0,405.68756,417.61407,1370.0444,HEAD
1,423.13028,280.53595,1364.6329,NECK
2,292.0278,272.22772,1417.4144,LEFT_SHOULDER
3,554.2327,288.84418,1311.8514,RIGHT_SHOULDER
4,212.51755,54.414856,1443.3905,LEFT_ELBOW
5,606.91113,75.5759,1377.9486,RIGHT_ELBOW
6,77.72966,77.33848,1153.6694,LEFT_HAND
7,652.477,-170.3724,1279.6161,RIGHT_HAND
8,427.17548,100.55049,1346.3494,TORSO
9,350.9625,-84.521095,1360.3776,LEFT_HIP
10,511.47885,-74.34884,1295.754,RIGHT_HIP
11,326.19617,-475.82373,1382.9019,LEFT_KNEE
12,516.55005,-441.54117,1323.0729,RIGHT_KNEE
13,387.37903,-789.00525,1503.2756,LEFT_FOOT
14,536.0353,-788.56366,1390.6573,RIGHT_FOOT
0,400.4178,419.02008,1372.8906,HEAD
1,418.12796,279.59442,1365.8595,NECK
2,288.31177,270.5237,1416.7512,LEFT_SHOULDER
3,547.94415,288.6651,1314.9678,RIGHT_SHOULDER
4,206.25345,51.429657,1437.1117,LEFT_ELBOW
5,603.9655,76.63963,1378.7393,RIGHT_ELBOW
6,62.27417,84.53392,1157.9983,LEFT_HAND
7,651.4768,-171.41737,1278.0734,RIGHT_HAND
8,423.5333,99.44321,1347.5381,TORSO
9,348.5427,-86.32552,1360.7343,LEFT_HIP
10,509.33456,-75.09046,1297.6991,RIGHT_HIP
11,327.01297,-475.44238,1385.5674,LEFT_KNEE
12,519.6747,-442.47864,1328.0393,RIGHT_KNEE
13,378.7137,-794.1743,1504.8818,LEFT_FOOT
14,532.0073,-790.4823,1394.9902,RIGHT_FOOT
0,391.252,423.35553,1374.8655,HEAD
1,412.04382,279.2903,1367.9962,NECK
2,284.82352,274.17566,1420.9641,LEFT_SHOULDER
3,539.2641,284.40494,1315.0283,RIGHT_SHOULDER
4,195.65906,54.10852,1435.5374,LEFT_ELBOW
5,597.9568,72.561646,1376.5135,RIGHT_ELBOW
6,46.516953,103.951355,1162.4918,LEFT_HAND
7,647.42236,-172.04703,1273.6625,RIGHT_HAND
8,414.02792,97.93127,1355.2493,TORSO
9,329.24893,-86.9159,1378.626,LEFT_HIP
10,502.77512,-79.939644,1306.3787,RIGHT_HIP
11,322.3495,-472.36136,1387.4777,LEFT_KNEE
12,520.5627,-465.6875,1331.7302,RIGHT_KNEE
13,375.22482,-793.77936,1503.5414,LEFT_FOOT
14,529.35547,-805.0088,1401.0586,RIGHT_FOOT
0,388.958,423.2022,1375.9736,HEAD
1,408.57257,277.6422,1369.9515,NECK
2,280.8716,270.19083,1420.1622,LEFT_SHOULDER
3,536.27356,285.09363,1319.7408,RIGHT_SHOULDER
4,183.78732,54.653915,1432.246,LEFT_ELBOW
5,595.05035,73.82599,1379.129,RIGHT_ELBOW
6,28.312393,105.588005,1161.3547,LEFT_HAND
7,651.8331,-174.61307,1269.0515,RIGHT_HAND
8,412.9247,96.80448,1354.1833,TORSO
9,333.06628,-88.946976,1371.5259,LEFT_HIP
10,501.48743,-79.11954,1305.3044,RIGHT_HIP
11,322.0362,-472.97174,1389.9128,LEFT_KNEE
12,509.59158,-475.89398,1310.1715,RIGHT_KNEE
13,372.77713,-796.8503,1505.8279,LEFT_FOOT
14,526.4615,-805.00916,1403.073,RIGHT_FOOT
0,383.56445,424.1185,1379.8706,HEAD
1,402.0189,273.7376,1370.5885,NECK
2,269.9898,265.30344,1420.3177,LEFT_SHOULDER
3,534.048,282.1718,1320.8593,RIGHT_SHOULDER
4,181.27698,52.33307,1431.7877,LEFT_ELBOW
5,588.7218,69.806946,1381.6887,RIGHT_ELBOW
6,42.235657,103.22981,1174.1462,LEFT_HAND
7,652.8578,-172.72055,1271.8687,RIGHT_HAND
8,407.4787,92.48259,1354.3427,TORSO
9,328.45917,-94.1691,1369.9163,LEFT_HIP
10,497.41785,-83.37579,1306.2773,RIGHT_HIP
11,320.4039,-472.81497,1390.1973,LEFT_KNEE
12,512.47797,-473.68665,1316.8053,RIGHT_KNEE
13,367.98285,-797.8284,1507.2834,LEFT_FOOT
14,524.32446,-805.0548,1407.1017,RIGHT_FOOT
0,383.73587,424.17035,1381.0468,HEAD
1,399.06018,271.96088,1371.1423,NECK
2,265.64636,263.59497,1420.5835,LEFT_SHOULDER
3,532.474,280.3268,1321.7012,RIGHT_SHOULDER
4,174.47072,51.91118,1431.7545,LEFT_ELBOW
5,588.65674,70.74107,1382.3754,RIGHT_ELBOW
6,31.824738,117.13843,1173.1649,LEFT_HAND
7,648.61426,-177.40468,1276.4689,RIGHT_HAND
8,404.41852,90.00459,1354.8125,TORSO
9,325.89536,-97.21163,1369.5679,LEFT_HIP
10,493.65836,-86.69178,1307.3975,RIGHT_HIP
11,319.30872,-473.93753,1389.5496,LEFT_KNEE
12,506.018,-456.13632,1318.4485,RIGHT_KNEE
13,365.90674,-798.73486,1508.2216,LEFT_FOOT
14,517.4789,-797.16504,1418.5197,RIGHT_FOOT
0,383.05554,424.3119,1381.4227,HEAD
1,396.07602,269.60263,1371.834,NECK
2,261.11542,260.60114,1420.2439,LEFT_SHOULDER
3,531.0366,278.60413,1323.4241,RIGHT_SHOULDER
4,171.13174,51.356613,1432.3066,LEFT_ELBOW
5,584.32294,67.48064,1384.4014,RIGHT_ELBOW
6,22.294022,118.412476,1172.394,LEFT_HAND
7,653.77844,-177.44598,1277.506,RIGHT_HAND
8,402.07596,87.6843,1354.7344,TORSO
9,324.57425,-99.80334,1367.5865,LEFT_HIP
10,491.57755,-88.664696,1307.683,RIGHT_HIP
11,315.15225,-469.72296,1373.9648,LEFT_KNEE
12,501.91464,-458.39984,1320.2947,RIGHT_KNEE
13,365.59985,-793.7951,1512.0544,LEFT_FOOT
14,511.73724,-798.21155,1425.4993,RIGHT_FOOT
0,379.40094,426.26904,1382.7041,HEAD
1,393.51068,269.22577,1372.0242,NECK
2,257.8924,260.46826,1419.6571,LEFT_SHOULDER
3,529.12897,277.98328,1324.3912,RIGHT_SHOULDER
4,178.00208,51.83914,1434.0537,LEFT_ELBOW
5,578.53076,65.52515,1387.5369,RIGHT_ELBOW
6,17.270874,126.286125,1174.8674,LEFT_HAND
7,647.1037,-175.32625,1280.1055,RIGHT_HAND
8,399.23285,86.90084,1354.7946,TORSO
9,322.54364,-100.74579,1366.5101,LEFT_HIP
10,487.3664,-90.1024,1308.6198,RIGHT_HIP
11,313.25858,-471.01874,1364.455,LEFT_KNEE
12,503.44263,-459.88336,1322.6206,RIGHT_KNEE
13,362.88522,-791.34045,1512.0128,LEFT_FOOT
14,508.91827,-799.8732,1428.5405,RIGHT_FOOT
0,374.01517,426.90057,1384.4866,HEAD
1,389.21994,268.5581,1373.6759,NECK
2,254.44522,259.0553,1420.957,LEFT_SHOULDER
3,523.9946,278.0609,1326.3948,RIGHT_SHOULDER
4,172.81204,50.682587,1433.4962,LEFT_ELBOW
5,574.0999,66.57042,1388.993,RIGHT_ELBOW
6,16.395035,138.7452,1177.8822,LEFT_HAND
7,650.5966,-177.0384,1277.6648,RIGHT_HAND
8,395.70203,86.33818,1355.5293,TORSO
9,320.16763,-101.66464,1366.1554,LEFT_HIP
10,484.2006,-90.09885,1308.61,RIGHT_HIP
11,312.34842,-487.34622,1370.5077,LEFT_KNEE
12,495.95053,-460.34488,1320.1812,RIGHT_KNEE
13,360.13553,-808.37976,1509.469,LEFT_FOOT
14,506.8874,-798.5902,1431.8146,RIGHT_FOOT
0,370.8925,426.79218,1386.7323,HEAD
1,386.80283,268.91208,1374.8196,NECK
2,250.60855,259.47156,1423.1008,LEFT_SHOULDER
3,522.99713,278.3526,1326.5383,RIGHT_SHOULDER
4,167.50075,51.954483,1432.7499,LEFT_ELBOW
5,571.2198,66.560684,1390.7247,RIGHT_ELBOW
6,18.50943,136.54417,1182.7474,LEFT_HAND
7,652.48553,-186.24045,1281.4197,RIGHT_HAND
8,392.94034,86.273766,1356.4208,TORSO
9,316.13568,-102.11382,1367.4252,LEFT_HIP
10,482.02002,-90.61529,1308.6188,RIGHT_HIP
11,311.35785,-486.9694,1371.9938,LEFT_KNEE
12,491.56903,-462.09305,1319.1614,RIGHT_KNEE
13,358.88196,-810.4064,1509.1088,LEFT_FOOT
14,506.06808,-800.87366,1432.2515,RIGHT_FOOT
0,366.75528,425.58157,1390.05,HEAD
1,382.03818,268.50244,1376.6741,NECK
2,245.36797,257.54498,1425.7448,LEFT_SHOULDER
3,518.70844,279.45987,1327.6034,RIGHT_SHOULDER
4,164.80807,51.73198,1432.0206,LEFT_ELBOW
5,568.27454,67.497284,1390.184,RIGHT_ELBOW
6,18.398819,146.16728,1181.3564,LEFT_HAND
7,641.6723,-186.75105,1281.5216,RIGHT_HAND
8,389.78235,85.75871,1357.4362,TORSO
9,314.47897,-103.64328,1368.016,LEFT_HIP
10,480.57407,-90.32672,1308.3805,RIGHT_HIP
11,310.0772,-487.3749,1372.021,LEFT_KNEE
12,488.27094,-462.12695,1321.9166,RIGHT_KNEE
13,357.56677,-811.86597,1507.2346,LEFT_FOOT
14,504.1859,-802.2913,1431.7601,RIGHT_FOOT
0,363.25943,424.5791,1392.6165,HEAD
1,379.62015,268.8009,1376.1866,NECK
2,242.31908,257.0733,1425.1996,LEFT_SHOULDER
3,516.9212,280.52847,1327.1737,RIGHT_SHOULDER
4,165.18144,51.3777,1430.4244,LEFT_ELBOW
5,565.497,67.47566,1390.0396,RIGHT_ELBOW
6,17.97725,152.3143,1185.332,LEFT_HAND
7,648.6018,-185.34016,1284.2832,RIGHT_HAND
8,388.19363,86.26373,1356.527,TORSO
9,314.1103,-103.33356,1366.3737,LEFT_HIP
10,479.42395,-89.21329,1307.361,RIGHT_HIP
11,307.55078,-487.39838,1373.6149,LEFT_KNEE
12,492.73322,-461.57672,1323.2875,RIGHT_KNEE
13,355.69614,-814.14667,1505.6793,LEFT_FOOT
14,502.59082,-803.41614,1431.1802,RIGHT_FOOT
0,360.60986,424.29266,1395.1855,HEAD
1,377.30856,268.58035,1375.7697,NECK
2,240.32368,256.6634,1423.2997,LEFT_SHOULDER
3,514.29346,280.4973,1328.2396,RIGHT_SHOULDER
4,164.96405,51.146774,1431.3258,LEFT_ELBOW
5,562.4213,66.1918,1390.1205,RIGHT_ELBOW
6,19.572998,155.46649,1187.6884,LEFT_HAND
7,642.1958,-180.34258,1284.966,RIGHT_HAND
8,386.11893,86.3746,1355.478,TORSO
9,312.94366,-102.96346,1363.6332,LEFT_HIP
10,476.91492,-88.69883,1306.7396,RIGHT_HIP
11,305.09106,-487.63873,1375.1841,LEFT_KNEE
12,490.1558,-461.45853,1320.9528,RIGHT_KNEE
13,354.39642,-815.9743,1504.8745,LEFT_FOOT
14,500.75748,-802.3029,1432.8833,RIGHT_FOOT
0,357.46777,423.719,1396.8612,HEAD
1,374.23935,268.01877,1368.9259,NECK
2,236.49289,256.57675,1411.4196,LEFT_SHOULDER
3,511.98578,279.46075,1326.4323,RIGHT_SHOULDER
4,165.10869,51.80403,1433.4957,LEFT_ELBOW
5,560.64935,64.86328,1387.6198,RIGHT_ELBOW
6,29.764938,155.6094,1191.4519,LEFT_HAND
7,644.32513,-187.8441,1285.0669,RIGHT_HAND
8,383.98282,86.29081,1351.5771,TORSO
9,311.03925,-102.305595,1359.7367,LEFT_HIP
10,476.41333,-88.56869,1308.7201,RIGHT_HIP
11,303.39154,-487.23843,1374.8833,LEFT_KNEE
12,486.15872,-461.8515,1317.2712,RIGHT_KNEE
13,351.35742,-816.2999,1504.3954,LEFT_FOOT
14,499.68683,-800.39453,1436.3877,RIGHT_FOOT
0,356.3245,423.82846,1396.4014,HEAD
1,372.72342,268.0911,1370.2393,NECK
2,236.13821,256.85553,1411.8647,LEFT_SHOULDER
3,509.3086,279.3267,1328.6138,RIGHT_SHOULDER
4,159.80527,50.092422,1424.5979,LEFT_ELBOW
5,560.04224,65.50894,1389.586,RIGHT_ELBOW
6,39.512634,153.01329,1188.6971,LEFT_HAND
7,640.8607,-186.44273,1289.759,RIGHT_HAND
8,381.9783,86.46764,1351.583,TORSO
9,306.9596,-102.08821,1358.6099,LEFT_HIP
10,475.50677,-88.22342,1307.2437,RIGHT_HIP
11,301.81363,-489.02557,1374.7465,LEFT_KNEE
12,483.09567,-461.76355,1309.6537,RIGHT_KNEE
13,351.4544,-816.73157,1508.9305,LEFT_FOOT
14,497.6493,-798.07043,1435.1521,RIGHT_FOOT
0,354.0247,424.05914,1397.8085,HEAD
1,371.3399,268.47247,1368.8954,NECK
2,234.4908,257.16257,1410.4636,LEFT_SHOULDER
3,508.18903,279.78238,1327.3271,RIGHT_SHOULDER
4,162.07585,47.58972,1420.6106,LEFT_ELBOW
5,555.7806,67.24675,1390.9521,RIGHT_ELBOW
6,23.931137,166.45068,1189.2649,LEFT_HAND
7,635.803,-181.0041,1292.5494,RIGHT_HAND
8,380.76306,87.022606,1350.5487,TORSO
9,306.547,-101.33962,1357.6077,LEFT_HIP
10,473.82544,-87.514885,1306.7964,RIGHT_HIP
11,300.987,-490.0021,1372.3434,LEFT_KNEE
12,481.71747,-461.12357,1307.148,RIGHT_KNEE
13,350.5168,-817.94354,1508.8405,LEFT_FOOT
14,496.07114,-796.6808,1434.842,RIGHT_FOOT
0,352.20334,424.7536,1398.6509,HEAD
1,371.1515,268.7533,1367.6481,NECK
2,233.77284,258.33478,1407.4365,LEFT_SHOULDER
3,508.53018,279.17184,1327.8596,RIGHT_SHOULDER
4,165.0763,47.404434,1424.5005,LEFT_ELBOW
5,556.59406,68.07901,1391.6647,RIGHT_ELBOW
6,38.270218,165.53317,1185.124,LEFT_HAND
7,635.3879,-180.55132,1293.5396,RIGHT_HAND
8,379.41733,87.70536,1348.7804,TORSO
9,303.20963,-99.74889,1354.3784,LEFT_HIP
10,472.1567,-86.93627,1305.447,RIGHT_HIP
11,295.504,-486.7407,1376.8003,LEFT_KNEE
12,482.89978,-477.93747,1308.9154,RIGHT_KNEE
13,349.8039,-818.9434,1509.223,LEFT_FOOT
14,495.00357,-817.39453,1437.461,RIGHT_FOOT
0,351.91132,425.90494,1399.6243,HEAD
1,370.6806,269.5037,1366.6191,NECK
2,233.53938,259.68933,1405.2349,LEFT_SHOULDER
3,507.8218,279.31802,1328.0034,RIGHT_SHOULDER
4,165.32462,49.832047,1426.7719,LEFT_ELBOW
5,554.0635,70.02008,1392.4371,RIGHT_ELBOW
6,39.51732,166.89125,1184.7657,LEFT_HAND
7,645.7744,-180.58884,1297.1193,RIGHT_HAND
8,378.29446,88.730736,1347.715,TORSO
9,300.80176,-98.13277,1352.7747,LEFT_HIP
10,471.0149,-85.95166,1304.8467,RIGHT_HIP
11,292.71655,-483.96216,1379.6686,LEFT_KNEE
12,485.23676,-459.19736,1311.6288,RIGHT_KNEE
13,348.46448,-820.4308,1509.1633,LEFT_FOOT
14,492.98322,-795.582,1437.3947,RIGHT_FOOT
0,351.37674,426.00323,1399.572,HEAD
1,370.59137,268.4469,1367.033,NECK
2,233.83746,258.1991,1405.9897,LEFT_SHOULDER
3,507.34525,278.6947,1328.0762,RIGHT_SHOULDER
4,162.32663,50.711227,1426.5564,LEFT_ELBOW
5,553.49585,71.27911,1392.4797,RIGHT_ELBOW
6,39.18772,175.60735,1187.8839,LEFT_HAND
7,641.7433,-180.57234,1296.8875,RIGHT_HAND
8,378.6779,88.01544,1347.956,TORSO
9,302.45792,-98.73363,1352.8953,LEFT_HIP
10,471.0709,-86.098404,1304.863,RIGHT_HIP
11,293.07816,-470.99268,1379.8887,LEFT_KNEE
12,485.83905,-476.1939,1312.5471,RIGHT_KNEE
13,345.0924,-803.5897,1504.5916,LEFT_FOOT
14,493.013,-816.35974,1440.0466,RIGHT_FOOT
0,351.16022,425.10544,1398.1752,HEAD
1,370.17172,267.30972,1367.2529,NECK
2,233.36107,257.1768,1406.854,LEFT_SHOULDER
3,506.9824,277.44266,1327.6519,RIGHT_SHOULDER
4,161.66063,50.060226,1425.3633,LEFT_ELBOW
5,553.9208,70.91698,1392.4775,RIGHT_ELBOW
6,40.543358,167.25177,1195.1442,LEFT_HAND
7,639.27704,-184.17552,1295.1846,RIGHT_HAND
8,377.93042,87.05507,1347.9342,TORSO
9,301.47537,-99.436905,1352.992,LEFT_HIP
10,469.90286,-86.962265,1304.239,RIGHT_HIP
11,293.4092,-471.0608,1388.9049,LEFT_KNEE
12,483.14868,-460.13208,1309.5264,RIGHT_KNEE
13,349.0276,-806.4055,1504.6127,LEFT_FOOT
14,491.69788,-795.61743,1437.2538,RIGHT_FOOT
0,350.67783,424.08145,1397.9515,HEAD
1,367.14426,265.28696,1365.1759,NECK
2,230.87587,254.31786,1406.0509,LEFT_SHOULDER
3,503.41263,276.25604,1324.3009,RIGHT_SHOULDER
4,161.40613,47.33229,1423.2074,LEFT_ELBOW
5,551.7441,73.23979,1392.9718,RIGHT_ELBOW
6,47.215927,165.59628,1188.4152,LEFT_HAND
7,645.63324,-180.0873,1294.301,RIGHT_HAND
8,376.11218,85.75048,1346.893,TORSO
9,301.31155,-100.52904,1353.7372,LEFT_HIP
10,468.84866,-87.04294,1303.4828,RIGHT_HIP
11,293.72717,-471.5609,1393.7363,LEFT_KNEE
12,482.3549,-460.05704,1303.9176,RIGHT_KNEE
13,348.27124,-808.523,1504.6085,LEFT_FOOT
14,492.8456,-794.3492,1434.1093,RIGHT_FOOT
0,349.9229,423.35077,1399.0171,HEAD
1,368.15326,265.75974,1365.9463,NECK
2,232.94511,255.83684,1410.2301,LEFT_SHOULDER
3,503.36142,275.68265,1321.6625,RIGHT_SHOULDER
4,167.00685,47.2939,1427.5002,LEFT_ELBOW
5,551.4651,70.985306,1389.7455,RIGHT_ELBOW
6,55.701927,172.61604,1194.0275,LEFT_HAND
7,644.1441,-183.07587,1292.2917,RIGHT_HAND
8,376.07626,83.91265,1349.3894,TORSO
9,298.87195,-104.181915,1360.7137,LEFT_HIP
10,469.1266,-91.686966,1304.9513,RIGHT_HIP
11,293.35904,-476.4843,1388.1648,LEFT_KNEE
12,483.0423,-464.781,1304.4158,RIGHT_KNEE
13,344.51117,-813.2485,1501.5231,LEFT_FOOT
14,493.02142,-798.6211,1436.0515,RIGHT_FOOT
0,347.72525,422.8674,1401.173,HEAD
1,367.97733,266.62796,1366.1332,NECK
2,232.57909,256.1928,1410.3557,LEFT_SHOULDER
3,503.37558,277.0631,1321.9106,RIGHT_SHOULDER
4,166.9278,46.859116,1428.4231,LEFT_ELBOW
5,551.5792,70.76965,1389.2899,RIGHT_ELBOW
6,45.031425,190.51297,1198.1677,LEFT_HAND
7,643.65643,-182.40993,1289.5295,RIGHT_HAND
8,376.28595,85.18077,1348.7559,TORSO
9,300.32074,-102.76141,1358.9033,LEFT_HIP
10,468.8684,-89.77142,1303.8538,RIGHT_HIP
11,295.1422,-487.42838,1384.732,LEFT_KNEE
12,482.59647,-462.90186,1302.8538,RIGHT_KNEE
13,347.19797,-831.42847,1501.9229,LEFT_FOOT
14,493.0316,-797.1553,1433.4811,RIGHT_FOOT
0,348.20145,422.9558,1401.3865,HEAD
1,367.70898,267.6411,1367.0795,NECK
2,232.0875,256.89606,1410.4061,LEFT_SHOULDER
3,503.3305,278.38617,1323.7528,RIGHT_SHOULDER
4,170.311,46.190994,1428.1404,LEFT_ELBOW
5,551.6796,70.72005,1389.2473,RIGHT_ELBOW
6,49.184113,182.31555,1194.697,LEFT_HAND
7,648.8388,-182.2814,1287.6442,RIGHT_HAND
8,376.0058,86.4613,1348.1172,TORSO
