joint,x,y,z,jointname
2,-55.94876,404.80682,3382.8115,LEFT_SHOULDER
3,154.6756,416.14825,3314.039,RIGHT_SHOULDER
4,-237.95738,431.20065,3536.578,LEFT_ELBOW
5,324.17438,493.88876,3487.5718,RIGHT_ELBOW
6,-406.98862,565.0298,3678.0532,LEFT_HAND
7,534.7879,701.5602,3566.3635,RIGHT_HAND
8,64.197495,250.51007,3367.476,TORSO
9,-33.796776,84.46716,3423.3672,LEFT_HIP
10,191.85991,96.61804,3349.6865,RIGHT_HIP
11,-54.00039,-386.27518,3304.5315,LEFT_KNEE
12,199.70782,-166.03851,3395.401,RIGHT_KNEE
13,-110.68776,-672.79285,3436.8242,LEFT_FOOT
14,137.9318,-484.21216,3185.0928,RIGHT_FOOT
0,57.40553,574.73193,3345.6707,HEAD
1,55.970264,397.87384,3341.783,NECK
2,-45.60683,394.29184,3369.83,LEFT_SHOULDER
3,157.54735,401.4558,3313.7358,RIGHT_SHOULDER
4,-235.63959,441.87442,3534.89,LEFT_ELBOW
5,338.72083,457.14008,3476.7952,RIGHT_ELBOW
6,-438.0765,575.3116,3488.7366,LEFT_HAND
7,573.6958,660.4695,3526.298,RIGHT_HAND
8,68.11026,240.93881,3365.7075,TORSO
9,-31.511623,80.06267,3420.4912,LEFT_HIP
10,192.01213,87.94493,3358.773,RIGHT_HIP
11,-54.128487,-381.5597,3305.3286,LEFT_KNEE
12,198.48294,-167.89568,3398.4346,RIGHT_KNEE
13,-112.69584,-675.1531,3432.2844,LEFT_FOOT
14,139.73566,-478.61102,3181.7742,RIGHT_FOOT
0,54.01332,561.592,3306.9585,HEAD
1,58.426704,385.38397,3330.1123,NECK
2,-52.75866,378.11462,3346.6108,LEFT_SHOULDER
3,169.61208,392.6533,3313.6138,RIGHT_SHOULDER
4,-275.95117,334.55206,3458.7478,LEFT_ELBOW
5,343.5744,448.30432,3488.743,RIGHT_ELBOW
6,-473.63297,536.93555,3412.9697,LEFT_HAND
7,580.6001,535.33685,3501.0051,RIGHT_HAND
8,71.905304,224.50931,3350.0642,TORSO
9,-11.258844,57.316116,3384.3567,LEFT_HIP
10,182.02664,69.9532,3355.6755,RIGHT_HIP
11,-45.242058,-367.13855,3316.286,LEFT_KNEE
12,187.36871,-188.67708,3388.5557,RIGHT_KNEE
13,-110.39622,-669.1322,3397.2935,LEFT_FOOT
14,130.88667,-494.71832,3174.536,RIGHT_FOOT
0,48.210808,539.65295,3277.5452,HEAD
1,51.876793,366.7791,3320.8752,NECK
2,-64.63969,357.46094,3336.1008,LEFT_SHOULDER
3,168.39326,376.0973,3305.6497,RIGHT_SHOULDER
4,-282.4168,318.72144,3438.886,LEFT_ELBOW
5,359.54453,344.1815,3437.8518,RIGHT_ELBOW
6,-517.5143,494.35587,3360.7908,LEFT_HAND
7,630.1378,503.1803,3482.3044,RIGHT_HAND
8,67.47376,210.76047,3344.7495,TORSO
9,-6.667341,47.565186,3380.3503,LEFT_HIP
10,172.8088,61.918427,3356.8972,RIGHT_HIP
11,-42.89801,-364.7438,3324.1738,LEFT_KNEE
12,181.87332,-204.37662,3368.103,RIGHT_KNEE
13,-109.579025,-665.7722,3383.434,LEFT_FOOT
14,132.37595,-534.724,3169.27,RIGHT_FOOT
0,47.467125,525.5448,3258.6035,HEAD
1,46.172306,336.26352,3291.8208,NECK
2,-73.704254,330.24518,3308.391,LEFT_SHOULDER
3,166.04887,342.28186,3275.2505,RIGHT_SHOULDER
4,-276.99142,295.7187,3404.4023,LEFT_ELBOW
5,359.48285,323.1031,3401.3328,RIGHT_ELBOW
6,-497.17108,356.09918,3346.853,LEFT_HAND
7,625.2742,405.3789,3408.2036,RIGHT_HAND
8,59.393505,181.5846,3331.2893,TORSO
9,-10.538465,22.730988,3382.252,LEFT_HIP
10,155.76787,31.080353,3359.2637,RIGHT_HIP
11,-28.777386,-354.6028,3287.2417,LEFT_KNEE
12,147.47282,-352.91025,3227.4265,RIGHT_KNEE
13,-100.499756,-643.28516,3362.0107,LEFT_FOOT
14,123.68008,-566.67633,3208.663,RIGHT_FOOT
0,48.542393,509.32504,3237.417,HEAD
1,39.975243,320.04156,3276.9377,NECK
2,-80.890816,315.44592,3294.6782,LEFT_SHOULDER
3,160.8413,324.63727,3259.1973,RIGHT_SHOULDER
4,-292.41696,267.69067,3384.4963,LEFT_ELBOW
5,357.85828,293.62982,3365.0916,RIGHT_ELBOW
6,-533.10767,331.14725,3331.8472,LEFT_HAND
7,608.53217,350.38672,3414.4824,RIGHT_HAND
8,52.56922,163.69409,3322.2395,TORSO
9,-12.799982,4.3822174,3378.9844,LEFT_HIP
10,143.12639,10.310989,3356.0981,RIGHT_HIP
11,-29.46934,-361.45874,3270.004,LEFT_KNEE
12,126.048454,-339.45056,3205.9602,RIGHT_KNEE
13,-98.17007,-647.91174,3346.1758,LEFT_FOOT
14,125.9427,-594.3649,3237.1523,RIGHT_FOOT
0,48.84696,490.41724,3219.236,HEAD
1,37.30493,303.51843,3266.361,NECK
2,-83.079636,297.56223,3279.4614,LEFT_SHOULDER
3,157.6895,309.47464,3253.2607,RIGHT_SHOULDER
4,-298.68732,225.66507,3352.098,LEFT_ELBOW
5,366.99158,267.84784,3346.8184,RIGHT_ELBOW
6,-558.05414,293.25812,3288.9548,LEFT_HAND
7,629.27625,310.37534,3403.6924,RIGHT_HAND
8,50.05262,143.23682,3310.6318,TORSO
9,-11.363967,-20.714188,3362.9731,LEFT_HIP
10,136.96458,-13.375412,3346.832,RIGHT_HIP
11,-30.34653,-345.18298,3265.9836,LEFT_KNEE
12,113.45445,-344.67706,3191.5735,RIGHT_KNEE
13,-97.27229,-628.829,3353.8242,LEFT_FOOT
14,123.7932,-606.0125,3216.272,RIGHT_FOOT
0,46.66392,472.88315,3200.0068,HEAD
1,39.06184,283.271,3254.3967,NECK
2,-80.86937,277.6651,3262.0813,LEFT_SHOULDER
3,158.99306,288.87695,3246.7122,RIGHT_SHOULDER
4,-303.3496,198.38321,3322.259,LEFT_ELBOW
5,367.3072,231.21721,3326.0076,RIGHT_ELBOW
6,-543.3081,216.71472,3288.3838,LEFT_HAND
7,630.7295,249.5697,3402.282,RIGHT_HAND
8,49.329193,128.79303,3301.945,TORSO
9,-16.001247,-29.218605,3354.3374,LEFT_HIP
10,135.19434,-22.151306,3344.6494,RIGHT_HIP
11,-43.73477,-343.8998,3230.7278,LEFT_KNEE
12,112.121086,-337.5283,3182.8813,RIGHT_KNEE
13,-100.00891,-620.578,3350.7922,LEFT_FOOT
14,125.0105,-615.4344,3217.1836,RIGHT_FOOT
0,43.486015,447.21405,3167.303,HEAD
1,32.72834,254.45609,3242.815,NECK
2,-92.34743,245.55524,3248.1206,LEFT_SHOULDER
3,157.8041,263.35693,3237.5093,RIGHT_SHOULDER
4,-311.5178,169.83237,3320.918,LEFT_ELBOW
5,360.5107,202.97604,3319.4612,RIGHT_ELBOW
6,-569.5166,178.12845,3252.9138,LEFT_HAND
7,631.1066,204.07755,3385.2852,RIGHT_HAND
8,45.17653,110.97288,3295.5598,TORSO
9,-19.772154,-38.018158,3351.588,LEFT_HIP
10,135.02159,-27.002487,3345.0215,RIGHT_HIP
11,-50.62377,-339.92743,3217.1624,LEFT_KNEE
12,110.88101,-329.4455,3184.1143,RIGHT_KNEE
13,-101.24834,-617.2737,3349.6162,LEFT_FOOT
14,123.59012,-616.9933,3216.463,RIGHT_FOOT
0,44.272846,430.09802,3152.9731,HEAD
1,33.241867,230.82198,3223.41,NECK
2,-86.63635,224.66563,3228.7039,LEFT_SHOULDER
3,153.12009,236.97832,3218.116,RIGHT_SHOULDER
4,-294.349,147.13818,3304.2034,LEFT_ELBOW
5,345.55835,165.1206,3289.8003,RIGHT_ELBOW
6,-550.6522,125.45587,3239.4634,LEFT_HAND
7,632.67487,148.19275,3363.2231,RIGHT_HAND
8,43.387573,93.969925,3294.0093,TORSO
9,-28.466576,-47.093224,3368.2297,LEFT_HIP
10,135.53314,-38.67103,3360.9875,RIGHT_HIP
11,-55.45507,-321.27054,3206.2773,LEFT_KNEE
12,111.27298,-320.51697,3205.158,RIGHT_KNEE
13,-102.069565,-608.65,3339.4253,LEFT_FOOT
14,123.897446,-624.8518,3229.5374,RIGHT_FOOT
0,39.09996,400.16797,3132.0198,HEAD
1,30.063297,206.05545,3205.3806,NECK
2,-87.160416,206.94862,3218.1914,LEFT_SHOULDER
3,147.28702,205.16228,3192.5698,RIGHT_SHOULDER
4,-291.50546,106.62907,3295.7422,LEFT_ELBOW
5,340.09573,141.55621,3273.3928,RIGHT_ELBOW
6,-561.6976,59.96678,3244.299,LEFT_HAND
7,638.1649,100.552956,3345.5845,RIGHT_HAND
8,38.818367,74.27141,3294.681,TORSO
9,-39.261875,-56.851006,3393.471,LEFT_HIP
10,134.40875,-58.174263,3374.4915,RIGHT_HIP
11,-61.49772,-314.02408,3199.3904,LEFT_KNEE
12,115.42505,-325.2547,3214.2944,RIGHT_KNEE
13,-104.851944,-603.77484,3330.667,LEFT_FOOT
14,124.992905,-629.6624,3239.958,RIGHT_FOOT
0,34.382828,379.21332,3118.5493,HEAD
1,30.70308,178.69019,3198.1414,NECK
2,-86.072945,185.93405,3214.993,LEFT_SHOULDER
3,147.4791,171.4463,3181.2898,RIGHT_SHOULDER
4,-287.0186,80.28349,3294.9302,LEFT_ELBOW
5,351.0938,98.83361,3265.0876,RIGHT_ELBOW
6,-549.8402,2.422493,3228.052,LEFT_HAND
7,642.1271,52.31162,3293.2466,RIGHT_HAND
8,36.109604,56.711163,3288.0417,TORSO
9,-36.395752,-60.43481,3389.1853,LEFT_HIP
10,119.42801,-70.10091,3366.699,RIGHT_HIP
11,-60.172455,-323.1172,3204.0723,LEFT_KNEE
12,116.95312,-327.05896,3218.398,RIGHT_KNEE
13,-85.15323,-623.13806,3338.3914,LEFT_FOOT
14,120.79127,-626.25,3240.2434,RIGHT_FOOT
0,34.736267,344.04224,3095.4243,HEAD
1,27.550737,152.18903,3196.8855,NECK
2,-91.78158,158.01866,3207.9392,LEFT_SHOULDER
3,146.88306,146.35938,3185.8318,RIGHT_SHOULDER
4,-283.9125,57.308716,3281.5525,LEFT_ELBOW
5,352.48718,53.974655,3268.5542,RIGHT_ELBOW
6,-511.4292,-56.99852,3223.9548,LEFT_HAND
7,628.5288,-9.726322,3282.1025,RIGHT_HAND
8,30.683275,44.24651,3287.631,TORSO
9,-35.620033,-60.30391,3384.8086,LEFT_HIP
10,103.251656,-67.0881,3371.9448,RIGHT_HIP
11,-64.650345,-327.6407,3224.083,LEFT_KNEE
12,113.785934,-329.60968,3210.911,RIGHT_KNEE
13,-101.97016,-625.5908,3354.7844,LEFT_FOOT
14,118.46068,-625.48535,3228.9983,RIGHT_FOOT
0,30.827347,313.8947,3072.2136,HEAD
1,23.506857,117.88622,3183.2542,NECK
2,-99.11637,129.14677,3199.666,LEFT_SHOULDER
3,146.13008,106.62566,3166.8423,RIGHT_SHOULDER
4,-272.95572,14.285568,3262.0696,LEFT_ELBOW
5,350.90735,6.7075195,3245.7708,RIGHT_ELBOW
6,-512.2645,-96.2194,3195.6523,LEFT_HAND
7,611.13806,-102.21506,3219.6067,RIGHT_HAND
8,27.38106,18.487997,3280.4006,TORSO
9,-36.75613,-74.6647,3386.6497,LEFT_HIP
10,99.26665,-87.15575,3368.4446,RIGHT_HIP
11,-67.56963,-331.77917,3223.9114,LEFT_KNEE
12,107.45008,-423.34686,3281.2034,RIGHT_KNEE
13,-102.202614,-629.692,3346.4111,LEFT_FOOT
14,116.97556,-668.6881,3241.9932,RIGHT_FOOT
0,32.20291,282.44937,3050.9565,HEAD
1,20.745794,89.42568,3179.326,NECK
2,-104.73822,99.145424,3194.8164,LEFT_SHOULDER
3,146.2298,79.70593,3163.8354,RIGHT_SHOULDER
4,-263.87262,-73.429405,3224.8362,LEFT_ELBOW
5,333.2343,-29.651138,3255.3665,RIGHT_ELBOW
6,-579.05066,-148.84631,3152.1626,LEFT_HAND
7,559.39764,-152.37051,3260.975,RIGHT_HAND
8,25.982527,-9.169787,3283.6128,TORSO
9,-43.70996,-101.96139,3397.1494,LEFT_HIP
10,106.14848,-113.56912,3378.65,RIGHT_HIP
11,-75.420494,-325.01025,3213.6924,LEFT_KNEE
12,122.52015,-416.137,3260.7993,RIGHT_KNEE
13,-112.784805,-625.7329,3332.7358,LEFT_FOOT
14,133.02727,-704.84937,3283.0706,RIGHT_FOOT
0,31.974419,261.27182,3042.773,HEAD
1,30.834856,53.165474,3168.1763,NECK
2,-93.0968,62.95795,3178.5742,LEFT_SHOULDER
3,154.76651,43.373,3157.7783,RIGHT_SHOULDER
4,-256.50793,-77.75926,3230.0444,LEFT_ELBOW
5,325.413,-57.345512,3248.4307,RIGHT_ELBOW
6,-442.323,-200.75757,3174.8818,LEFT_HAND
7,596.79346,-203.82315,3231.4531,RIGHT_HAND
8,32.58087,-31.965864,3269.1606,TORSO
9,-39.42736,-111.2695,3376.333,LEFT_HIP
10,108.08114,-122.924904,3363.957,RIGHT_HIP
11,-85.22495,-352.6187,3206.294,LEFT_KNEE
12,112.39897,-418.51038,3270.8052,RIGHT_KNEE
13,-109.16609,-634.16016,3338.7185,LEFT_FOOT
14,109.113655,-702.43475,3402.9915,RIGHT_FOOT
0,32.304832,239.82729,3034.0273,HEAD
1,44.466534,42.036957,3163.9656,NECK
2,-64.3011,55.6013,3168.8232,LEFT_SHOULDER
3,153.23416,28.472614,3159.108,RIGHT_SHOULDER
4,-240.03152,-83.91199,3223.699,LEFT_ELBOW
5,300.6529,-83.33507,3259.4604,RIGHT_ELBOW
6,-486.27963,-254.6867,3150.6257,LEFT_HAND
7,611.0709,-250.49925,3239.8762,RIGHT_HAND
8,38.92114,-39.024574,3266.1543,TORSO
9,-43.731518,-110.47011,3371.7866,LEFT_HIP
10,110.483,-129.7021,3364.8994,RIGHT_HIP
11,-88.618,-365.62958,3205.778,LEFT_KNEE
12,93.44688,-425.14075,3246.7402,RIGHT_KNEE
13,-118.56734,-640.7188,3336.1526,LEFT_FOOT
14,105.36286,-708.4311,3394.9263,RIGHT_FOOT
0,33.07631,217.56535,3024.675,HEAD
1,43.029125,31.605011,3159.8254,NECK
2,-63.827946,43.41592,3161.338,LEFT_SHOULDER
3,149.8862,19.794102,3158.313,RIGHT_SHOULDER
4,-222.20395,-118.65053,3218.8506,LEFT_ELBOW
5,282.88605,-107.09982,3250.378,RIGHT_ELBOW
6,-440.94922,-284.45352,3203.3477,LEFT_HAND
7,456.71915,-249.24538,3243.3757,RIGHT_HAND
8,36.025032,-45.309258,3265.6035,TORSO
9,-51.25424,-113.350716,3372.5178,LEFT_HIP
10,109.29611,-131.09634,3370.2454,RIGHT_HIP
11,-86.03383,-366.4663,3199.7434,LEFT_KNEE
12,100.76876,-422.9844,3216.0789,RIGHT_KNEE
13,-112.908356,-633.69934,3334.5361,LEFT_FOOT
14,101.8467,-736.24963,3275.165,RIGHT_FOOT
0,32.188942,176.40125,3015.0356,HEAD
1,40.948326,12.184032,3161.5427,NECK
2,-66.433624,20.135792,3162.8337,LEFT_SHOULDER
3,148.33029,4.2322693,3160.2517,RIGHT_SHOULDER
4,-215.51796,-134.68091,3214.7422,LEFT_ELBOW
5,279.64066,-153.31578,3243.9668,RIGHT_ELBOW
6,-462.58157,-373.43152,3113.3245,LEFT_HAND
7,421.0661,-307.20496,3190.6633,RIGHT_HAND
8,37.13678,-56.668217,3268.5986,TORSO
9,-48.67823,-119.44801,3376.6404,LEFT_HIP
10,115.3287,-131.59293,3374.6687,RIGHT_HIP
11,-84.675064,-332.50278,3199.326,LEFT_KNEE
12,103.697464,-413.21957,3207.829,RIGHT_KNEE
13,-111.58239,-636.7147,3330.247,LEFT_FOOT
14,113.89712,-714.73724,3250.0427,RIGHT_FOOT
0,31.395788,151.1535,3009.5784,HEAD
1,37.86175,-5.2165604,3160.9438,NECK
2,-68.86362,1.0139465,3163.037,LEFT_SHOULDER
3,144.58711,-11.447067,3158.8506,RIGHT_SHOULDER
4,-208.46425,-155.84714,3216.9985,LEFT_ELBOW
5,267.9108,-171.0426,3232.957,RIGHT_ELBOW
6,-379.9905,-386.70172,3179.2397,LEFT_HAND
7,407.27325,-356.78418,3162.9834,RIGHT_HAND
8,36.351067,-67.08806,3268.0818,TORSO
9,-48.62926,-124.08669,3376.857,LEFT_HIP
10,118.31003,-133.83243,3373.5825,RIGHT_HIP
11,-121.79068,-336.5761,3199.298,LEFT_KNEE
12,101.91816,-414.8828,3211.7449,RIGHT_KNEE
13,-113.14423,-639.99316,3325.2803,LEFT_FOOT
14,120.97703,-712.52625,3249.2126,RIGHT_FOOT
0,29.842262,126.259865,2999.147,HEAD
1,33.445023,-20.961433,3161.642,NECK
2,-71.27735,-40.965416,3138.9048,LEFT_SHOULDER
3,138.16739,-0.95745087,3184.3794,RIGHT_SHOULDER
4,-191.4524,-213.83557,3185.9417,LEFT_ELBOW
5,239.90942,-177.66974,3236.7075,RIGHT_ELBOW
6,-328.33228,-451.21478,3098.6272,LEFT_HAND
7,391.25537,-397.4907,3163.727,RIGHT_HAND
8,31.678905,-109.79739,3247.9326,TORSO
9,-71.35607,-217.97766,3312.2356,LEFT_HIP
10,131.18164,-179.28906,3356.2107,RIGHT_HIP
11,-117.93968,-320.50256,3218.8396,LEFT_KNEE
12,116.84223,-488.73114,3194.7822,RIGHT_KNEE
13,-119.45944,-607.72455,3343.6553,LEFT_FOOT
14,110.12981,-681.2758,3292.4739,RIGHT_FOOT
0,29.17805,100.27941,2988.3342,HEAD
1,35.700672,-48.5624,3159.8135,NECK
2,-72.31805,-63.237602,3149.021,LEFT_SHOULDER
3,143.71939,-33.8872,3170.606,RIGHT_SHOULDER
4,-183.12845,-243.30463,3194.0566,LEFT_ELBOW
5,230.82153,-186.72012,3218.139,RIGHT_ELBOW
6,-400.58615,-560.26843,3023.031,LEFT_HAND
7,381.94946,-419.91815,3130.1936,RIGHT_HAND
8,36.428146,-124.04973,3255.1763,TORSO
9,-50.23998,-211.41043,3341.8071,LEFT_HIP
10,124.551216,-187.66367,3359.271,RIGHT_HIP
11,-112.15046,-419.068,3172.956,LEFT_KNEE
12,118.03883,-490.3418,3195.9336,RIGHT_KNEE
13,-107.92435,-604.28876,3383.9543,LEFT_FOOT
14,119.542816,-687.51404,3235.833,RIGHT_FOOT
0,28.426453,77.16655,2983.887,HEAD
1,38.50815,-64.55809,3154.248,NECK
2,-67.50023,-76.75131,3145.966,LEFT_SHOULDER
3,144.51653,-52.364876,3162.53,RIGHT_SHOULDER
4,-171.48529,-276.4793,3183.8462,LEFT_ELBOW
5,219.6546,-209.68845,3214.793,RIGHT_ELBOW
6,-294.05,-561.53076,3052.382,LEFT_HAND
7,309.0036,-420.7825,3132.2166,RIGHT_HAND
8,38.365692,-129.25179,3251.316,TORSO
9,-39.08986,-202.83813,3342.3435,LEFT_HIP
10,115.53633,-185.05283,3354.424,RIGHT_HIP
11,-94.925095,-408.44843,3183.8306,LEFT_KNEE
12,134.67638,-456.74866,3167.8547,RIGHT_KNEE
13,-82.472626,-603.0437,3403.904,LEFT_FOOT
14,110.86554,-663.64343,3176.579,RIGHT_FOOT
0,25.433441,57.195488,2985.3064,HEAD
1,34.54216,-86.04725,3154.0605,NECK
2,-73.895004,-73.30454,3161.701,LEFT_SHOULDER
