joint,x,y,z,jointname
3,-66.39931,314.96936,3521.3313,RIGHT_SHOULDER
4,-234.84389,120.60155,3232.6301,LEFT_ELBOW
5,-16.660385,108.33794,3635.4114,RIGHT_ELBOW
6,-72.31622,-97.1432,3153.461,LEFT_HAND
7,299.35327,37.11859,3584.0325,RIGHT_HAND
8,-90.3764,137.0739,3391.799,TORSO
9,-83.9193,-46.864456,3329.859,LEFT_HIP
10,-52.242752,-53.154037,3400.21,RIGHT_HIP
11,51.096756,-348.122,3176.96,LEFT_KNEE
12,32.707214,-372.1847,3502.2085,RIGHT_KNEE
13,-61.772728,-677.4922,3165.9111,LEFT_FOOT
14,-2.1095161,-645.43494,3762.3994,RIGHT_FOOT
0,-96.24258,600.0383,3450.7083,HEAD
1,-121.95128,336.57233,3445.546,NECK
2,-169.08282,344.60443,3347.4238,LEFT_SHOULDER
3,-74.81972,328.54022,3543.668,RIGHT_SHOULDER
4,-305.32635,152.38887,3306.6,LEFT_ELBOW
5,1.7707062,126.97742,3633.4797,RIGHT_ELBOW
6,-238.42433,-43.915436,3144.15,LEFT_HAND
7,330.06647,51.487297,3580.9646,RIGHT_HAND
8,-93.0066,145.06856,3415.9666,TORSO
9,-82.52398,-43.28894,3347.9514,LEFT_HIP
10,-45.59986,-49.581512,3424.823,RIGHT_HIP
11,88.608986,-347.73434,3195.0537,LEFT_KNEE
12,80.64193,-374.11166,3625.9917,RIGHT_KNEE
13,-47.809196,-679.8975,3198.0813,LEFT_FOOT
14,3.0735626,-649.468,3767.6125,RIGHT_FOOT
0,-97.45212,590.28235,3485.2385,HEAD
1,-133.08612,336.3216,3450.975,NECK
2,-193.35536,332.56342,3350.0542,LEFT_SHOULDER
3,-72.81688,340.07977,3551.896,RIGHT_SHOULDER
4,-311.71494,143.07065,3311.4543,LEFT_ELBOW
5,28.679092,141.94023,3661.1824,RIGHT_ELBOW
6,-292.40982,-64.81299,3135.9502,LEFT_HAND
7,368.27026,75.01436,3557.019,RIGHT_HAND
8,-95.99881,147.92252,3435.8425,TORSO
9,-76.0063,-41.542557,3392.0847,LEFT_HIP
10,-41.816696,-39.4106,3449.3352,RIGHT_HIP
11,104.40665,-355.14172,3206.0486,LEFT_KNEE
12,78.934395,-366.4546,3603.0461,RIGHT_KNEE
13,5.25811,-676.2294,3190.2327,LEFT_FOOT
14,60.71727,-618.0011,3734.539,RIGHT_FOOT
0,-96.09002,590.2088,3500.6619,HEAD
1,-137.88992,338.10956,3453.014,NECK
2,-202.54485,325.68723,3346.5652,LEFT_SHOULDER
3,-73.235,350.5319,3559.4626,RIGHT_SHOULDER
4,-351.44333,149.56474,3339.5452,LEFT_ELBOW
5,50.39357,169.07172,3698.0493,RIGHT_ELBOW
6,-348.98465,-85.39171,3174.5298,LEFT_HAND
7,388.44598,101.92879,3567.6238,RIGHT_HAND
8,-90.414696,153.92064,3445.6729,TORSO
9,-48.048138,-31.249832,3429.921,LEFT_HIP
10,-37.83079,-29.286728,3446.7427,RIGHT_HIP
11,106.283295,-358.17236,3235.869,LEFT_KNEE
12,26.887432,-355.12946,3466.842,RIGHT_KNEE
13,129.64238,-679.5268,3178.1167,LEFT_FOOT
14,135.01697,-616.5284,3180.9788,RIGHT_FOOT
0,-97.55127,594.6033,3498.9604,HEAD
1,-124.29706,332.6422,3443.0857,NECK
2,-188.08865,319.4546,3341.102,LEFT_SHOULDER
3,-60.505474,345.82983,3545.0693,RIGHT_SHOULDER
4,-328.93655,148.15906,3350.5474,LEFT_ELBOW
5,79.61182,213.4342,3674.763,RIGHT_ELBOW
6,-390.53583,-90.17543,3196.739,LEFT_HAND
7,385.36905,129.61055,3557.7644,RIGHT_HAND
8,-85.31774,153.05885,3441.926,TORSO
9,-67.530014,-30.905426,3406.8875,LEFT_HIP
10,-25.146832,-22.143555,3474.6453,RIGHT_HIP
11,108.135086,-360.16528,3271.227,LEFT_KNEE
12,139.0067,-300.94516,3321.2905,RIGHT_KNEE
13,189.192,-690.9109,3258.841,LEFT_FOOT
14,189.35829,-647.0505,3255.5522,RIGHT_FOOT
0,-98.92595,595.96185,3497.6257,HEAD
1,-116.72567,332.0917,3438.7952,NECK
2,-182.91283,317.8188,3341.8335,LEFT_SHOULDER
3,-50.538513,346.36462,3535.7568,RIGHT_SHOULDER
4,-335.59882,156.91542,3375.398,LEFT_ELBOW
5,98.70186,237.56378,3638.5413,RIGHT_ELBOW
6,-444.3151,-39.47902,3212.2383,LEFT_HAND
7,392.07788,149.07376,3560.213,RIGHT_HAND
8,-89.59385,156.93188,3446.0586,TORSO
9,-92.16448,-24.633118,3409.809,LEFT_HIP
10,-32.759575,-11.822754,3496.835,RIGHT_HIP
11,89.07781,-352.93878,3301.1436,LEFT_KNEE
12,162.62848,-297.40323,3306.6414,RIGHT_KNEE
13,224.24695,-676.63416,3269.7207,LEFT_FOOT
14,240.623,-639.0421,3275.4543,RIGHT_FOOT
0,-99.432434,596.0459,3496.7373,HEAD
1,-114.689285,335.78595,3438.8628,NECK
2,-174.81004,323.873,3342.4304,LEFT_SHOULDER
3,-54.568535,347.6989,3535.2952,RIGHT_SHOULDER
4,-337.6158,168.88644,3378.7754,LEFT_ELBOW
5,93.44871,232.9412,3639.9258,RIGHT_ELBOW
6,-480.39975,-37.84839,3215.2224,LEFT_HAND
7,409.0727,162.94406,3553.4546,RIGHT_HAND
8,-92.69215,156.45663,3447.3025,TORSO
9,-99.71185,-28.62239,3409.1997,LEFT_HIP
10,-41.67816,-17.12297,3502.2847,RIGHT_HIP
11,84.2558,-360.20087,3328.5293,LEFT_KNEE
12,182.52124,-280.36688,3303.3833,RIGHT_KNEE
13,254.8987,-663.2993,3274.9849,LEFT_FOOT
14,276.0503,-627.08655,3291.1382,RIGHT_FOOT
0,-98.15283,596.71704,3488.864,HEAD
1,-112.92122,340.46753,3445.8052,NECK
2,-164.16216,331.51523,3357.7693,LEFT_SHOULDER
3,-61.68027,349.4198,3533.841,RIGHT_SHOULDER
4,-357.99756,193.09831,3403.511,LEFT_ELBOW
5,88.50891,233.26775,3641.818,RIGHT_ELBOW
6,-481.4251,45.630615,3282.3342,LEFT_HAND
7,427.69125,157.33289,3546.8271,RIGHT_HAND
8,-95.59338,160.4096,3454.0295,TORSO
9,-103.787415,-24.107208,3418.4053,LEFT_HIP
10,-52.743694,-15.189392,3506.1025,RIGHT_HIP
11,107.337845,-353.94492,3351.607,LEFT_KNEE
12,196.7636,-252.61969,3311.4504,RIGHT_KNEE
13,314.36615,-591.56433,3232.4846,LEFT_FOOT
14,363.30756,-589.365,3299.6492,RIGHT_FOOT
0,-97.702675,596.58154,3492.3628,HEAD
1,-109.85991,342.44415,3453.6663,NECK
2,-159.46948,336.2947,3366.7878,LEFT_SHOULDER
3,-60.250328,348.59357,3540.5447,RIGHT_SHOULDER
4,-338.9956,204.74039,3410.0757,LEFT_ELBOW
5,98.4121,235.16826,3629.5088,RIGHT_ELBOW
6,-513.4087,36.72046,3278.4194,LEFT_HAND
7,417.38934,168.1456,3550.701,RIGHT_HAND
8,-93.70659,160.87231,3457.2944,TORSO
9,-105.91557,-24.215195,3411.2532,LEFT_HIP
10,-49.190964,-17.183823,3510.592,RIGHT_HIP
11,75.34061,-358.91132,3375.1082,LEFT_KNEE
12,196.95251,-235.50294,3311.5508,RIGHT_KNEE
13,336.87778,-581.0125,3274.519,LEFT_FOOT
14,387.81592,-573.81934,3292.379,RIGHT_FOOT
0,-96.03782,596.1772,3496.5078,HEAD
1,-104.91036,345.54462,3464.4915,NECK
2,-161.65411,341.71503,3368.857,LEFT_SHOULDER
3,-48.16662,349.37427,3560.126,RIGHT_SHOULDER
4,-340.0094,206.03658,3410.7815,LEFT_ELBOW
5,130.86252,242.47638,3651.5496,RIGHT_ELBOW
6,-522.20764,32.156906,3292.1746,LEFT_HAND
7,444.3855,165.83511,3547.4224,RIGHT_HAND
8,-89.23909,161.81892,3462.5503,TORSO
9,-106.44448,-24.125626,3405.1995,LEFT_HIP
10,-40.69115,-19.687943,3516.0188,RIGHT_HIP
11,86.635826,-354.57397,3381.459,LEFT_KNEE
12,42.768696,-372.5083,3553.732,RIGHT_KNEE
13,357.45618,-574.9746,3314.9365,LEFT_FOOT
14,403.72665,-487.38455,3248.7278,RIGHT_FOOT
0,-96.226265,594.30994,3497.9578,HEAD
1,-107.92923,347.93573,3465.2507,NECK
2,-157.92403,341.8343,3368.5254,LEFT_SHOULDER
3,-57.93444,354.03717,3561.976,RIGHT_SHOULDER
4,-336.36255,212.55598,3410.9294,LEFT_ELBOW
5,120.10546,244.03043,3638.3108,RIGHT_ELBOW
6,-545.9663,20.514526,3297.0298,LEFT_HAND
7,417.18185,172.147,3534.4666,RIGHT_HAND
8,-89.73229,162.01768,3467.573,TORSO
9,-104.52726,-27.926727,3406.0654,LEFT_HIP
10,-38.54344,-19.873962,3533.725,RIGHT_HIP
11,95.534096,-357.37088,3377.0042,LEFT_KNEE
12,182.31104,-195.3688,3785.915,RIGHT_KNEE
13,398.23245,-526.76495,3228.8853,LEFT_FOOT
14,405.0406,-477.68872,3261.7898,RIGHT_FOOT
0,-95.78569,593.05164,3499.2756,HEAD
1,-109.54086,356.374,3482.3057,NECK
2,-164.05858,353.3039,3386.3516,LEFT_SHOULDER
3,-55.02314,359.4441,3578.2598,RIGHT_SHOULDER
4,-335.89606,220.22885,3409.042,LEFT_ELBOW
5,114.078026,244.0622,3639.2866,RIGHT_ELBOW
6,-496.67932,111.52517,3343.567,LEFT_HAND
7,424.69855,168.08737,3541.4734,RIGHT_HAND
8,-89.739685,166.61876,3477.1267,TORSO
9,-105.507774,-25.139511,3409.344,LEFT_HIP
10,-34.36924,-21.133438,3534.5515,RIGHT_HIP
11,105.357765,-352.2906,3373.0972,LEFT_KNEE
12,187.23038,-196.22601,3787.5854,RIGHT_KNEE
13,405.50308,-536.51196,3272.566,LEFT_FOOT
14,406.922,-477.82715,3265.4,RIGHT_FOOT
0,-95.31547,592.30383,3500.6238,HEAD
1,-107.37367,355.5313,3483.6934,NECK
2,-163.52548,352.13977,3382.8347,LEFT_SHOULDER
3,-51.221878,358.92285,3584.552,RIGHT_SHOULDER
4,-335.28418,222.84106,3413.1855,LEFT_ELBOW
5,152.11754,229.55159,3631.768,RIGHT_ELBOW
6,-529.63086,100.0484,3343.5398,LEFT_HAND
7,433.42932,152.90636,3511.279,RIGHT_HAND
8,-87.785774,167.38673,3479.1147,TORSO
9,-103.476,-22.888626,3411.1704,LEFT_HIP
10,-32.919746,-18.62706,3537.9019,RIGHT_HIP
11,98.637024,-336.987,3353.4111,LEFT_KNEE
12,185.43683,-201.32245,3740.558,RIGHT_KNEE
13,408.68677,-535.69116,3286.4734,LEFT_FOOT
14,401.38196,-468.56134,3277.2375,RIGHT_FOOT
0,-94.79579,592.2682,3503.0767,HEAD
1,-108.01187,357.40588,3487.9998,NECK
2,-170.15273,351.46942,3389.0466,LEFT_SHOULDER
3,-45.871017,363.34235,3586.953,RIGHT_SHOULDER
4,-336.1191,222.30695,3420.8992,LEFT_ELBOW
5,143.59908,242.34589,3626.9333,RIGHT_ELBOW
6,-523.2468,62.37538,3325.5842,LEFT_HAND
7,427.3059,150.90692,3504.036,RIGHT_HAND
8,-87.06293,175.3247,3485.7678,TORSO
9,-104.94208,-10.465805,3421.706,LEFT_HIP
10,-27.28589,-3.0471344,3545.3657,RIGHT_HIP
11,102.08844,-321.64258,3353.6602,LEFT_KNEE
12,161.69186,-228.56766,3271.0508,RIGHT_KNEE
13,423.28088,-537.82074,3329.6758,LEFT_FOOT
14,460.61642,-490.8372,3232.1365,RIGHT_FOOT
0,-94.06506,593.7003,3500.8408,HEAD
1,-107.405655,359.67273,3485.0537,NECK
2,-166.35066,352.23456,3387.745,LEFT_SHOULDER
3,-48.460648,367.1109,3582.3623,RIGHT_SHOULDER
4,-334.0769,224.52254,3428.4097,LEFT_ELBOW
5,134.16983,244.09749,3623.087,RIGHT_ELBOW
6,-532.196,64.57378,3348.376,LEFT_HAND
7,415.26553,138.7763,3514.2915,RIGHT_HAND
8,-84.947365,177.22563,3485.3955,TORSO
9,-100.89442,-10.067764,3422.3362,LEFT_HIP
10,-24.083727,-0.37516785,3549.1384,RIGHT_HIP
11,106.08048,-322.8269,3356.4497,LEFT_KNEE
12,175.727,-210.74684,3289.574,RIGHT_KNEE
13,419.08627,-537.7456,3326.2993,LEFT_FOOT
14,458.49622,-508.0066,3254.4414,RIGHT_FOOT
0,-92.63524,591.8905,3501.0874,HEAD
1,-100.27426,361.88992,3475.4172,NECK
2,-151.89555,352.64908,3379.3223,LEFT_SHOULDER
3,-48.652973,371.13077,3571.5122,RIGHT_SHOULDER
4,-335.6424,221.27466,3433.595,LEFT_ELBOW
5,130.94061,244.5652,3611.0413,RIGHT_ELBOW
6,-528.2075,30.502151,3329.875,LEFT_HAND
7,396.94287,131.08768,3505.9553,RIGHT_HAND
8,-81.044235,178.82553,3482.6912,TORSO
9,-95.116196,-10.200333,3427.9722,LEFT_HIP
10,-28.512226,1.7226105,3551.958,RIGHT_HIP
11,117.43547,-329.33636,3355.7112,LEFT_KNEE
12,196.08255,-234.24817,3307.88,RIGHT_KNEE
13,385.1604,-547.3253,3293.956,LEFT_FOOT
14,449.50604,-522.18933,3267.5461,RIGHT_FOOT
0,-91.85709,592.99567,3501.838,HEAD
1,-102.6115,360.4003,3475.921,NECK
2,-156.89993,349.92975,3379.626,LEFT_SHOULDER
3,-48.323086,370.87085,3572.2158,RIGHT_SHOULDER
4,-335.37564,219.25165,3433.4514,LEFT_ELBOW
5,115.291534,232.50136,3609.0527,RIGHT_ELBOW
6,-511.42047,12.507095,3332.7327,LEFT_HAND
7,420.69638,100.153885,3507.0432,RIGHT_HAND
8,-82.058365,177.83638,3484.1846,TORSO
9,-94.99197,-11.186096,3433.0508,LEFT_HIP
10,-28.018486,1.7310181,3551.8457,RIGHT_HIP
11,116.48809,-331.8462,3358.9717,LEFT_KNEE
12,187.33911,-259.78928,3343.6042,RIGHT_KNEE
13,333.6987,-560.9551,3293.3823,LEFT_FOOT
14,421.66602,-553.14703,3260.6116,RIGHT_FOOT
0,-91.27073,593.19946,3502.9414,HEAD
1,-103.11133,358.40775,3479.5713,NECK
2,-160.60274,348.50296,3383.672,LEFT_SHOULDER
3,-45.61991,368.31253,3575.4705,RIGHT_SHOULDER
4,-334.39966,215.14505,3434.1934,LEFT_ELBOW
5,109.1961,223.93993,3620.6653,RIGHT_ELBOW
6,-467.07855,-6.6357727,3295.362,LEFT_HAND
7,385.8212,91.9361,3529.2646,RIGHT_HAND
8,-83.4507,176.7643,3486.5457,TORSO
9,-98.24321,-10.814835,3436.05,LEFT_HIP
10,-29.336933,1.0565338,3550.99,RIGHT_HIP
11,110.19389,-342.0266,3362.935,LEFT_KNEE
12,178.0209,-256.6894,3329.6536,RIGHT_KNEE
13,293.64258,-596.3843,3293.4812,LEFT_FOOT
14,379.2398,-588.1153,3268.927,RIGHT_FOOT
0,-90.88915,593.254,3503.2957,HEAD
1,-102.576904,355.97754,3481.3838,NECK
2,-166.41536,349.04892,3386.443,LEFT_SHOULDER
3,-38.738457,362.9062,3576.3245,RIGHT_SHOULDER
4,-335.996,216.7815,3431.2278,LEFT_ELBOW
5,108.87321,213.01099,3640.107,RIGHT_ELBOW
6,-454.47885,-4.678665,3296.263,LEFT_HAND
7,384.0714,58.654953,3551.4224,RIGHT_HAND
8,-88.212234,173.39748,3485.0493,TORSO
9,-111.14955,-13.231125,3433.2393,LEFT_HIP
10,-36.545578,-5.134079,3544.1904,RIGHT_HIP
11,109.66368,-334.53784,3364.5461,LEFT_KNEE
12,172.28027,-263.0907,3315.1953,RIGHT_KNEE
13,214.08176,-672.26556,3255.2761,LEFT_FOOT
14,346.26617,-621.557,3256.8496,RIGHT_FOOT
0,-90.72253,593.7088,3503.567,HEAD
1,-103.040016,365.61713,3483.3179,NECK
2,-169.8909,356.60693,3386.8945,LEFT_SHOULDER
3,-36.189133,374.62732,3579.7412,RIGHT_SHOULDER
4,-333.21265,201.59926,3430.6614,LEFT_ELBOW
5,84.971695,205.40112,3644.5674,RIGHT_ELBOW
6,-388.5347,38.11122,3292.066,LEFT_HAND
7,363.883,55.281647,3564.0767,RIGHT_HAND
8,-88.739845,173.99986,3491.309,TORSO
9,-118.09726,-23.501602,3436.33,LEFT_HIP
10,-30.782082,-11.733231,3562.2705,RIGHT_HIP
11,116.19577,-318.60736,3335.5532,LEFT_KNEE
12,144.60324,-218.84888,3308.797,RIGHT_KNEE
13,171.4991,-696.3259,3266.2944,LEFT_FOOT
14,245.8115,-593.0408,3312.5105,RIGHT_FOOT
0,-90.2525,594.1244,3504.764,HEAD
1,-99.52952,354.77325,3486.8567,NECK
2,-170.24371,347.4663,3388.2366,LEFT_SHOULDER
3,-28.815327,362.08014,3585.4768,RIGHT_SHOULDER
4,-330.82526,200.06483,3429.9817,LEFT_ELBOW
5,89.86665,189.47702,3669.4028,RIGHT_ELBOW
6,-389.74484,17.727753,3271.6829,LEFT_HAND
7,342.88785,21.248245,3606.8323,RIGHT_HAND
8,-87.84163,167.87405,3492.3237,TORSO
9,-120.64826,-23.622757,3435.7373,LEFT_HIP
10,-31.659222,-14.4275055,3559.8442,RIGHT_HIP
11,105.831,-343.52283,3318.9558,LEFT_KNEE
12,142.69275,-235.17616,3300.7786,RIGHT_KNEE
13,70.07927,-729.50854,3272.1514,LEFT_FOOT
14,226.02676,-616.92944,3322.0803,RIGHT_FOOT
0,-88.06485,594.4806,3506.868,HEAD
1,-97.89062,349.3869,3490.2659,NECK
2,-171.20126,344.84454,3390.6562,LEFT_SHOULDER
3,-24.579962,353.92926,3589.8755,RIGHT_SHOULDER
4,-325.57452,194.1588,3427.6572,LEFT_ELBOW
5,81.64713,172.7075,3696.2678,RIGHT_ELBOW
6,-296.54163,-37.27144,3177.822,LEFT_HAND
7,327.83072,-8.023239,3630.7896,RIGHT_HAND
8,-86.55752,163.65431,3490.3948,TORSO
9,-119.60745,-24.828278,3430.219,LEFT_HIP
10,-30.841387,-19.328278,3550.8284,RIGHT_HIP
11,98.57156,-354.5407,3306.281,LEFT_KNEE
12,121.52379,-353.76428,3573.2878,RIGHT_KNEE
13,27.8535,-722.73096,3278.5415,LEFT_FOOT
14,52.807564,-659.37537,3520.08,RIGHT_FOOT
0,-86.58973,595.0941,3507.6292,HEAD
1,-97.03567,344.35034,3491.3667,NECK
2,-171.70656,340.9594,3392.612,LEFT_SHOULDER
3,-22.364765,347.7413,3590.1213,RIGHT_SHOULDER
4,-321.2005,169.82529,3421.5596,LEFT_ELBOW
5,80.06239,161.61037,3712.7273,RIGHT_ELBOW
6,-233.02197,-35.20334,3162.635,LEFT_HAND
7,300.87482,-46.743774,3704.0554,RIGHT_HAND
8,-85.31395,159.94244,3488.8357,TORSO
9,-118.466896,-26.503311,3426.9565,LEFT_HIP
10,-28.717567,-22.427628,3545.6528,RIGHT_HIP
11,69.68363,-364.8988,3309.3916,LEFT_KNEE
12,118.22318,-356.00574,3573.1438,RIGHT_KNEE
13,-77.817406,-709.4067,3278.0007,LEFT_FOOT
14,48.95069,-662.78815,3493.4932,RIGHT_FOOT
0,-85.708984,596.0146,3508.8076,HEAD
1,-95.12676,340.55237,3492.9446,NECK
2,-173.15454,338.016,3398.0427,LEFT_SHOULDER
3,-17.098978,343.0888,3587.8464,RIGHT_SHOULDER
4,-319.77856,154.97815,3411.0422,LEFT_ELBOW
5,31.12948,161.35062,3746.0051,RIGHT_ELBOW
6,-192.15408,-24.33989,3184.4038,LEFT_HAND
7,271.477,-66.177536,3750.808,RIGHT_HAND
8,-76.52593,152.89238,3482.6665,TORSO
9,-108.15846,-36.400528,3411.2917,LEFT_HIP
10,-7.69174,-33.13472,3533.485,RIGHT_HIP
11,63.283783,-381.67096,3289.159,LEFT_KNEE
12,100.69725,-359.13373,3568.3816,RIGHT_KNEE
13,-162.15997,-713.1467,3314.5122,LEFT_FOOT
14,28.110535,-668.94324,3526.6821,RIGHT_FOOT
0,-84.12485,595.17944,3509.799,HEAD
1,-94.575485,337.39093,3493.4302,NECK
2,-174.8219,336.6942,3399.3057,LEFT_SHOULDER
3,-14.329075,338.08765,3587.5547,RIGHT_SHOULDER
4,-292.6152,140.59825,3374.6272,LEFT_ELBOW
5,33.626663,153.96286,3740.9473,RIGHT_ELBOW
6,-169.69601,23.030663,3193.5554,LEFT_HAND
7,233.21301,-93.83424,3767.4797,RIGHT_HAND
8,-74.07054,148.92433,3477.3438,TORSO
9,-105.3147,-39.99156,3400.5586,LEFT_HIP
10,-1.8164864,-39.09297,3521.956,RIGHT_HIP
11,32.26181,-401.55743,3273.6484,LEFT_KNEE
12,24.266323,-428.6266,3477.0413,RIGHT_KNEE
13,-157.33015,-723.3912,3311.0598,LEFT_FOOT
14,-210.34825,-635.3433,3207.5593,RIGHT_FOOT
0,-84.03703,595.36,3509.2544,HEAD
1,-95.56776,330.76392,3474.8376,NECK
2,-172.03479,329.92664,3394.3596,LEFT_SHOULDER
3,-19.100725,331.60123,3555.3157,RIGHT_SHOULDER
4,-268.45523,133.13837,3343.493,LEFT_ELBOW
5,13.755995,143.51746,3727.6602,RIGHT_ELBOW
6,-71.7043,-9.966736,3203.5994,LEFT_HAND
7,193.13112,-109.03122,3792.6455,RIGHT_HAND
8,-76.162285,145.3446,3458.3284,TORSO
9,-103.164345,-40.58287,3392.9773,LEFT_HIP
10,-10.349279,-39.566574,3490.661,RIGHT_HIP
11,19.90422,-399.42786,3267.8196,LEFT_KNEE
12,18.937181,-423.38684,3485.203,RIGHT_KNEE
13,-259.84814,-693.7914,3268.8896,LEFT_FOOT
14,-217.46101,-621.4342,3238.0378,RIGHT_FOOT
0,-83.79161,595.0377,3509.0872,HEAD
1,-93.18413,325.08035,3464.051,NECK
2,-160.30792,324.544,3385.1096,LEFT_SHOULDER
3,-26.06033,325.6167,3542.9924,RIGHT_SHOULDER
4,-167.58902,93.50821,3309.963,LEFT_ELBOW
5,9.466942,131.35696,3718.6501,RIGHT_ELBOW
6,11.953461,-108.386246,3190.3335,LEFT_HAND
7,154.61743,-136.63553,3798.5496,RIGHT_HAND
8,-74.60277,141.74316,3449.4968,TORSO
9,-100.07237,-41.946,3383.1362,LEFT_HIP
10,-11.970444,-41.24205,3486.749,RIGHT_HIP
11,-13.90918,-376.61627,3276.743,LEFT_KNEE
12,17.69279,-422.20807,3497.6975,RIGHT_KNEE
13,-313.62817,-702.4475,3247.5525,LEFT_FOOT
14,-253.7747,-627.4916,3248.8672,RIGHT_FOOT
0,-81.4154,596.0736,3510.4644,HEAD
1,-96.28742,330.84784,3475.9138,NECK
2,-152.83623,331.75845,3387.6807,LEFT_SHOULDER
3,-39.73861,329.93726,3564.147,RIGHT_SHOULDER
4,-170.39659,104.47017,3313.1821,LEFT_ELBOW
5,5.3085213,123.76848,3707.0222,RIGHT_ELBOW
6,55.526367,22.239899,3186.419,LEFT_HAND
7,111.865524,-133.36644,3824.7275,RIGHT_HAND
8,-73.92626,138.01988,3459.5925,TORSO
9,-82.199066,-54.314804,3395.4731,LEFT_HIP
10,-20.931139,-55.301376,3491.0693,RIGHT_HIP
11,-47.570248,-372.76978,3271.2498,LEFT_KNEE
12,6.8511105,-439.78296,3512.7358,RIGHT_KNEE
