joint,x,y,z,jointname
2,-305.23007,146.8908,1593.9038,LEFT_SHOULDER
3,-55.772102,149.67978,1570.5479,RIGHT_SHOULDER
4,-471.37363,24.490883,1625.0802,LEFT_ELBOW
5,97.310356,33.583862,1548.356,RIGHT_ELBOW
6,-547.0574,235.74069,1437.98,LEFT_HAND
7,151.11908,234.16647,1361.3192,RIGHT_HAND
8,-181.58586,-17.421532,1550.8524,TORSO
9,-275.43103,-184.16544,1528.164,LEFT_HIP
10,-89.91023,-182.09126,1510.7941,RIGHT_HIP
11,-242.43471,-476.35675,1633.3966,LEFT_KNEE
12,-67.47674,-450.02612,1599.8604,RIGHT_KNEE
13,-212.03362,-713.697,1684.3523,LEFT_FOOT
14,-113.35834,-783.25635,1619.6564,RIGHT_FOOT
0,-206.95651,412.6974,1550.1113,HEAD
1,-184.08363,150.03278,1584.6194,NECK
2,-310.11197,147.21605,1603.997,LEFT_SHOULDER
3,-58.055298,152.84952,1565.2418,RIGHT_SHOULDER
4,-470.39624,20.145645,1632.3877,LEFT_ELBOW
5,88.326324,30.904694,1548.6565,RIGHT_ELBOW
6,-543.1781,237.9194,1436.5688,LEFT_HAND
7,112.07677,233.44186,1362.5396,RIGHT_HAND
8,-184.03682,-12.865014,1561.2449,TORSO
9,-275.08377,-177.79875,1551.8765,LEFT_HIP
10,-92.89624,-173.72687,1523.8643,RIGHT_HIP
11,-244.16951,-476.77368,1629.0355,LEFT_KNEE
12,-74.70857,-430.198,1609.0155,RIGHT_KNEE
13,-210.15431,-710.50385,1686.1909,LEFT_FOOT
14,-117.66797,-772.2774,1633.9882,RIGHT_FOOT
0,-212.51562,416.88977,1549.6874,HEAD
1,-191.42032,156.5325,1587.1855,NECK
2,-312.91537,150.54282,1605.5413,LEFT_SHOULDER
3,-69.92527,162.52219,1568.8298,RIGHT_SHOULDER
4,-467.8485,13.534851,1625.9766,LEFT_ELBOW
5,80.81663,55.4746,1518.3192,RIGHT_ELBOW
6,-534.0513,229.42471,1426.7076,LEFT_HAND
7,87.29373,233.21878,1360.6523,RIGHT_HAND
8,-187.10925,-10.237792,1561.301,TORSO
9,-273.49338,-181.47934,1549.1189,LEFT_HIP
10,-92.103004,-172.53682,1521.7141,RIGHT_HIP
11,-244.66226,-475.95117,1633.1196,LEFT_KNEE
12,-86.206924,-418.70398,1602.9098,RIGHT_KNEE
13,-209.44513,-715.37524,1696.5999,LEFT_FOOT
14,-108.656395,-728.90424,1612.495,RIGHT_FOOT
0,-211.35016,415.8277,1549.1091,HEAD
1,-200.96666,162.78473,1576.4106,NECK
2,-319.53577,154.51944,1598.616,LEFT_SHOULDER
3,-82.39752,171.05002,1554.2053,RIGHT_SHOULDER
4,-468.38617,15.472794,1616.644,LEFT_ELBOW
5,59.96991,37.613846,1525.2529,RIGHT_ELBOW
6,-512.489,208.5143,1419.3994,LEFT_HAND
7,-50.85179,230.10728,1372.1631,RIGHT_HAND
8,-193.02054,-3.186215,1557.0624,TORSO
9,-274.26782,-175.37471,1554.418,LEFT_HIP
10,-95.88102,-162.93962,1521.0103,RIGHT_HIP
11,-269.9033,-448.91742,1612.3287,LEFT_KNEE
12,-78.42047,-419.77252,1552.6355,RIGHT_KNEE
13,-224.0995,-708.6622,1712.55,LEFT_FOOT
14,-117.931984,-731.4887,1641.6136,RIGHT_FOOT
0,-212.49362,416.94803,1548.6753,HEAD
1,-203.50766,164.08792,1597.9645,NECK
2,-329.4855,155.25537,1610.4845,LEFT_SHOULDER
3,-77.52982,172.92049,1585.4445,RIGHT_SHOULDER
4,-471.01395,18.934692,1619.465,LEFT_ELBOW
5,43.154655,33.215515,1510.915,RIGHT_ELBOW
6,-510.07187,207.01418,1425.0586,LEFT_HAND
7,-125.54897,242.58485,1403.1154,RIGHT_HAND
8,-194.9252,-1.8834924,1567.2335,TORSO
9,-276.37466,-174.16724,1545.4502,LEFT_HIP
10,-96.310814,-161.5426,1527.5549,RIGHT_HIP
11,-275.1496,-439.48276,1584.2561,LEFT_KNEE
12,-79.39662,-424.9048,1573.9143,RIGHT_KNEE
13,-223.67877,-713.4518,1700.3328,LEFT_FOOT
14,-119.5717,-728.673,1666.4684,RIGHT_FOOT
0,-214.31958,418.8448,1547.2511,HEAD
1,-218.57626,179.46864,1602.292,NECK
2,-342.3452,166.95015,1612.1646,LEFT_SHOULDER
3,-94.80731,191.98714,1592.4197,RIGHT_SHOULDER
4,-472.79422,25.864044,1620.558,LEFT_ELBOW
5,35.973618,27.455124,1512.9004,RIGHT_ELBOW
6,-509.51917,211.42766,1424.2902,LEFT_HAND
7,-151.85646,228.9367,1460.2006,RIGHT_HAND
8,-204.5367,13.650858,1568.0422,TORSO
9,-280.2827,-161.2482,1540.9541,LEFT_HIP
10,-100.71158,-143.08565,1526.6306,RIGHT_HIP
11,-274.46274,-441.23373,1566.2546,LEFT_KNEE
12,-97.772644,-425.87634,1553.5103,RIGHT_KNEE
13,-235.92355,-714.3567,1701.0348,LEFT_FOOT
14,-119.66988,-726.09424,1669.5166,RIGHT_FOOT
0,-217.08113,421.1148,1544.5049,HEAD
1,-223.42986,183.33858,1602.4856,NECK
2,-343.55728,170.16296,1613.0131,LEFT_SHOULDER
3,-103.30243,196.51418,1591.9581,RIGHT_SHOULDER
4,-472.85394,22.909988,1624.001,LEFT_ELBOW
5,31.297836,27.56726,1509.4052,RIGHT_ELBOW
6,-508.63516,209.54094,1424.1056,LEFT_HAND
7,-133.54955,211.89854,1458.8318,RIGHT_HAND
8,-208.187,17.861414,1569.3171,TORSO
9,-282.34827,-157.42162,1543.9836,LEFT_HIP
10,-103.54001,-137.80988,1528.3137,RIGHT_HIP
11,-275.55896,-433.77155,1568.0222,LEFT_KNEE
12,-91.903465,-425.12253,1554.7771,RIGHT_KNEE
13,-241.28058,-708.5597,1699.6338,LEFT_FOOT
14,-119.2426,-729.1632,1670.6304,RIGHT_FOOT
0,-216.30463,420.30927,1544.1847,HEAD
1,-229.88681,185.79895,1598.0278,NECK
2,-349.1629,171.07732,1609.3842,LEFT_SHOULDER
3,-110.6107,200.52058,1586.6715,RIGHT_SHOULDER
4,-472.36642,17.87558,1619.3202,LEFT_ELBOW
5,3.6758575,33.71924,1504.3606,RIGHT_ELBOW
6,-511.97647,204.03368,1419.6785,LEFT_HAND
7,-133.43877,220.28159,1446.1407,RIGHT_HAND
8,-212.87537,23.316422,1566.0674,TORSO
9,-284.4704,-150.10234,1542.5432,LEFT_HIP
10,-107.25746,-128.22987,1525.6707,RIGHT_HIP
11,-267.2827,-404.3267,1554.8295,LEFT_KNEE
12,-99.14137,-421.31506,1551.8112,RIGHT_KNEE
13,-240.84555,-704.2667,1694.7076,LEFT_FOOT
14,-184.2112,-689.2987,1534.8763,RIGHT_FOOT
0,-219.3433,422.24695,1543.3401,HEAD
1,-234.46367,172.62117,1576.432,NECK
2,-348.76324,156.15599,1596.8813,LEFT_SHOULDER
3,-120.164085,189.08636,1555.9827,RIGHT_SHOULDER
4,-474.43506,1.451004,1604.7345,LEFT_ELBOW
5,-165.34776,309.0124,1757.323,RIGHT_ELBOW
6,-517.23364,186.62486,1407.3569,LEFT_HAND
7,-52.38852,143.33524,1352.7671,RIGHT_HAND
8,-215.58934,14.790515,1554.8478,TORSO
9,-284.36914,-155.66698,1548.9458,LEFT_HIP
10,-109.06089,-130.41331,1517.5813,RIGHT_HIP
11,-281.6584,-416.7655,1600.429,LEFT_KNEE
12,-103.88886,-419.2823,1542.1173,RIGHT_KNEE
13,-240.72823,-707.95544,1702.0391,LEFT_FOOT
14,-140.1233,-681.2531,1615.7756,RIGHT_FOOT
0,-221.80592,423.29584,1542.5175,HEAD
1,-233.19348,168.2633,1567.6913,NECK
2,-350.50143,152.29417,1593.7866,LEFT_SHOULDER
3,-115.88554,184.23245,1541.596,RIGHT_SHOULDER
4,-478.0083,-5.4578247,1600.6462,LEFT_ELBOW
5,-147.81079,287.53528,1741.9775,RIGHT_ELBOW
6,-519.0941,183.47958,1403.6022,LEFT_HAND
7,-56.32946,151.57162,1355.5238,RIGHT_HAND
8,-215.8392,12.57123,1550.4286,TORSO
9,-282.95132,-154.61926,1551.9556,LEFT_HIP
10,-114.0185,-131.62244,1514.3762,RIGHT_HIP
11,-287.1257,-408.98666,1613.0159,LEFT_KNEE
12,-88.94723,-427.33475,1565.1471,RIGHT_KNEE
13,-237.67944,-699.90027,1712.1796,LEFT_FOOT
14,-138.49648,-689.327,1616.803,RIGHT_FOOT
0,-229.12418,422.8963,1539.4329,HEAD
1,-248.6053,175.16998,1566.6117,NECK
2,-369.4434,153.00284,1608.9792,LEFT_SHOULDER
3,-127.76722,197.33713,1524.2441,RIGHT_SHOULDER
4,-491.0384,-8.869003,1586.7379,LEFT_ELBOW
5,-49.091164,131.42023,1599.3113,RIGHT_ELBOW
6,-539.95654,180.39088,1397.7926,LEFT_HAND
7,-117.387024,138.58127,1227.5393,RIGHT_HAND
8,-225.92615,17.735245,1548.9242,TORSO
9,-285.89343,-154.86057,1560.2136,LEFT_HIP
10,-120.60053,-124.53842,1502.2598,RIGHT_HIP
11,-290.5782,-416.85492,1585.0369,LEFT_KNEE
12,-96.238205,-419.51874,1546.4541,RIGHT_KNEE
13,-231.2927,-702.94257,1728.9108,LEFT_FOOT
14,-141.20287,-688.5836,1609.1213,RIGHT_FOOT
0,-228.92888,420.9743,1541.0424,HEAD
1,-246.56755,172.4608,1564.5494,NECK
2,-364.81137,153.84885,1601.2305,LEFT_SHOULDER
3,-128.32373,191.07274,1527.8684,RIGHT_SHOULDER
4,-506.41785,-6.5057983,1573.2603,LEFT_ELBOW
5,-50.95527,92.09292,1565.4443,RIGHT_ELBOW
6,-547.7927,181.53323,1399.7883,LEFT_HAND
7,-120.42031,149.6441,1238.1708,RIGHT_HAND
8,-227.01192,14.545696,1547.4623,TORSO
9,-289.41812,-156.27045,1555.8009,LEFT_HIP
10,-125.49444,-130.46835,1504.9493,RIGHT_HIP
11,-311.82233,-422.63583,1634.9453,LEFT_KNEE
12,-103.53686,-474.676,1546.4996,RIGHT_KNEE
13,-241.10892,-715.2604,1722.5781,LEFT_FOOT
14,-144.40143,-704.76794,1625.8138,RIGHT_FOOT
0,-233.14192,420.07278,1540.2231,HEAD
1,-245.03275,169.48647,1565.6208,NECK
2,-363.33206,155.79329,1597.7153,LEFT_SHOULDER
3,-126.73343,183.17964,1533.5264,RIGHT_SHOULDER
4,-516.3542,-2.8132477,1572.614,LEFT_ELBOW
5,-73.69008,51.109848,1425.6108,RIGHT_ELBOW
6,-545.9424,189.63275,1400.289,LEFT_HAND
7,-213.29472,179.88124,1528.4851,RIGHT_HAND
8,-231.16905,6.4640355,1547.1681,TORSO
9,-303.93253,-166.58551,1552.2172,LEFT_HIP
10,-130.6782,-146.53128,1505.2135,RIGHT_HIP
11,-338.52048,-459.18213,1600.4347,LEFT_KNEE
12,-139.91815,-479.31693,1549.7754,RIGHT_KNEE
13,-247.17404,-729.3687,1707.0524,LEFT_FOOT
14,-142.70561,-707.71045,1620.2998,RIGHT_FOOT
0,-236.0059,420.2623,1540.073,HEAD
1,-250.42694,170.63013,1560.8533,NECK
2,-367.09616,157.48824,1594.6136,LEFT_SHOULDER
3,-133.7577,183.77202,1527.0929,RIGHT_SHOULDER
4,-510.59055,-1.1123047,1578.2844,LEFT_ELBOW
5,-55.43316,51.764496,1462.8977,RIGHT_ELBOW
6,-543.1846,190.56166,1394.708,LEFT_HAND
7,-185.84955,244.6496,1523.8314,RIGHT_HAND
8,-236.46501,7.3484755,1545.5422,TORSO
9,-310.7396,-165.87233,1555.764,LEFT_HIP
10,-134.26659,-145.994,1504.6984,RIGHT_HIP
11,-320.45496,-452.01416,1586.3258,LEFT_KNEE
12,-143.50961,-455.3504,1564.0039,RIGHT_KNEE
13,-259.07822,-727.5155,1712.6753,LEFT_FOOT
14,-140.91739,-715.88995,1624.5894,RIGHT_FOOT
0,-243.17856,418.6024,1543.1383,HEAD
1,-260.7924,171.21803,1552.6448,NECK
2,-383.3633,156.71957,1585.1843,LEFT_SHOULDER
3,-138.2215,185.71649,1520.1052,RIGHT_SHOULDER
4,-512.7266,-2.8533478,1580.7245,LEFT_ELBOW
5,-48.974495,51.438385,1485.366,RIGHT_ELBOW
6,-539.62384,194.09048,1398.3866,LEFT_HAND
7,-155.40009,273.58957,1510.7438,RIGHT_HAND
8,-244.30571,6.854484,1541.5127,TORSO
9,-320.47485,-168.469,1554.9784,LEFT_HIP
10,-135.16318,-146.54916,1505.7828,RIGHT_HIP
11,-313.43185,-425.56628,1608.72,LEFT_KNEE
12,-132.76778,-430.96072,1565.7335,RIGHT_KNEE
13,-262.11353,-728.0821,1706.7614,LEFT_FOOT
14,-138.48517,-724.72766,1630.0006,RIGHT_FOOT
0,-242.31902,418.67352,1542.5741,HEAD
1,-257.7788,169.16359,1554.6477,NECK
2,-379.94064,156.98883,1587.8922,LEFT_SHOULDER
3,-135.617,181.33835,1521.4032,RIGHT_SHOULDER
4,-514.21173,-3.0200806,1582.6278,LEFT_ELBOW
5,-28.775345,46.98581,1525.2477,RIGHT_ELBOW
6,-531.6118,201.19545,1386.2126,LEFT_HAND
7,-142.31857,259.04114,1493.7247,RIGHT_HAND
8,-244.58693,4.672573,1542.8835,TORSO
9,-320.9731,-168.74586,1555.4967,LEFT_HIP
10,-141.81697,-150.891,1506.7421,RIGHT_HIP
11,-325.03134,-443.4477,1597.8153,LEFT_KNEE
12,-142.23898,-467.76825,1521.6433,RIGHT_KNEE
13,-267.00916,-734.1653,1700.972,LEFT_FOOT
14,-148.49731,-726.7324,1626.635,RIGHT_FOOT
0,-247.47992,417.03766,1543.9335,HEAD
1,-265.31757,161.77765,1551.8406,NECK
2,-385.65326,148.39818,1581.2542,LEFT_SHOULDER
3,-144.98189,175.15712,1522.427,RIGHT_SHOULDER
4,-513.1458,-10.064316,1584.0757,LEFT_ELBOW
5,-33.513435,54.766663,1523.9257,RIGHT_ELBOW
6,-508.08093,194.22922,1368.8591,LEFT_HAND
7,-236.8364,215.8097,1538.8085,RIGHT_HAND
8,-249.78455,0.3000071,1541.9366,TORSO
9,-322.93552,-171.03793,1553.7097,LEFT_HIP
10,-145.56754,-151.31735,1510.3557,RIGHT_HIP
11,-333.51202,-457.7954,1587.0907,LEFT_KNEE
12,-174.83313,-450.68848,1503.7555,RIGHT_KNEE
13,-273.37268,-741.48596,1684.399,LEFT_FOOT
14,-156.13324,-725.00244,1628.02,RIGHT_FOOT
0,-252.86159,415.60126,1543.2102,HEAD
1,-267.8174,162.99368,1549.1919,NECK
2,-389.2419,150.49075,1577.7662,LEFT_SHOULDER
3,-146.39288,175.49663,1520.6176,RIGHT_SHOULDER
4,-511.9973,-8.574829,1583.6113,LEFT_ELBOW
5,-28.795715,50.74704,1541.0422,RIGHT_ELBOW
6,-494.141,187.78267,1366.3912,LEFT_HAND
7,-199.54526,240.9551,1541.2762,RIGHT_HAND
8,-252.94237,0.41216165,1541.2633,TORSO
9,-325.05582,-171.12646,1553.8054,LEFT_HIP
10,-151.07887,-153.21227,1512.864,RIGHT_HIP
11,-344.7254,-462.51297,1591.5547,LEFT_KNEE
12,-174.03093,-458.7932,1519.4039,RIGHT_KNEE
13,-276.08493,-745.25525,1677.4552,LEFT_FOOT
14,-158.06047,-721.0125,1636.8208,RIGHT_FOOT
0,-255.13861,417.56012,1542.4493,HEAD
1,-268.1161,161.54138,1543.3894,NECK
2,-389.4464,151.66052,1567.447,LEFT_SHOULDER
3,-146.78574,171.42223,1519.3318,RIGHT_SHOULDER
4,-506.9965,-11.055206,1574.3135,LEFT_ELBOW
5,-31.68808,22.340836,1566.8865,RIGHT_ELBOW
6,-454.72495,180.68655,1349.7585,LEFT_HAND
7,-152.68976,261.00574,1527.0433,RIGHT_HAND
8,-255.25716,-3.5029762,1540.4547,TORSO
9,-328.31964,-175.54457,1554.5566,LEFT_HIP
10,-156.47684,-161.5501,1520.4834,RIGHT_HIP
11,-345.07373,-477.46558,1576.2109,LEFT_KNEE
12,-160.05304,-444.9828,1561.0018,RIGHT_KNEE
13,-278.96005,-747.86316,1682.7783,LEFT_FOOT
14,-156.91,-723.1018,1642.2865,RIGHT_FOOT
0,-259.52795,417.17307,1542.1267,HEAD
1,-252.64941,163.01625,1543.8094,NECK
2,-370.1451,158.6643,1553.4481,LEFT_SHOULDER
3,-135.15373,167.36818,1534.1708,RIGHT_SHOULDER
4,-471.80054,-16.345428,1564.8623,LEFT_ELBOW
5,-31.594055,22.541092,1553.9359,RIGHT_ELBOW
6,-371.5296,158.49323,1350.0306,LEFT_HAND
7,-132.288,249.21356,1479.1353,RIGHT_HAND
8,-246.68733,-3.4666038,1541.3191,TORSO
9,-329.37402,-173.23293,1546.101,LEFT_HIP
10,-152.07646,-166.66599,1531.5565,RIGHT_HIP
11,-330.768,-488.26868,1552.8083,LEFT_KNEE
12,-156.17902,-462.33627,1548.3998,RIGHT_KNEE
13,-294.71588,-750.5795,1671.9618,LEFT_FOOT
14,-152.0167,-705.15326,1676.0448,RIGHT_FOOT
0,-260.87878,418.14124,1541.4922,HEAD
1,-234.15446,188.13113,1564.4667,NECK
2,-350.4743,187.86227,1579.1373,LEFT_SHOULDER
3,-117.83464,188.4,1549.796,RIGHT_SHOULDER
4,-422.207,54.221634,1493.5713,LEFT_ELBOW
5,-24.517128,21.82994,1568.3014,RIGHT_ELBOW
6,-324.72168,165.65324,1326.2092,LEFT_HAND
7,-30.94084,227.55557,1428.5065,RIGHT_HAND
8,-235.30612,17.571033,1552.2098,TORSO
9,-323.71527,-153.19075,1550.9583,LEFT_HIP
10,-149.20027,-152.78738,1528.9478,RIGHT_HIP
11,-289.06448,-373.4198,1651.9751,LEFT_KNEE
12,-138.43527,-461.30487,1559.6201,RIGHT_KNEE
13,-299.112,-762.59314,1685.0647,LEFT_FOOT
14,-141.31523,-704.3659,1666.628,RIGHT_FOOT
0,-261.98224,415.9365,1541.1677,HEAD
1,-231.67122,170.55298,1576.4957,NECK
2,-350.00677,167.39554,1581.6641,LEFT_SHOULDER
3,-113.3357,173.71042,1571.3274,RIGHT_SHOULDER
4,-427.19464,-3.4130096,1508.7251,LEFT_ELBOW
5,-4.2712708,41.475845,1583.3862,RIGHT_ELBOW
6,-300.20346,144.41782,1341.6118,LEFT_HAND
7,4.5107956,234.1818,1417.5447,RIGHT_HAND
8,-228.0372,5.2780623,1558.7313,TORSO
9,-310.49347,-162.29393,1544.7269,LEFT_HIP
10,-138.31288,-157.69978,1537.2069,RIGHT_HIP
11,-287.40866,-429.331,1614.7576,LEFT_KNEE
12,-125.54723,-469.0337,1544.607,RIGHT_KNEE
13,-303.3768,-770.7379,1681.349,LEFT_FOOT
14,-135.4614,-705.6747,1661.96,RIGHT_FOOT
0,-261.34668,415.69745,1540.7521,HEAD
1,-217.25018,180.45445,1576.4452,NECK
2,-331.97495,177.76671,1564.3624,LEFT_SHOULDER
3,-102.52542,183.14221,1588.528,RIGHT_SHOULDER
4,-417.9238,-2.9916077,1494.1177,LEFT_ELBOW
5,12.02169,28.620728,1588.9042,RIGHT_ELBOW
6,-229.68642,160.05264,1367.5376,LEFT_HAND
7,63.375248,200.42094,1402.9066,RIGHT_HAND
8,-212.07883,8.720357,1565.545,TORSO
9,-298.05664,-165.14917,1545.045,LEFT_HIP
10,-115.75831,-160.87833,1564.2448,RIGHT_HIP
11,-304.66696,-483.41266,1510.821,LEFT_KNEE
12,-97.68856,-466.71103,1547.2762,RIGHT_KNEE
13,-304.21686,-773.4226,1679.7322,LEFT_FOOT
14,-129.4176,-714.7295,1658.3737,RIGHT_FOOT
0,-262.25385,413.385,1538.6044,HEAD
1,-206.27895,165.88722,1556.4904,NECK
2,-320.44434,163.85535,1550.9353,LEFT_SHOULDER
3,-92.11359,167.91911,1562.0454,RIGHT_SHOULDER
4,-406.945,-17.185379,1660.5536,LEFT_ELBOW
5,57.717438,54.060432,1591.6257,RIGHT_ELBOW
6,-226.35469,217.53926,1521.7191,LEFT_HAND
7,106.902664,225.33606,1403.8367,RIGHT_HAND
8,-203.22528,-1.624095,1555.0035,TORSO
9,-290.69586,-170.74655,1549.1119,LEFT_HIP
10,-109.64734,-167.52429,1557.9215,RIGHT_HIP
11,-289.91956,-497.5668,1553.7961,LEFT_KNEE
12,-89.80251,-496.91577,1552.8634,RIGHT_KNEE
13,-302.46942,-782.17224,1677.907,LEFT_FOOT
14,-124.60733,-726.4446,1656.3901,RIGHT_FOOT
0,-254.95163,402.2577,1537.2919,HEAD
1,-191.77867,158.56898,1570.6732,NECK
2,-313.00812,155.47884,1580.071,LEFT_SHOULDER
3,-70.54921,161.65915,1561.2754,RIGHT_SHOULDER
4,-407.8743,-26.74504,1655.8403,LEFT_ELBOW
5,82.916565,70.195175,1611.9493,RIGHT_ELBOW
6,-194.6536,32.08591,1408.9064,LEFT_HAND
7,134.40515,263.42157,1405.6146,RIGHT_HAND
8,-187.2221,-17.617214,1571.5188,TORSO
9,-274.0985,-196.13406,1579.4524,LEFT_HIP
10,-91.23256,-191.47278,1565.2764,RIGHT_HIP
11,-285.0811,-503.88397,1604.0131,LEFT_KNEE
12,-77.26321,-494.26895,1579.3143,RIGHT_KNEE
13,-293.05984,-781.7262,1681.7737,LEFT_FOOT
14,-116.770775,-731.5529,1662.0122,RIGHT_FOOT
0,-249.85997,399.8591,1537.7726,HEAD
1,-183.59532,165.28012,1581.6725,NECK
2,-309.56033,162.69083,1591.5343,LEFT_SHOULDER
3,-57.630283,167.86943,1571.8107,RIGHT_SHOULDER
4,-391.84656,-25.632309,1635.0536,LEFT_ELBOW
5,91.128494,61.10369,1603.2422,RIGHT_ELBOW
6,-239.90712,-14.290428,1435.3728,LEFT_HAND
7,142.07971,272.56485,1406.3569,RIGHT_HAND
8,-179.94562,-14.603402,1581.0602,TORSO
9,-264.10123,-196.29184,1587.3221,LEFT_HIP
10,-88.49064,-192.68204,1573.5736,RIGHT_HIP
11,-277.7283,-498.80762,1604.3638,LEFT_KNEE
12,-70.10755,-496.85672,1599.502,RIGHT_KNEE
13,-282.435,-776.3512,1672.331,LEFT_FOOT
14,-109.42315,-741.5627,1675.3365,RIGHT_FOOT
0,-236.77547,392.6258,1539.5017,HEAD
1,-181.18864,162.20665,1596.1707,NECK
2,-305.22836,156.41222,1609.2104,LEFT_SHOULDER
3,-57.14894,168.00108,1583.1309,RIGHT_SHOULDER
4,-371.6528,-39.714752,1630.3276,LEFT_ELBOW
5,127.34892,85.480484,1577.1293,RIGHT_ELBOW
6,-158.27951,-31.158932,1419.7133,LEFT_HAND
7,152.6629,304.248,1412.5322,RIGHT_HAND
8,-173.33748,-13.705444,1592.6847,TORSO
9,-254.76059,-193.78793,1598.5837,LEFT_HIP
10,-76.21204,-185.44714,1579.8137,RIGHT_HIP
11,-246.7144,-500.21753,1617.941,LEFT_KNEE
12,-65.021675,-493.1895,1613.9137,RIGHT_KNEE
13,-277.11353,-779.04663,1682.3967,LEFT_FOOT
14,-105.85655,-750.1764,1672.5957,RIGHT_FOOT
0,-228.50449,390.9079,1538.9482,HEAD
1,-169.50168,168.32253,1605.6588,NECK
2,-301.19183,158.7402,1608.8188,LEFT_SHOULDER
3,-37.811516,177.90485,1602.4988,RIGHT_SHOULDER
4,-354.48373,-51.711258,1634.7958,LEFT_ELBOW
5,139.4902,91.97753,1560.0867,RIGHT_ELBOW
