joint,x,y,z,jointname,time,voiceover
2,-192.0679,153.90161,3563.5571,LEFT_SHOULDER,1100,0
3,106.0334,152.50058,3611.921,RIGHT_SHOULDER,1100,0
4,-272.01566,-137.50485,3516.6477,LEFT_ELBOW,1100,0
5,202.61732,-152.99612,3572.5894,RIGHT_ELBOW,1100,0
6,-321.6303,-429.74677,3448.2678,LEFT_HAND,1100,0
7,255.63817,-397.96402,3395.1296,RIGHT_HAND,1100,0
8,-34.86103,-53.110092,3531.4893,TORSO,1100,0
9,-124.23785,-258.9629,3459.4158,LEFT_HIP,1100,0
10,70.82823,-259.87967,3491.0632,RIGHT_HIP,1100,0
11,-153.59592,-682.09314,3508.3538,LEFT_KNEE,1100,0
12,140.65976,-674.1339,3403.1057,RIGHT_KNEE,1100,0
13,-174.56042,-1033.788,3384.3381,LEFT_FOOT,1100,0
14,275.65863,-1040.963,3342.3562,RIGHT_FOOT,1100,0
0,-58.984264,384.85388,3654.7063,HEAD,1100,0
1,-51.28811,165.63582,3595.5417,NECK,1100,0
2,-200.21216,165.17729,3570.1653,LEFT_SHOULDER,1100,0
3,97.63593,166.09435,3620.9182,RIGHT_SHOULDER,1100,0
4,-281.00998,-147.7517,3522.3274,LEFT_ELBOW,1100,0
5,192.3055,-146.00111,3572.801,RIGHT_ELBOW,1100,0
6,-341.90567,-435.38043,3446.318,LEFT_HAND,1100,0
7,230.65321,-398.48694,3409.0713,RIGHT_HAND,1100,0
8,-41.222275,-40.92011,3540.2017,TORSO,1100,0
9,-128.55605,-247.77592,3468.2646,LEFT_HIP,1100,0
10,66.24318,-247.17615,3501.4585,RIGHT_HIP,1100,0
11,-158.72604,-668.0395,3538.311,LEFT_KNEE,1100,0
12,134.94157,-662.7123,3421.4695,RIGHT_KNEE,1100,0
13,-171.48807,-1039.0559,3387.7383,LEFT_FOOT,1100,0
14,273.2339,-1037.4463,3343.387,RIGHT_FOOT,1100,0
0,-69.50032,381.466,3636.861,HEAD,1100,0
1,-61.217064,164.7591,3589.777,NECK,1100,0
2,-210.34889,162.53423,3565.5654,LEFT_SHOULDER,1100,0
3,87.91478,166.98396,3613.9888,RIGHT_SHOULDER,1100,0
4,-288.4549,-152.89552,3525.1292,LEFT_ELBOW,1100,0
5,175.8338,-125.08174,3576.0764,RIGHT_ELBOW,1100,0
6,-350.06223,-440.62268,3426.9617,LEFT_HAND,1100,0
7,215.0054,-384.45856,3426.8242,RIGHT_HAND,1100,0
8,-50.46088,-43.67563,3542.6777,TORSO,1100,0
9,-137.24008,-253.56546,3479.7434,LEFT_HIP,1100,0
10,57.83069,-250.65524,3511.4133,RIGHT_HIP,1100,0
11,-166.57422,-674.4566,3550.1184,LEFT_KNEE,1100,0
12,119.548035,-665.81226,3425.4507,RIGHT_KNEE,1100,0
13,-179.24596,-1063.4088,3384.9202,LEFT_FOOT,1100,0
14,265.4793,-1054.5537,3341.9434,RIGHT_FOOT,1100,0
0,-77.368034,381.36377,3626.9463,HEAD,1100,0
1,-68.59503,165.2053,3587.5637,NECK,1100,0
2,-217.63844,161.96368,3562.773,LEFT_SHOULDER,1100,0
3,80.44838,168.44695,3612.3545,RIGHT_SHOULDER,1100,0
4,-291.73126,-154.44147,3534.5557,LEFT_ELBOW,1100,0
5,160.909,-120.54857,3575.5532,RIGHT_ELBOW,1100,0
6,-356.80212,-447.2367,3442.1082,LEFT_HAND,1100,0
7,211.38359,-389.21832,3442.427,RIGHT_HAND,1100,0
8,-57.06578,-44.335278,3545.6484,TORSO,1100,0
9,-143.00249,-255.99571,3487.5212,LEFT_HIP,1100,0
10,51.92943,-251.75603,3519.945,RIGHT_HIP,1100,0
11,-164.26541,-680.3758,3530.508,LEFT_KNEE,1100,0
12,119.52307,-664.904,3429.381,RIGHT_KNEE,1100,0
13,-176.58897,-1057.2583,3379.4773,LEFT_FOOT,1100,0
14,268.50174,-1050.1262,3336.5498,RIGHT_FOOT,1100,0
0,-87.59054,382.14612,3622.4705,HEAD,1100,0
1,-77.3331,166.2784,3587.1885,NECK,1100,0
2,-227.0297,161.15788,3567.7986,LEFT_SHOULDER,1100,0
3,72.36351,171.3989,3606.5784,RIGHT_SHOULDER,1100,0
4,-308.3163,-155.24559,3531.7537,LEFT_ELBOW,1100,0
5,147.49994,-123.73874,3581.274,RIGHT_ELBOW,1100,0
6,-360.15717,-451.06586,3450.03,LEFT_HAND,1100,0
7,209.86586,-396.49957,3454.202,RIGHT_HAND,1100,0
8,-65.0378,-43.769123,3547.7336,TORSO,1100,0
9,-150.70415,-257.1675,3495.59,LEFT_HIP,1100,0
10,45.219124,-250.46577,3520.9675,RIGHT_HIP,1100,0
11,-171.46,-681.29834,3546.2534,LEFT_KNEE,1100,0
12,121.56357,-661.5542,3428.4011,RIGHT_KNEE,1100,0
13,-179.1014,-1051.0803,3385.9084,LEFT_FOOT,1100,0
14,265.48938,-1046.2264,3334.5354,RIGHT_FOOT,1100,0
0,-94.807556,386.39642,3621.2502,HEAD,1100,0
1,-84.65539,169.56183,3589.5051,NECK,1100,0
2,-234.3547,164.0586,3569.7593,LEFT_SHOULDER,1100,0
3,65.04392,175.06508,3609.251,RIGHT_SHOULDER,1100,0
4,-322.6603,-157.62082,3523.375,LEFT_ELBOW,1100,0
5,139.56221,-124.9503,3582.583,RIGHT_ELBOW,1100,0
6,-359.40103,-450.52356,3430.3792,LEFT_HAND,1100,0
7,211.27805,-397.80475,3460.2139,RIGHT_HAND,1100,0
8,-72.06337,-40.98736,3552.7217,TORSO,1100,0
9,-157.33067,-255.13405,3503.0303,LEFT_HIP,1100,0
10,38.387978,-247.93906,3528.8462,RIGHT_HIP,1100,0
11,-174.99014,-680.1386,3550.184,LEFT_KNEE,1100,0
12,128.72746,-657.7034,3444.5503,RIGHT_KNEE,1100,0
13,-177.44048,-1048.9482,3384.3577,LEFT_FOOT,1100,0
14,263.28802,-1043.215,3341.6643,RIGHT_FOOT,1100,0
0,-97.9108,385.57837,3619.6367,HEAD,1100,0
1,-88.30004,168.1131,3590.2651,NECK,1100,0
2,-237.996,163.05908,3570.1404,LEFT_SHOULDER,1100,0
3,61.395912,173.16711,3610.39,RIGHT_SHOULDER,1100,0
4,-316.83383,-138.80869,3525.689,LEFT_ELBOW,1100,0
5,136.2782,-126.47717,3584.7883,RIGHT_ELBOW,1100,0
6,-361.50958,-432.9329,3444.1912,LEFT_HAND,1100,0
7,209.5365,-399.24933,3459.2966,RIGHT_HAND,1100,0
8,-76.51387,-42.86081,3555.5771,TORSO,1100,0
9,-162.6033,-257.1392,3507.731,LEFT_HIP,1100,0
10,33.147903,-250.53024,3534.0474,RIGHT_HIP,1100,0
11,-171.28062,-683.25696,3546.822,LEFT_KNEE,1100,0
12,127.23134,-655.6105,3433.586,RIGHT_KNEE,1100,0
13,-175.6066,-1062.9918,3381.6665,LEFT_FOOT,1100,0
14,265.75134,-1044.4656,3347.5857,RIGHT_FOOT,1100,0
0,-100.61272,384.4626,3619.3303,HEAD,1100,0
1,-90.92712,167.7916,3591.6506,NECK,1100,0
2,-240.61214,163.16147,3571.227,LEFT_SHOULDER,1100,0
3,58.75791,172.4217,3612.0742,RIGHT_SHOULDER,1100,0
4,-321.91772,-144.4039,3522.3447,LEFT_ELBOW,1100,0
5,134.13844,-134.239,3581.3926,RIGHT_ELBOW,1100,0
6,-360.08978,-435.94876,3427.594,LEFT_HAND,1100,0
7,207.98349,-401.16962,3447.4478,RIGHT_HAND,1100,0
8,-79.743546,-43.332676,3557.5486,TORSO,1100,0
9,-166.43738,-257.48453,3510.0918,LEFT_HIP,1100,0
10,29.317429,-251.42935,3536.8013,RIGHT_HIP,1100,0
11,-169.01225,-684.0145,3546.9373,LEFT_KNEE,1100,0
12,129.15439,-652.61096,3426.3494,RIGHT_KNEE,1100,0
13,-174.99817,-1061.3374,3378.8462,LEFT_FOOT,1100,0
14,270.16895,-1033.8374,3354.9456,RIGHT_FOOT,1100,0
0,-101.48742,380.50525,3618.6777,HEAD,1100,0
1,-91.53303,164.75787,3591.67,NECK,1100,0
2,-241.37584,160.065,3572.421,LEFT_SHOULDER,1100,0
3,58.309776,169.45071,3610.919,RIGHT_SHOULDER,1100,0
4,-327.95355,-150.70566,3519.6736,LEFT_ELBOW,1100,0
5,139.0744,-142.61566,3593.6973,RIGHT_ELBOW,1100,0
6,-360.39465,-442.9668,3429.0051,LEFT_HAND,1100,0
7,230.62466,-405.2276,3454.9956,RIGHT_HAND,1100,0
8,-80.69928,-46.598076,3558.8628,TORSO,1100,0
9,-167.85316,-261.02286,3513.468,LEFT_HIP,1100,0
10,28.122116,-254.8852,3538.6433,RIGHT_HIP,1100,0
11,-163.41388,-687.8401,3547.2195,LEFT_KNEE,1100,0
12,131.61098,-650.98486,3414.2886,RIGHT_KNEE,1100,0
13,-172.497,-1064.534,3378.6204,LEFT_FOOT,1100,0
14,272.30505,-1030.9253,3366.4377,RIGHT_FOOT,1100,0
0,-101.03025,377.578,3618.3447,HEAD,1100,0
1,-92.38154,161.8401,3591.0557,NECK,1100,0
2,-242.02054,158.11157,3570.1292,LEFT_SHOULDER,1100,0
3,57.25745,165.56863,3611.9822,RIGHT_SHOULDER,1100,0
4,-313.97617,-154.85199,3523.831,LEFT_ELBOW,1100,0
5,146.0378,-143.30692,3597.3425,RIGHT_ELBOW,1100,0
6,-360.162,-445.90344,3425.9968,LEFT_HAND,1100,0
7,243.29286,-402.0441,3457.8127,RIGHT_HAND,1100,0
8,-82.5103,-49.551407,3558.1333,TORSO,1100,0
9,-170.49962,-263.3813,3511.5254,LEFT_HIP,1100,0
10,25.221508,-258.50455,3538.8965,RIGHT_HIP,1100,0
11,-162.42549,-690.68445,3537.7368,LEFT_KNEE,1100,0
12,133.2123,-653.9391,3415.4988,RIGHT_KNEE,1100,0
13,-173.19467,-1063.8589,3374.1782,LEFT_FOOT,1100,0
14,271.8467,-1038.3517,3373.5503,RIGHT_FOOT,1100,0
0,-95.91281,380.72186,3636.2034,HEAD,1100,0
1,-89.99404,166.03586,3600.929,NECK,1100,0
2,-239.95093,164.62024,3582.3083,LEFT_SHOULDER,1100,0
3,59.962837,167.45148,3619.5496,RIGHT_SHOULDER,1100,0
4,-308.0262,-157.89633,3531.4001,LEFT_ELBOW,1100,0
5,162.47318,-147.19263,3609.2227,RIGHT_ELBOW,1100,0
6,-358.77414,-445.88705,3412.0222,LEFT_HAND,1100,0
7,249.16742,-399.83713,3459.6238,RIGHT_HAND,1100,0
8,-83.10101,-44.216995,3561.4014,TORSO,1100,0
9,-174.2894,-255.39575,3509.6946,LEFT_HIP,1100,0
10,21.873436,-253.54395,3534.053,RIGHT_HIP,1100,0
11,-160.1463,-682.29926,3539.9395,LEFT_KNEE,1100,0
12,136.31506,-649.2799,3417.5168,RIGHT_KNEE,1100,0
13,-172.06961,-1053.2656,3377.7346,LEFT_FOOT,1100,0
14,275.03006,-1044.9062,3378.3113,RIGHT_FOOT,1100,0
0,-92.02016,375.93246,3626.6133,HEAD,1100,0
1,-85.33259,161.29375,3596.2156,NECK,1100,0
2,-235.716,158.73294,3582.0977,LEFT_SHOULDER,1100,0
3,65.050835,163.85455,3610.3335,RIGHT_SHOULDER,1100,0
4,-298.93402,-144.99875,3529.6882,LEFT_ELBOW,1100,0
5,171.81259,-140.54086,3612.1262,RIGHT_ELBOW,1100,0
6,-349.2916,-427.36792,3406.6748,LEFT_HAND,1100,0
7,255.7945,-401.94913,3476.327,RIGHT_HAND,1100,0
8,-78.49214,-49.839386,3561.6475,TORSO,1100,0
9,-170.0269,-262.6477,3517.844,LEFT_HIP,1100,0
10,26.723492,-259.29733,3536.3147,RIGHT_HIP,1100,0
11,-146.3946,-688.19324,3557.7517,LEFT_KNEE,1100,0
12,145.96523,-656.01434,3428.199,RIGHT_KNEE,1100,0
13,-164.34799,-1064.3506,3391.8904,LEFT_FOOT,1100,0
14,284.59357,-1052.2045,3384.3447,RIGHT_FOOT,1100,0
0,-84.25153,373.77142,3639.809,HEAD,1100,0
1,-76.20317,160.25595,3603.1765,NECK,1100,0
2,-226.74596,156.73781,3590.679,LEFT_SHOULDER,1100,0
3,74.339615,163.77411,3615.674,RIGHT_SHOULDER,1100,0
4,-293.50098,-134.97704,3522.847,LEFT_ELBOW,1100,0
5,169.31326,-128.74594,3617.109,RIGHT_ELBOW,1100,0
6,-327.73883,-415.28052,3401.5608,LEFT_HAND,1100,0
7,249.70514,-396.50262,3491.223,RIGHT_HAND,1100,0
8,-67.9676,-49.838497,3563.1152,TORSO,1100,0
9,-158.15663,-262.23312,3514.883,LEFT_HIP,1100,0
10,38.6926,-257.63278,3531.2249,RIGHT_HIP,1100,0
11,-133.4555,-688.7739,3531.756,LEFT_KNEE,1100,0
12,157.2844,-653.812,3420.056,RIGHT_KNEE,1100,0
13,-156.5349,-1055.6722,3378.8972,LEFT_FOOT,1100,0
14,297.78558,-1043.5283,3376.9607,RIGHT_FOOT,1100,0
0,-75.15078,378.3532,3649.4702,HEAD,1100,0
1,-64.38035,165.349,3607.9155,NECK,1100,0
2,-213.87227,162.3594,3587.449,LEFT_SHOULDER,1100,0
3,85.111565,168.3386,3628.382,RIGHT_SHOULDER,1100,0
4,-289.13318,-147.08026,3517.9736,LEFT_ELBOW,1100,0
5,180.26904,-127.79318,3617.114,RIGHT_ELBOW,1100,0
6,-316.62094,-425.83926,3396.9404,LEFT_HAND,1100,0
7,256.18982,-398.57275,3492.8293,RIGHT_HAND,1100,0
8,-54.127037,-43.81099,3563.5752,TORSO,1100,0
9,-141.75432,-254.92844,3505.8342,LEFT_HIP,1100,0
10,54.006866,-251.01352,3532.6355,RIGHT_HIP,1100,0
11,-125.10535,-681.88904,3528.0664,LEFT_KNEE,1100,0
12,163.3143,-652.66504,3433.0771,RIGHT_KNEE,1100,0
13,-150.23001,-1045.7242,3374.4014,LEFT_FOOT,1100,0
14,305.2171,-1034.9928,3392.4338,RIGHT_FOOT,1100,0
0,-63.84835,380.21887,3669.7324,HEAD,1100,0
1,-51.479298,170.57834,3617.4832,NECK,1100,0
2,-201.08351,166.28952,3597.2126,LEFT_SHOULDER,1100,0
3,98.12492,174.86716,3637.7537,RIGHT_SHOULDER,1100,0
4,-276.58258,-153.53491,3520.0054,LEFT_ELBOW,1100,0
5,185.0585,-119.16638,3618.6946,RIGHT_ELBOW,1100,0
6,-311.11914,-434.39792,3393.7534,LEFT_HAND,1100,0
7,256.54788,-397.78192,3510.8184,RIGHT_HAND,1100,0
8,-38.468662,-36.486862,3565.2695,TORSO,1100,0
9,-123.21663,-246.35458,3499.8103,LEFT_HIP,1100,0
10,72.30057,-240.74954,3526.3015,RIGHT_HIP,1100,0
11,-119.00035,-672.25037,3538.038,LEFT_KNEE,1100,0
12,171.85342,-647.05664,3436.1023,RIGHT_KNEE,1100,0
13,-149.02345,-1045.4934,3377.6257,LEFT_FOOT,1100,0
14,309.26038,-1030.4773,3390.1433,RIGHT_FOOT,1100,0
0,-53.47458,377.13098,3679.3396,HEAD,1100,0
1,-37.318974,168.8046,3623.2012,NECK,1100,0
2,-186.83615,162.79474,3602.3396,LEFT_SHOULDER,1100,0
3,112.19821,174.81445,3644.0627,RIGHT_SHOULDER,1100,0
4,-258.78998,-141.27252,3532.5198,LEFT_ELBOW,1100,0
5,190.0484,-115.60678,3619.034,RIGHT_ELBOW,1100,0
6,-298.54102,-422.8786,3408.3938,LEFT_HAND,1100,0
7,261.726,-390.63675,3501.7102,RIGHT_HAND,1100,0
8,-21.220596,-37.093224,3567.1377,TORSO,1100,0
9,-102.86482,-246.9198,3497.4365,LEFT_HIP,1100,0
10,92.62038,-239.06226,3524.712,RIGHT_HIP,1100,0
11,-106.717606,-672.72766,3539.5156,LEFT_KNEE,1100,0
12,178.67487,-650.7594,3446.966,RIGHT_KNEE,1100,0
13,-145.7827,-1055.593,3378.4927,LEFT_FOOT,1100,0
14,314.18274,-1040.1903,3401.6206,RIGHT_FOOT,1100,0
0,-39.323288,373.81354,3666.747,HEAD,1100,0
1,-25.086964,163.26785,3617.2537,NECK,1100,0
2,-175.2371,155.03262,3607.7769,LEFT_SHOULDER,1100,0
3,125.06316,171.50307,3626.7305,RIGHT_SHOULDER,1100,0
4,-248.65442,-145.7941,3543.284,LEFT_ELBOW,1100,0
5,183.24078,-55.14012,3622.1035,RIGHT_ELBOW,1100,0
6,-277.1727,-430.2772,3410.3442,LEFT_HAND,1100,0
7,260.64056,-314.1466,3551.9414,RIGHT_HAND,1100,0
8,-10.529124,-44.215538,3566.9,TORSO,1100,0
9,-94.429924,-257.09903,3510.3318,LEFT_HIP,1100,0
10,102.48736,-246.2988,3522.7605,RIGHT_HIP,1100,0
11,-108.45235,-682.9664,3550.6736,LEFT_KNEE,1100,0
12,179.02734,-662.34863,3460.1257,RIGHT_KNEE,1100,0
13,-158.14041,-1066.697,3389.8406,LEFT_FOOT,1100,0
14,301.7997,-1050.1725,3402.6433,RIGHT_FOOT,1100,0
0,-25.757399,374.76355,3678.4648,HEAD,1101,0
1,-17.650215,167.02081,3625.147,NECK,1101,0
2,-168.30437,162.28094,3620.6611,LEFT_SHOULDER,1101,0
3,133.00392,171.76068,3629.6328,RIGHT_SHOULDER,1101,0
4,-229.90005,-152.37189,3535.672,LEFT_ELBOW,1101,0
5,199.60034,-67.28374,3617.0288,RIGHT_ELBOW,1101,0
6,-267.12177,-436.3951,3415.5835,LEFT_HAND,1101,0
7,287.18512,-326.5193,3562.1765,RIGHT_HAND,1101,0
8,-9.502739,-39.418793,3569.647,TORSO,1101,0
9,-99.79644,-248.95554,3511.2158,LEFT_HIP,1101,0
10,97.085915,-242.76126,3517.0781,RIGHT_HIP,1101,0
11,-114.66131,-675.9132,3529.301,LEFT_KNEE,1101,0
12,174.60028,-660.8517,3471.455,RIGHT_KNEE,1101,0
13,-170.65988,-1047.2385,3377.2615,LEFT_FOOT,1101,0
14,285.61346,-1044.8129,3400.5994,RIGHT_FOOT,1101,0
0,-11.997368,374.04944,3666.4006,HEAD,1101,0
1,-6.1103125,164.10632,3619.4023,NECK,1101,0
2,-155.62819,157.86513,3631.061,LEFT_SHOULDER,1101,0
3,143.40755,170.34752,3607.7437,RIGHT_SHOULDER,1101,0
4,-220.09467,-151.95317,3534.957,LEFT_ELBOW,1101,0
5,221.14786,-112.930405,3610.213,RIGHT_ELBOW,1101,0
6,-257.7056,-437.2975,3423.639,LEFT_HAND,1101,0
7,301.40622,-377.98755,3528.4026,RIGHT_HAND,1101,0
8,-1.2645054,-44.017227,3570.1348,TORSO,1101,0
9,-94.64804,-256.2411,3528.5266,LEFT_HIP,1101,0
10,101.81065,-248.04048,3513.2078,RIGHT_HIP,1101,0
11,-97.36901,-683.82764,3540.4016,LEFT_KNEE,1101,0
12,192.83142,-664.52075,3479.837,RIGHT_KNEE,1101,0
13,-157.71643,-1062.4031,3392.3994,LEFT_FOOT,1101,0
14,295.59103,-1055.9708,3407.7124,RIGHT_FOOT,1101,0
0,4.3410163,371.7638,3678.1777,HEAD,1101,0
1,6.5154743,163.70105,3625.5342,NECK,1101,0
2,-143.7173,159.7784,3635.3157,LEFT_SHOULDER,1101,0
3,156.74825,167.62372,3615.7527,RIGHT_SHOULDER,1101,0
4,-202.01242,-154.50514,3532.4314,LEFT_ELBOW,1101,0
5,239.82053,-111.040436,3608.0686,RIGHT_ELBOW,1101,0
6,-232.04205,-441.89935,3429.711,LEFT_HAND,1101,0
7,301.6262,-378.19424,3503.623,RIGHT_HAND,1101,0
8,8.411796,-43.362892,3571.622,TORSO,1101,0
9,-87.610275,-252.98355,3524.0854,LEFT_HIP,1101,0
10,108.22652,-247.87015,3511.3345,RIGHT_HIP,1101,0
11,-87.05124,-680.1472,3511.5383,LEFT_KNEE,1101,0
12,211.11618,-662.28625,3486.2014,RIGHT_KNEE,1101,0
13,-156.73528,-1051.95,3368.4524,LEFT_FOOT,1101,0
14,299.98657,-1047.471,3408.7498,RIGHT_FOOT,1101,0
0,15.459991,373.35187,3665.4385,HEAD,1101,0
1,35.68527,134.24432,3613.882,NECK,1101,0
2,-114.841156,136.65298,3616.1829,LEFT_SHOULDER,1101,0
3,186.21169,131.83566,3611.5813,RIGHT_SHOULDER,1101,0
4,-181.1054,-154.16641,3548.105,LEFT_ELBOW,1101,0
5,253.12337,-113.4198,3609.15,RIGHT_ELBOW,1101,0
6,-220.00902,-447.75198,3443.7449,LEFT_HAND,1101,0
7,307.7036,-379.69946,3490.1394,RIGHT_HAND,1101,0
8,31.586401,-73.621124,3563.335,TORSO,1101,0
9,-71.5822,-279.9013,3514.3022,LEFT_HIP,1101,0
10,126.55726,-283.07184,3511.2734,RIGHT_HIP,1101,0
11,-73.22775,-700.9567,3506.1973,LEFT_KNEE,1101,0
12,227.41953,-685.6074,3501.2915,RIGHT_KNEE,1101,0
13,-148.55023,-1077.3557,3366.9653,LEFT_FOOT,1101,0
14,310.91666,-1069.6182,3413.5444,RIGHT_FOOT,1101,0
0,29.759861,377.56192,3659.4119,HEAD,1101,0
1,45.616234,149.32709,3616.5542,NECK,1101,0
2,-104.777336,148.97397,3609.6238,LEFT_SHOULDER,1101,0
3,196.0098,149.68024,3623.4846,RIGHT_SHOULDER,1101,0
4,-170.20502,-156.00592,3554.7148,LEFT_ELBOW,1101,0
5,276.78067,-136.91617,3601.2122,RIGHT_ELBOW,1101,0
6,-214.43985,-450.18866,3457.596,LEFT_HAND,1101,0
7,314.62436,-402.69418,3471.5146,RIGHT_HAND,1101,0
8,48.19345,-59.706535,3571.2778,TORSO,1101,0
9,-49.224243,-268.97498,3521.3936,LEFT_HIP,1101,0
10,150.76558,-268.50537,3530.6094,RIGHT_HIP,1101,0
11,-72.30964,-697.39,3507.0012,LEFT_KNEE,1101,0
12,248.13391,-689.3947,3508.3984,RIGHT_KNEE,1101,0
13,-145.01978,-1052.5317,3383.2625,LEFT_FOOT,1101,0
14,317.40952,-1035.9076,3430.8247,RIGHT_FOOT,1101,0
0,41.085487,376.00043,3657.204,HEAD,1101,0
1,56.052296,155.13672,3617.2336,NECK,1101,0
2,-94.584816,151.44043,3610.7886,LEFT_SHOULDER,1101,0
3,206.6894,158.83301,3623.6787,RIGHT_SHOULDER,1101,0
4,-157.08803,-157.49713,3563.819,LEFT_ELBOW,1101,0
5,286.40518,-142.45853,3601.615,RIGHT_ELBOW,1101,0
6,-210.7764,-450.4041,3452.994,LEFT_HAND,1101,0
7,339.13242,-403.9203,3464.766,RIGHT_HAND,1101,0
8,63.00522,-54.498863,3574.9524,TORSO,1101,0
9,-29.291052,-266.5698,3528.4248,LEFT_HIP,1101,0
10,169.20734,-261.6991,3536.9175,RIGHT_HIP,1101,0
11,-71.862076,-692.6714,3524.4626,LEFT_KNEE,1101,0
12,257.75357,-682.5797,3525.7449,RIGHT_KNEE,1101,0
13,-149.43224,-1056.7123,3381.8455,LEFT_FOOT,1101,0
14,318.0231,-1035.4578,3418.9648,RIGHT_FOOT,1101,0
0,51.549564,377.2693,3674.0679,HEAD,1101,0
1,63.421352,162.04752,3627.489,NECK,1101,0
2,-86.016205,153.86528,3637.6323,LEFT_SHOULDER,1101,0
3,212.85892,170.22975,3617.3457,RIGHT_SHOULDER,1101,0
4,-145.95944,-158.97871,3563.9238,LEFT_ELBOW,1101,0
5,298.81396,-136.00972,3601.2014,RIGHT_ELBOW,1101,0
6,-206.86769,-447.86957,3452.5522,LEFT_HAND,1101,0
7,350.98917,-403.0952,3461.3357,RIGHT_HAND,1101,0
8,71.48207,-46.042175,3578.3872,TORSO,1101,0
9,-19.175083,-259.53702,3535.986,LEFT_HIP,1101,0
10,178.26067,-248.72672,3522.5847,RIGHT_HIP,1101,0
11,-81.102036,-682.21985,3517.422,LEFT_KNEE,1101,0
12,254.11671,-670.7436,3506.502,RIGHT_KNEE,1101,0
13,-163.49896,-1054.5428,3378.9739,LEFT_FOOT,1101,0
14,311.74698,-1033.1482,3396.5195,RIGHT_FOOT,1101,0
0,58.319656,378.74997,3665.046,HEAD,1101,0
1,69.450935,162.9854,3624.6846,NECK,1101,0
2,-79.48858,153.45366,3642.9385,LEFT_SHOULDER,1101,0
3,218.39044,172.51712,3606.4307,RIGHT_SHOULDER,1101,0
4,-140.82605,-160.58513,3581.9148,LEFT_ELBOW,1101,0
5,304.55914,-134.89847,3602.6484,RIGHT_ELBOW,1101,0
6,-201.84573,-453.18555,3468.601,LEFT_HAND,1101,0
7,349.4076,-402.26535,3452.1494,RIGHT_HAND,1101,0
8,77.49762,-46.353504,3581.029,TORSO,1101,0
9,-11.823393,-261.92368,3549.307,LEFT_HIP,1101,0
10,182.91202,-249.46112,3525.4402,RIGHT_HIP,1101,0
11,-81.6231,-683.71924,3531.4727,LEFT_KNEE,1101,0
12,251.34827,-672.28625,3526.0745,RIGHT_KNEE,1101,0
13,-172.68562,-1066.5345,3392.6958,LEFT_FOOT,1101,0
14,309.53204,-1050.4241,3412.2053,RIGHT_FOOT,1101,0
0,65.252716,381.41876,3677.5422,HEAD,1101,0
1,74.86284,168.5525,3632.9424,NECK,1101,0
2,-74.16002,158.92021,3653.4946,LEFT_SHOULDER,1101,0
3,223.8857,178.1848,3612.3901,RIGHT_SHOULDER,1101,0
4,-134.45125,-164.26903,3587.96,LEFT_ELBOW,1101,0
5,322.2464,-130.47786,3600.836,RIGHT_ELBOW,1101,0
6,-179.97284,-455.54565,3487.6047,LEFT_HAND,1101,0
7,346.6118,-402.4392,3451.3687,RIGHT_HAND,1101,0
8,81.6696,-39.84199,3584.629,TORSO,1101,0
9,-8.816374,-254.52515,3549.7334,LEFT_HIP,1101,0
