joint,x,y,z,jointname,time,voiceover
3,195.57445,201.1936,3099.1396,RIGHT_SHOULDER,11207,0
4,-115.50165,-66.266174,3175.419,LEFT_ELBOW,11207,0
5,266.2317,-53.488724,3115.2344,RIGHT_ELBOW,11207,0
6,-117.81654,-294.93753,2987.2327,LEFT_HAND,11207,0
7,269.62723,-299.9809,2956.482,RIGHT_HAND,11207,0
8,65.07834,-20.945961,3081.4683,TORSO,11207,0
9,-9.839636,-237.88403,3053.2217,LEFT_HIP,11207,0
10,162.12097,-221.79048,3020.5015,RIGHT_HIP,11207,0
11,2.8042479,-619.3296,3016.3418,LEFT_KNEE,11207,0
12,158.43668,-601.2583,2996.8,RIGHT_KNEE,11207,0
13,28.64518,-963.3604,3011.8137,LEFT_FOOT,11207,0
14,151.89047,-951.8303,2984.2627,RIGHT_FOOT,11207,0
0,62.16954,469.66638,3205.2134,HEAD,11207,0
1,54.723488,187.02312,3124.8145,NECK,11207,0
2,-87.117485,174.31335,3148.1548,LEFT_SHOULDER,11207,0
3,196.56447,199.73288,3101.4736,RIGHT_SHOULDER,11207,0
4,-109.321304,-63.0455,3158.3477,LEFT_ELBOW,11207,0
5,266.524,-53.19049,3117.982,RIGHT_ELBOW,11207,0
6,-126.05137,-291.46362,2965.6494,LEFT_HAND,11207,0
7,280.66602,-284.7126,2935.9436,RIGHT_HAND,11207,0
8,65.62548,-21.256632,3077.6494,TORSO,11207,0
9,-8.39772,-237.14616,3044.4595,LEFT_HIP,11207,0
10,161.45267,-221.9266,3016.5098,RIGHT_HIP,11207,0
11,3.5292845,-621.1214,3018.502,LEFT_KNEE,11207,0
12,158.01135,-600.58215,2991.7576,RIGHT_KNEE,11207,0
13,27.509674,-970.74084,3025.1406,LEFT_FOOT,11207,0
14,151.3483,-950.8826,2980.864,RIGHT_FOOT,11207,0
0,62.005196,469.57288,3203.758,HEAD,11207,0
1,56.207207,186.61694,3123.52,NECK,11207,0
2,-85.84556,174.69197,3144.755,LEFT_SHOULDER,11207,0
3,198.25998,198.54192,3102.2852,RIGHT_SHOULDER,11207,0
4,-110.982544,-65.989426,3161.1196,LEFT_ELBOW,11207,0
5,265.901,-54.189377,3118.598,RIGHT_ELBOW,11207,0
6,-122.22573,-294.27408,2969.0745,LEFT_HAND,11207,0
7,274.0379,-296.2198,2945.8105,RIGHT_HAND,11207,0
8,66.63992,-20.822922,3076.8167,TORSO,11207,0
9,-8.008547,-235.40514,3042.8315,LEFT_HIP,11207,0
10,162.15381,-221.12044,3017.395,RIGHT_HIP,11207,0
11,3.951089,-620.7693,3017.3884,LEFT_KNEE,11207,0
12,158.46255,-599.522,2991.2815,RIGHT_KNEE,11207,0
13,28.787617,-968.59534,3022.5664,LEFT_FOOT,11207,0
14,151.78152,-949.50684,2981.0823,RIGHT_FOOT,11207,0
0,62.141304,470.4283,3202.683,HEAD,11207,0
1,56.80152,186.21875,3124.6155,NECK,11207,0
2,-85.5012,171.71361,3144.3625,LEFT_SHOULDER,11207,0
3,199.10423,200.72389,3104.8684,RIGHT_SHOULDER,11207,0
4,-105.74598,-64.82985,3144.937,LEFT_ELBOW,11207,0
5,264.78943,-52.996872,3115.9482,RIGHT_ELBOW,11207,0
6,-117.150185,-312.68073,2972.581,LEFT_HAND,11207,0
7,274.38916,-294.61627,2951.0928,RIGHT_HAND,11207,0
8,71.08532,-17.286512,3078.0637,TORSO,11207,0
9,6.383848,-228.84286,3042.4727,LEFT_HIP,11207,0
10,164.35439,-212.74068,3020.5513,RIGHT_HIP,11207,0
11,3.6811197,-628.4978,3014.235,LEFT_KNEE,11207,0
12,159.10304,-590.4626,2991.8567,RIGHT_KNEE,11207,0
13,27.782396,-977.917,3017.4197,LEFT_FOOT,11207,0
14,152.51564,-940.07874,2982.5974,RIGHT_FOOT,11207,0
0,61.729527,471.8319,3202.0715,HEAD,11207,0
1,58.88226,190.18762,3125.7393,NECK,11207,0
2,-85.98948,177.42471,3146.48,LEFT_SHOULDER,11207,0
3,203.754,202.95055,3104.9985,RIGHT_SHOULDER,11207,0
4,-107.01158,-61.111816,3149.012,LEFT_ELBOW,11207,0
5,264.60358,-59.127823,3113.5913,RIGHT_ELBOW,11207,0
6,-126.066956,-265.64014,2966.6575,LEFT_HAND,11207,0
7,284.97595,-304.71902,2964.1458,RIGHT_HAND,11207,0
8,70.54823,-17.361841,3079.507,TORSO,11207,0
9,-0.17068005,-232.16925,3045.0696,LEFT_HIP,11207,0
10,164.59909,-217.65337,3021.4802,RIGHT_HIP,11207,0
11,4.9936037,-621.54346,3013.6206,LEFT_KNEE,11207,0
12,158.45091,-596.02423,2989.6646,RIGHT_KNEE,11207,0
13,29.325336,-968.76825,3022.6074,LEFT_FOOT,11207,0
14,151.79266,-945.4955,2982.3171,RIGHT_FOOT,11207,0
0,61.124928,472.4206,3201.216,HEAD,11208,0
1,57.998955,187.99532,3125.3745,NECK,11208,0
2,-86.40678,175.21004,3143.2817,LEFT_SHOULDER,11208,0
3,202.40468,200.7806,3107.4673,RIGHT_SHOULDER,11208,0
4,-104.07292,-63.192535,3137.5881,LEFT_ELBOW,11208,0
5,264.42523,-57.16725,3115.4004,RIGHT_ELBOW,11208,0
6,-116.787125,-283.17892,2973.7615,LEFT_HAND,11208,0
7,285.60492,-283.2197,2936.7012,RIGHT_HAND,11208,0
8,70.30009,-18.41947,3077.1965,TORSO,11208,0
9,-0.16946602,-232.16254,3039.2827,LEFT_HIP,11208,0
10,165.3719,-217.50597,3018.7544,RIGHT_HIP,11208,0
11,5.6622405,-620.63354,3014.5283,LEFT_KNEE,11208,0
12,157.6509,-596.3208,2985.9385,RIGHT_KNEE,11208,0
13,30.66955,-966.1407,3029.4124,LEFT_FOOT,11208,0
14,151.58952,-946.35254,2979.949,RIGHT_FOOT,11208,0
0,61.40898,472.53802,3199.9956,HEAD,11208,0
1,47.27469,181.33485,3130.2007,NECK,11208,0
2,-86.89081,166.94495,3140.447,LEFT_SHOULDER,11208,0
3,181.44019,195.72476,3119.9543,RIGHT_SHOULDER,11208,0
4,-103.03651,-70.683136,3135.1338,LEFT_ELBOW,11208,0
5,263.01566,-49.213013,3116.6382,RIGHT_ELBOW,11208,0
6,-118.69904,-309.15228,2971.3625,LEFT_HAND,11208,0
7,277.80908,-300.6272,2961.8562,RIGHT_HAND,11208,0
8,65.15338,-22.113314,3078.5808,TORSO,11208,0
9,0.118219376,-234.45439,3033.293,LEFT_HIP,11208,0
10,165.94592,-216.66856,3020.629,RIGHT_HIP,11208,0
11,5.9735856,-621.1114,3012.4304,LEFT_KNEE,11208,0
12,157.08102,-595.6378,2985.704,RIGHT_KNEE,11208,0
13,30.801785,-965.91187,3028.5847,LEFT_FOOT,11208,0
14,151.98668,-946.0618,2981.545,RIGHT_FOOT,11208,0
0,62.12442,472.91,3198.8984,HEAD,11208,0
1,51.58673,181.53748,3126.928,NECK,11208,0
2,-86.75752,166.8385,3144.64,LEFT_SHOULDER,11208,0
3,189.931,196.23645,3109.216,RIGHT_SHOULDER,11208,0
4,-104.1437,-73.8578,3145.111,LEFT_ELBOW,11208,0
5,263.02167,-48.22975,3111.489,RIGHT_ELBOW,11208,0
6,-126.23384,-294.1029,2963.3376,LEFT_HAND,11208,0
7,273.3606,-295.22455,2942.2776,RIGHT_HAND,11208,0
8,65.92103,-21.632208,3070.2803,TORSO,11208,0
9,-0.7784052,-233.41165,3024.007,LEFT_HIP,11208,0
10,161.28905,-216.19211,3003.258,RIGHT_HIP,11208,0
11,5.623543,-619.12646,3006.5193,LEFT_KNEE,11208,0
12,157.72778,-596.88196,2989.616,RIGHT_KNEE,11208,0
13,31.070202,-964.1304,3021.3118,LEFT_FOOT,11208,0
14,156.99371,-949.8142,2993.68,RIGHT_FOOT,11208,0
0,62.54182,473.21854,3198.5283,HEAD,11208,0
1,53.286247,182.55536,3124.9565,NECK,11208,0
2,-87.12133,167.63132,3142.218,LEFT_SHOULDER,11208,0
3,193.69382,197.4794,3107.695,RIGHT_SHOULDER,11208,0
4,-102.37834,-74.150406,3139.4663,LEFT_ELBOW,11208,0
5,262.85056,-47.299713,3109.8105,RIGHT_ELBOW,11208,0
6,-119.73596,-296.11844,2956.65,LEFT_HAND,11208,0
7,279.0274,-282.95505,2921.4956,RIGHT_HAND,11208,0
8,67.96228,-20.617603,3068.672,TORSO,11208,0
9,0.12757301,-232.5607,3022.5315,LEFT_HIP,11208,0
10,165.14906,-215.02043,3002.244,RIGHT_HIP,11208,0
11,7.486312,-618.2888,3006.4565,LEFT_KNEE,11208,0
12,157.6432,-598.5803,2986.2756,RIGHT_KNEE,11208,0
13,32.740425,-963.9583,3024.5127,LEFT_FOOT,11208,0
14,155.51979,-950.5431,2990.2556,RIGHT_FOOT,11208,0
0,63.379242,473.58276,3198.5696,HEAD,11208,0
1,53.867065,183.24904,3124.288,NECK,11208,0
2,-87.92743,168.67996,3141.224,LEFT_SHOULDER,11208,0
3,195.66156,197.81812,3107.352,RIGHT_SHOULDER,11208,0
4,-100.318,-73.06282,3132.3826,LEFT_ELBOW,11208,0
5,263.697,-49.08008,3109.2876,RIGHT_ELBOW,11208,0
6,-118.804695,-303.08237,2965.938,LEFT_HAND,11208,0
7,271.97552,-294.2459,2925.3333,RIGHT_HAND,11208,0
8,68.35683,-20.821165,3070.0513,TORSO,11208,0
9,-0.24324226,-233.42867,3025.7388,LEFT_HIP,11208,0
10,165.93642,-216.35406,3005.8901,RIGHT_HIP,11208,0
11,8.338344,-619.5351,3009.0378,LEFT_KNEE,11208,0
12,157.9579,-598.51935,2984.0159,RIGHT_KNEE,11208,0
13,35.090775,-963.321,3024.9807,LEFT_FOOT,11208,0
14,154.57431,-951.65137,2988.236,RIGHT_FOOT,11208,0
0,63.782818,473.21613,3198.3171,HEAD,11208,0
1,52.37146,184.2018,3116.6047,NECK,11208,0
2,-88.701355,168.98059,3135.7266,LEFT_SHOULDER,11208,0
3,193.44427,199.423,3097.483,RIGHT_SHOULDER,11208,0
4,-101.17672,-72.62361,3128.6917,LEFT_ELBOW,11208,0
5,262.38498,-42.681107,3078.0537,RIGHT_ELBOW,11208,0
6,-115.92407,-293.51385,2962.5999,LEFT_HAND,11208,0
7,277.64664,-296.0202,2938.825,RIGHT_HAND,11208,0
8,67.716705,-21.565832,3066.0212,TORSO,11208,0
9,0.0741272,-236.28752,3026.6865,LEFT_HIP,11208,0
10,166.04977,-218.3794,3004.189,RIGHT_HIP,11208,0
11,9.8154335,-625.6564,3012.7317,LEFT_KNEE,11208,0
12,158.89262,-605.1339,2979.7036,RIGHT_KNEE,11208,0
13,36.458687,-971.9263,3008.7378,LEFT_FOOT,11208,0
14,153.61533,-961.4359,2988.1782,RIGHT_FOOT,11208,0
0,64.36591,473.1804,3197.38,HEAD,11208,0
1,53.1169,183.84601,3117.888,NECK,11208,0
2,-88.87352,169.1807,3134.975,LEFT_SHOULDER,11208,0
3,195.10733,198.5113,3100.8008,RIGHT_SHOULDER,11208,0
4,-101.34257,-73.05913,3128.3792,LEFT_ELBOW,11208,0
5,263.63165,-44.960266,3091.1777,RIGHT_ELBOW,11208,0
6,-115.28968,-289.97144,2964.5952,LEFT_HAND,11208,0
7,285.9189,-297.22827,2955.8875,RIGHT_HAND,11208,0
8,68.45162,-22.236773,3068.4417,TORSO,11208,0
9,-0.7300987,-237.04874,3029.166,LEFT_HIP,11208,0
10,168.30278,-219.59038,3008.8247,RIGHT_HIP,11208,0
11,9.113782,-624.46155,3012.9714,LEFT_KNEE,11208,0
12,158.32614,-601.99005,2979.0327,RIGHT_KNEE,11208,0
13,35.90154,-968.86884,3017.5815,LEFT_FOOT,11208,0
14,153.48225,-957.929,2987.9402,RIGHT_FOOT,11208,0
0,65.0442,473.9893,3196.7195,HEAD,11208,0
1,52.50528,183.13867,3110.9148,NECK,11208,0
2,-89.8098,169.12508,3125.4028,LEFT_SHOULDER,11208,0
3,194.82034,197.15228,3096.4268,RIGHT_SHOULDER,11208,0
4,-101.708084,-73.67767,3132.726,LEFT_ELBOW,11208,0
5,263.54474,-47.495255,3091.5813,RIGHT_ELBOW,11208,0
6,-123.81337,-297.09647,2995.1753,LEFT_HAND,11208,0
7,272.63492,-295.27863,2931.6006,RIGHT_HAND,11208,0
8,68.06478,-23.396233,3063.9824,TORSO,11208,0
9,-0.997427,-238.26375,3025.6648,LEFT_HIP,11208,0
10,168.246,-221.59854,3008.4353,RIGHT_HIP,11208,0
11,8.685497,-623.2079,3010.8477,LEFT_KNEE,11208,0
12,158.54396,-601.57477,2979.8052,RIGHT_KNEE,11208,0
13,36.363064,-966.0452,3020.282,LEFT_FOOT,11208,0
14,153.26506,-956.34937,2989.4792,RIGHT_FOOT,11208,0
0,65.2336,474.7558,3195.995,HEAD,11208,0
1,52.89451,182.51541,3111.3525,NECK,11208,0
2,-89.81577,168.62613,3125.4678,LEFT_SHOULDER,11208,0
3,195.6048,196.40468,3097.2373,RIGHT_SHOULDER,11208,0
4,-104.164986,-72.15282,3133.1555,LEFT_ELBOW,11208,0
5,263.20197,-39.805252,3111.9695,RIGHT_ELBOW,11208,0
6,-125.13698,-294.65903,2992.1792,LEFT_HAND,11208,0
7,272.52713,-296.09314,2929.3147,RIGHT_HAND,11208,0
8,68.51607,-24.524008,3065.566,TORSO,11208,0
9,-0.84724617,-239.83456,3028.185,LEFT_HIP,11208,0
10,169.1225,-223.29227,3011.3735,RIGHT_HIP,11208,0
11,8.902113,-623.2118,3014.6956,LEFT_KNEE,11208,0
12,157.77747,-601.0211,2976.0923,RIGHT_KNEE,11208,0
13,36.40233,-963.9536,3024.678,LEFT_FOOT,11208,0
14,152.69728,-954.7167,2985.299,RIGHT_FOOT,11208,0
0,65.05647,474.7435,3195.5354,HEAD,11208,0
1,53.682587,181.56409,3111.0425,NECK,11208,0
2,-89.350555,168.07915,3124.9573,LEFT_SHOULDER,11208,0
3,196.71574,195.04903,3097.1277,RIGHT_SHOULDER,11208,0
4,-104.30073,-70.58336,3132.4485,LEFT_ELBOW,11208,0
5,263.69965,-46.151505,3104.9507,RIGHT_ELBOW,11208,0
6,-124.08966,-293.53632,2991.371,LEFT_HAND,11208,0
7,291.00967,-286.8693,2930.9604,RIGHT_HAND,11208,0
8,68.61852,-24.196026,3065.1675,TORSO,11208,0
9,-1.5961695,-237.98401,3027.5762,LEFT_HIP,11208,0
10,168.70508,-221.92828,3011.0088,RIGHT_HIP,11208,0
11,8.491344,-620.86804,3015.6677,LEFT_KNEE,11208,0
12,157.05238,-602.5735,2975.5056,RIGHT_KNEE,11208,0
13,35.59295,-959.90125,3025.397,LEFT_FOOT,11208,0
14,152.0219,-956.50616,2985.5176,RIGHT_FOOT,11208,0
0,64.71586,474.09888,3195.2957,HEAD,11208,0
1,54.296494,181.38368,3109.5718,NECK,11208,0
2,-89.061066,168.38794,3121.7305,LEFT_SHOULDER,11208,0
3,197.65405,194.37941,3097.4126,RIGHT_SHOULDER,11208,0
4,-104.868454,-70.01048,3129.0688,LEFT_ELBOW,11208,0
5,264.0945,-49.343765,3101.9065,RIGHT_ELBOW,11208,0
6,-123.15353,-293.49597,2991.64,LEFT_HAND,11208,0
7,273.58502,-299.54224,2937.9976,RIGHT_HAND,11208,0
8,69.030624,-23.250721,3064.5725,TORSO,11208,0
9,-1.7305155,-235.63548,3026.8247,LEFT_HIP,11208,0
10,169.26003,-220.13475,3012.3223,RIGHT_HIP,11208,0
11,8.580809,-619.1047,3015.5134,LEFT_KNEE,11208,0
12,156.75185,-603.78094,2974.5898,RIGHT_KNEE,11208,0
13,35.010094,-958.1105,3025.8943,LEFT_FOOT,11208,0
14,150.14908,-948.877,2983.4758,RIGHT_FOOT,11208,0
0,64.37877,473.21225,3194.854,HEAD,11208,0
1,54.011433,182.01685,3109.2893,NECK,11208,0
2,-88.781136,168.34888,3123.5803,LEFT_SHOULDER,11208,0
3,196.804,195.6848,3094.9983,RIGHT_SHOULDER,11208,0
4,-105.240906,-72.01495,3127.8071,LEFT_ELBOW,11208,0
5,263.63956,-47.709885,3097.2979,RIGHT_ELBOW,11208,0
6,-122.31204,-300.43576,2945.7197,LEFT_HAND,11208,0
7,273.43475,-299.0487,2936.6018,RIGHT_HAND,11208,0
8,68.64348,-19.028267,3063.208,TORSO,11208,0
9,-2.0265398,-228.2384,3025.6638,LEFT_HIP,11208,0
10,168.57759,-211.90834,3008.5896,RIGHT_HIP,11208,0
11,8.89106,-612.5177,3014.2825,LEFT_KNEE,11208,0
12,156.7196,-608.06226,2973.2659,RIGHT_KNEE,11208,0
13,35.00113,-950.6303,3027.3801,LEFT_FOOT,11208,0
14,150.97052,-958.1686,2984.2178,RIGHT_FOOT,11208,0
0,64.46755,472.3622,3194.3127,HEAD,11208,0
1,54.150116,181.63104,3105.4204,NECK,11208,0
2,-88.50986,168.88715,3116.745,LEFT_SHOULDER,11208,0
3,196.8101,194.37492,3094.0957,RIGHT_SHOULDER,11208,0
4,-107.725914,-71.81084,3125.0298,LEFT_ELBOW,11208,0
5,263.80493,-48.516663,3095.0527,RIGHT_ELBOW,11208,0
6,-139.22025,-298.16214,2940.535,LEFT_HAND,11208,0
7,279.19028,-301.39417,2927.0513,RIGHT_HAND,11208,0
8,68.666374,-20.010746,3061.3733,TORSO,11208,0
9,-3.222414,-229.37114,3024.1853,LEFT_HIP,11208,0
10,169.58766,-213.93393,3010.467,RIGHT_HIP,11208,0
11,8.347325,-612.5246,3012.7874,LEFT_KNEE,11208,0
12,157.17903,-605.4769,2973.4595,RIGHT_KNEE,11208,0
13,35.114212,-948.5017,3026.282,LEFT_FOOT,11208,0
14,151.60443,-958.5525,2984.669,RIGHT_FOOT,11208,0
0,64.208336,471.47906,3193.8787,HEAD,11208,0
1,54.587296,178.93434,3102.687,NECK,11208,0
2,-88.372925,166.42462,3113.51,LEFT_SHOULDER,11208,0
3,197.54752,191.44408,3091.864,RIGHT_SHOULDER,11208,0
4,-111.13567,-80.46286,3119.9792,LEFT_ELBOW,11208,0
5,263.4112,-50.47798,3090.604,RIGHT_ELBOW,11208,0
6,-128.77144,-292.15454,2944.7432,LEFT_HAND,11208,0
7,271.09625,-300.95728,2908.2224,RIGHT_HAND,11208,0
8,68.69088,-20.188044,3058.8235,TORSO,11208,0
9,-4.2979746,-226.93146,3021.5535,LEFT_HIP,11208,0
10,169.8869,-211.6894,3008.3665,RIGHT_HIP,11208,0
11,7.2653913,-606.6994,3011.1152,LEFT_KNEE,11208,0
12,158.50612,-609.15515,2973.5012,RIGHT_KNEE,11208,0
13,34.058376,-936.7484,3028.8748,LEFT_FOOT,11208,0
14,152.45174,-963.96155,2985.001,RIGHT_FOOT,11208,0
0,65.09575,469.33612,3192.4048,HEAD,11208,0
1,54.311443,177.1431,3100.0085,NECK,11208,0
2,-88.635376,164.49529,3111.6199,LEFT_SHOULDER,11208,0
3,197.25827,189.7909,3088.3972,RIGHT_SHOULDER,11208,0
4,-112.97191,-81.64218,3115.29,LEFT_ELBOW,11208,0
5,263.47913,-51.63861,3086.603,RIGHT_ELBOW,11208,0
6,-135.92493,-281.02905,2956.2507,LEFT_HAND,11208,0
7,271.91827,-301.74414,2910.7876,RIGHT_HAND,11208,0
8,68.27284,-20.412386,3056.6956,TORSO,11208,0
9,-4.922139,-225.67938,3020.4622,LEFT_HIP,11208,0
10,169.39062,-210.25635,3006.303,RIGHT_HIP,11208,0
11,6.3111467,-605.4773,3008.236,LEFT_KNEE,11208,0
12,158.12433,-608.8617,2975.1904,RIGHT_KNEE,11208,0
13,30.661957,-934.73364,3026.1362,LEFT_FOOT,11208,0
14,152.34528,-963.662,2986.2861,RIGHT_FOOT,11208,0
0,65.02607,467.51135,3190.7942,HEAD,11208,0
1,53.98343,171.73773,3096.2292,NECK,11208,0
2,-90.201904,158.9203,3110.1018,LEFT_SHOULDER,11208,0
3,198.16876,184.55516,3082.3567,RIGHT_SHOULDER,11208,0
4,-119.03809,-89.69156,3118.5637,LEFT_ELBOW,11208,0
5,263.59155,-55.935715,3079.3625,RIGHT_ELBOW,11208,0
6,-143.87852,-297.29108,2962.2239,LEFT_HAND,11208,0
7,286.63953,-291.41296,2926.9526,RIGHT_HAND,11208,0
8,67.21993,-24.126635,3052.8354,TORSO,11208,0
9,-7.019286,-227.7672,3017.858,LEFT_HIP,11208,0
10,167.93216,-212.2148,3001.0254,RIGHT_HIP,11208,0
11,5.271244,-604.1319,3004.8228,LEFT_KNEE,11208,0
12,158.72313,-609.4671,2978.9558,RIGHT_KNEE,11208,0
13,30.476349,-936.8729,3021.5728,LEFT_FOOT,11208,0
14,152.98347,-965.16785,2989.955,RIGHT_FOOT,11208,0
0,66.03996,465.62857,3189.1248,HEAD,11208,0
1,53.41909,170.97379,3096.0623,NECK,11208,0
2,-90.493416,157.9291,3109.7476,LEFT_SHOULDER,11208,0
3,197.33159,184.0185,3082.377,RIGHT_SHOULDER,11208,0
4,-126.29863,-117.077225,3104.336,LEFT_ELBOW,11208,0
5,263.77667,-54.853485,3082.379,RIGHT_ELBOW,11208,0
6,-141.69504,-292.84686,2951.047,LEFT_HAND,11208,0
7,277.08405,-283.9922,2908.1184,RIGHT_HAND,11208,0
8,67.211136,-26.367992,3052.9917,TORSO,11208,0
9,-5.849386,-231.58237,3018.1802,LEFT_HIP,11208,0
10,167.85576,-215.83717,3001.662,RIGHT_HIP,11208,0
11,5.1907396,-605.7714,3004.5251,LEFT_KNEE,11208,0
12,158.10474,-606.4158,2977.999,RIGHT_KNEE,11208,0
13,30.150085,-937.30286,3022.1309,LEFT_FOOT,11208,0
14,152.96538,-962.11633,2989.7786,RIGHT_FOOT,11208,0
0,65.5896,465.46643,3188.2905,HEAD,11208,0
1,47.41066,179.91609,3091.6216,NECK,11208,0
2,-92.19014,164.129,3110.6953,LEFT_SHOULDER,11208,0
3,187.01146,195.70317,3072.5479,RIGHT_SHOULDER,11208,0
4,-126.84555,-108.67038,3102.043,LEFT_ELBOW,11208,0
5,264.63843,-54.684784,3082.8308,RIGHT_ELBOW,11208,0
6,-152.17886,-279.83545,2943.2876,LEFT_HAND,11208,0
7,272.7744,-297.66437,2895.1511,RIGHT_HAND,11208,0
8,64.54503,-21.715643,3050.1392,TORSO,11208,0
9,-4.6707687,-233.11249,3020.4548,LEFT_HIP,11208,0
10,168.02957,-213.58226,2996.8586,RIGHT_HIP,11208,0
11,5.191552,-606.8396,3005.1052,LEFT_KNEE,11208,0
12,156.92802,-604.48535,2974.4658,RIGHT_KNEE,11208,0
13,31.078033,-939.8716,3024.9983,LEFT_FOOT,11208,0
14,151.98468,-959.9631,2986.2024,RIGHT_FOOT,11208,0
0,64.43299,463.8853,3185.4978,HEAD,11208,0
1,43.058243,182.11073,3086.0164,NECK,11208,0
2,-93.082306,164.68073,3109.5376,LEFT_SHOULDER,11208,0
3,179.19879,199.54076,3062.495,RIGHT_SHOULDER,11208,0
4,-128.08675,-102.098145,3099.343,LEFT_ELBOW,11208,0
5,265.4725,-49.870544,3084.8413,RIGHT_ELBOW,11208,0
6,-142.05759,-281.13647,2959.1816,LEFT_HAND,11208,0
7,281.31674,-285.08557,2907.8762,RIGHT_HAND,11208,0
8,62.142303,-20.342707,3046.4495,TORSO,11208,0
9,-4.334402,-233.75046,3021.665,LEFT_HIP,11208,0
10,166.78712,-211.84184,2992.1,RIGHT_HIP,11208,0
11,5.096814,-608.98444,3007.411,LEFT_KNEE,11208,0
12,156.12164,-603.7689,2972.4763,RIGHT_KNEE,11208,0
13,31.090557,-940.80396,3025.951,LEFT_FOOT,11208,0
14,150.85504,-959.2572,2983.9712,RIGHT_FOOT,11208,0
0,64.83726,463.9572,3183.836,HEAD,11208,0
1,42.92044,185.01671,3085.2502,NECK,11208,0
2,-92.96826,167.81647,3108.3455,LEFT_SHOULDER,11208,0
3,178.80914,202.21696,3062.155,RIGHT_SHOULDER,11208,0
4,-122.616646,-75.01181,3085.5715,LEFT_ELBOW,11208,0
5,252.30847,-32.75711,3061.1606,RIGHT_ELBOW,11208,0
6,-157.70316,-282.81366,2934.7507,LEFT_HAND,11208,0
7,276.36658,-274.68253,2886.3762,RIGHT_HAND,11208,0
8,61.680523,-18.021357,3044.4177,TORSO,11208,0
9,-5.141281,-231.89204,3018.1306,LEFT_HIP,11208,0
10,166.02249,-210.2268,2989.0398,RIGHT_HIP,11208,0
11,4.628229,-609.3097,3008.3164,LEFT_KNEE,11208,0
12,155.63736,-604.2604,2971.928,RIGHT_KNEE,11208,0
13,31.112656,-940.75366,3026.97,LEFT_FOOT,11208,0
14,150.68692,-960.4417,2982.749,RIGHT_FOOT,11208,0
0,66.095024,465.97266,3170.224,HEAD,11208,0
1,45.68463,181.82848,3085.506,NECK,11208,0
2,-90.96777,165.45499,3108.9487,LEFT_SHOULDER,11208,0
3,182.33704,198.20197,3062.0635,RIGHT_SHOULDER,11208,0
4,-123.459946,-82.39584,3091.395,LEFT_ELBOW,11208,0
5,257.42386,-36.37407,3067.1926,RIGHT_ELBOW,11208,0
6,-154.1041,-287.06143,2933.9592,LEFT_HAND,11208,0
7,272.76324,-266.7749,2883.5786,RIGHT_HAND,11208,0
8,62.388824,-18.474348,3042.9766,TORSO,11208,0
9,-5.632042,-228.9288,3014.9814,LEFT_HIP,11208,0
10,163.81808,-208.62555,2985.9126,RIGHT_HIP,11208,0
11,3.5490713,-608.65344,3006.2034,LEFT_KNEE,11208,0
12,155.64256,-605.666,2974.0967,RIGHT_KNEE,11208,0
13,30.36298,-939.4043,3022.8225,LEFT_FOOT,11208,0
14,150.82236,-961.7609,2983.0776,RIGHT_FOOT,11208,0
